group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,193243,train,1,3,1 2 3,3,410 384 656 561,39 38 37 32,2011
A,193243,train,3,8,3 4 5 6 7 8 9 8,8,295 335 192 559 224 200 214 235 271 305 335,37 37 37 40 40 40 40 39 39 37 32,3165
A,193243,train,1,3,1 2 3 4 3,5,478 579 305 416 472,38 37 37 39 32,2250
A,193243,train,4,6,4 3 2 1 10 9 8 7 6,9,341 312 433 312 208 183 490 479 440 768 648,39 39 39 40 40 40 37 37 37 38 32,4614
A,193243,train,1,3,1 10 9 8 7 6 5 4 3,9,912 423 375 289 239 442 422 257 757 344 563,40 39 37 37 37 37 38 38 39 39 32,5023
A,193243,train,1,3,1 10 9 8 7 6 5 4 3,9,1451 498 193 238 231 256 336 216 185 255 246 514,40 40 37 37 37 37 38 38 38 39 39 32,4619
A,193243,train,4,6,4 3 2 1 10 9 8 7 6,9,282 287 768 208 272 416 232 368 256 424 240,39 39 40 40 40 37 37 37 37 38 32,3753
A,193243,train,6,7,6 7,2,374 327,40 32,701
A,193243,train,1,3,1 2 3,3,487 431 256 624,38 39 37 32,1798
A,193243,train,10,7,10 9 8 7,4,425 377 272 616,37 37 37 32,1690
A,193243,train,1,3,1 2 3 4 3,5,650 1695 304 385 199,38 37 37 39 32,3233
