group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,111773,train,9,-1,9 8,2,2492 739,38 32,3231,196,1552343425.104,Mon Mar 11 2019 17:30:25 GMT-0500 (Central Daylight Time)
A,111773,train,10,-1,10 9 10 1 2,5,2012 1288 1336 536 336 528,38 39 40 39 39 32,6036,214,1552343432.645,Mon Mar 11 2019 17:30:32 GMT-0500 (Central Daylight Time)
A,111773,train,3,10,3 2 1 10,4,4409 581 368 504,40 37 37 32,5862,196,1552343440.013,Mon Mar 11 2019 17:30:40 GMT-0500 (Central Daylight Time)
A,111773,train,7,-1,7 8,2,3197 367,40 32,3564,221,1552343445.086,Mon Mar 11 2019 17:30:45 GMT-0500 (Central Daylight Time)
A,111773,train,7,-1,7 8,2,1247 908,40 32,2155,221,1552343448.745,Mon Mar 11 2019 17:30:48 GMT-0500 (Central Daylight Time)
A,111773,train,6,-1,6 7 8,3,1610 736 408,37 40 32,2754,221,1552343453.005,Mon Mar 11 2019 17:30:53 GMT-0500 (Central Daylight Time)
A,111773,train,3,-1,3 2 1 10,4,1503 448 296 1112,40 37 37 32,3359,221,1552343457.87,Mon Mar 11 2019 17:30:57 GMT-0500 (Central Daylight Time)
A,111773,train,1,-1,1 10,2,1328 1630,37 32,2958,251,1552343462.333,Mon Mar 11 2019 17:31:02 GMT-0500 (Central Daylight Time)
A,111773,train,8,10,8 9 10,3,1783 367 448,40 40 32,2598,251,1552343466.437,Mon Mar 11 2019 17:31:06 GMT-0500 (Central Daylight Time)
A,111773,train,10,-1,10 9,2,1895 664,38 32,2559,251,1552343470.501,Mon Mar 11 2019 17:31:10 GMT-0500 (Central Daylight Time)
A,111773,train,2,-1,2 1 10 9,4,1837 756 1464 392,37 37 38 32,4449,232,1552343476.453,Mon Mar 11 2019 17:31:16 GMT-0500 (Central Daylight Time)
A,111773,train,8,-1,8 7 6,3,2423 424 992,38 39 32,3839,198,1552343481.798,Mon Mar 11 2019 17:31:21 GMT-0500 (Central Daylight Time)
