group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,173002,train,6,-1,6,1,779,32,779,180,1552343522.701,Tue Mar 12 2019 04:02:02 GMT+0530 (India Standard Time)
A,173002,train,10,4,10 1 2 3 4,5,21 190 225 264 1934 160 364 180 426,32 32 32 32 39 39 38 38 32,3764,180,1552343527.973,Tue Mar 12 2019 04:02:07 GMT+0530 (India Standard Time)
A,173002,train,8,4,8 9 10 1 2 3 4,7,1289 303 150 415 334 195 430 189 400,40 39 39 40 39 39 38 38 32,3705,180,1552343533.189,Tue Mar 12 2019 04:02:13 GMT+0530 (India Standard Time)
A,173002,train,4,6,4 5 6,3,1380 405 375,38 37 32,2160,180,1552343536.856,Tue Mar 12 2019 04:02:16 GMT+0530 (India Standard Time)
A,173002,train,10,5,10 9 8 7 6 5,6,12175 151 284 395 185 300,38 38 38 39 39 32,13490,180,1552343552.68,Tue Mar 12 2019 04:02:32 GMT+0530 (India Standard Time)
A,173002,train,7,-1,7,1,1090,32,1090,176,1552343555.28,Tue Mar 12 2019 04:02:35 GMT+0530 (India Standard Time)
A,173002,train,7,8,7 8,2,1169 175,40 32,1344,176,1552343558.137,Tue Mar 12 2019 04:02:38 GMT+0530 (India Standard Time)
A,173002,train,7,-1,7,1,17513,32,17513,176,1552343577.16,Tue Mar 12 2019 04:02:57 GMT+0530 (India Standard Time)
A,173002,train,6,1,6 5 4 3 2 1,6,1700 420 214 360 169 184 101 290 425,40 39 39 40 40 40 40 37 32,3863,168,1552343582.534,Tue Mar 12 2019 04:03:02 GMT+0530 (India Standard Time)
A,173002,train,6,-1,6,1,988,32,988,180,1552343585.049,Tue Mar 12 2019 04:03:05 GMT+0530 (India Standard Time)
