group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,113304,train,4,-1,4 3 2,3,4102 720 704,40 40 32,5526,173,1552343639.117,Mon Mar 11 2019 17:33:59 GMT-0500 (Central Daylight Time)
A,113304,train,3,-1,3 2,2,1600 456,40 32,2056,173,1552343642.677,Mon Mar 11 2019 17:34:02 GMT-0500 (Central Daylight Time)
A,113304,train,8,6,8 7 6,3,2587 444 560,38 39 32,3591,128,1552343647.773,Mon Mar 11 2019 17:34:07 GMT-0500 (Central Daylight Time)
A,113304,train,4,8,4 5 6 7 8,5,1575 1056 480 304 480 480,37 38 37 37 40 32,4375,140,1552343653.653,Mon Mar 11 2019 17:34:13 GMT-0500 (Central Daylight Time)
A,113304,train,2,7,2 3 4 5 6 7,6,2123 292 232 520 288 464,38 38 38 37 37 32,3919,140,1552343659.077,Mon Mar 11 2019 17:34:19 GMT-0500 (Central Daylight Time)
A,113304,train,2,-1,2 1 10 1,4,952 1968 792 503,37 37 39 32,4215,173,1552343664.797,Mon Mar 11 2019 17:34:24 GMT-0500 (Central Daylight Time)
A,113304,train,10,-1,10 1,2,2877 524,39 32,3401,173,1552343669.702,Mon Mar 11 2019 17:34:29 GMT-0500 (Central Daylight Time)
A,113304,train,5,7,5 6 7,3,1902 391 417,37 37 32,2710,140,1552343673.917,Mon Mar 11 2019 17:34:33 GMT-0500 (Central Daylight Time)
A,113304,train,1,-1,1 2,2,1727 952,39 32,2679,173,1552343678.102,Mon Mar 11 2019 17:34:38 GMT-0500 (Central Daylight Time)
A,113304,train,3,-1,3 2,2,2011 772,40 32,2783,175,1552343682.389,Mon Mar 11 2019 17:34:42 GMT-0500 (Central Daylight Time)
A,113304,train,10,-1,10 1,2,1207 544,39 32,1751,175,1552343685.646,Mon Mar 11 2019 17:34:45 GMT-0500 (Central Daylight Time)
A,113304,train,2,1,2 1 2 1,4,1375 1176 688 608 772 1531 450,39 39 37 39 32 37 32,6600,175,1552343693.751,Mon Mar 11 2019 17:34:53 GMT-0500 (Central Daylight Time)
A,113304,train,9,7,9 8 7,3,1981 424 976,38 38 32,3381,74,1552343698.637,Mon Mar 11 2019 17:34:58 GMT-0500 (Central Daylight Time)
A,113304,train,7,9,7 8 7 8 9,5,1772 466 1512 1656 448 464 1984 480 1032 336 400,38 38 32 38 38 40 38 32 40 40 32,10550,74,1552343710.693,Mon Mar 11 2019 17:35:10 GMT-0500 (Central Daylight Time)
A,113304,train,5,-1,5 4 3 2,4,3699 220 271 409,40 40 40 32,4599,175,1552343716.797,Mon Mar 11 2019 17:35:16 GMT-0500 (Central Daylight Time)
A,113304,train,3,-1,3 2,2,951 744,40 32,1695,175,1552343719.997,Mon Mar 11 2019 17:35:19 GMT-0500 (Central Daylight Time)
A,113304,train,5,-1,5 4 3 2,4,2831 352 320 536,40 40 40 32,4039,225,1552343725.542,Mon Mar 11 2019 17:35:25 GMT-0500 (Central Daylight Time)
A,113304,train,10,3,10 9 10 1 2 3,6,1602 420 1296 1496 72 440 304 448 536,40 40 38 40 40 39 39 38 32,6614,225,1552343733.661,Mon Mar 11 2019 17:35:33 GMT-0500 (Central Daylight Time)
A,113304,train,8,3,8 9 10 1 2 3,6,1671 328 552 256 584 506,40 40 39 39 38 32,3897,225,1552343739.064,Mon Mar 11 2019 17:35:39 GMT-0500 (Central Daylight Time)
A,113304,train,7,5,7 6 5,3,28736 504 384,39 39 32,29624,110,1552343770.293,Mon Mar 11 2019 17:36:10 GMT-0500 (Central Daylight Time)
A,113304,train,3,-1,3 2,2,2426 533,40 32,2959,225,1552343774.765,Mon Mar 11 2019 17:36:14 GMT-0500 (Central Daylight Time)
A,113304,train,6,7,6 5 6 7,4,2559 992 920 600,39 37 37 32,5071,182,1552343781.341,Mon Mar 11 2019 17:36:21 GMT-0500 (Central Daylight Time)
A,113304,train,1,5,1 2 3 4 5,5,2067 1284 224 272 792,39 38 38 38 32,4639,110,1552343787.486,Mon Mar 11 2019 17:36:27 GMT-0500 (Central Daylight Time)
A,113304,train,2,9,2 1 10 9,4,2840 464 976 616 952 596,40 37 37 16 38 32,6444,182,1552343795.433,Mon Mar 11 2019 17:36:35 GMT-0500 (Central Daylight Time)
A,113304,train,1,-1,1 2,2,3011 464,39 32,3475,181,1552343800.414,Mon Mar 11 2019 17:36:40 GMT-0500 (Central Daylight Time)
A,113304,train,8,-1,8 9,2,1886 464,40 32,2350,216,1552343804.269,Mon Mar 11 2019 17:36:44 GMT-0500 (Central Daylight Time)
A,113304,train,8,-1,8 9,2,708 387,40 32,1095,216,1552343806.869,Mon Mar 11 2019 17:36:46 GMT-0500 (Central Daylight Time)
A,113304,train,10,2,10 1 2,3,1911 384 432,39 39 32,2727,39,1552343811.101,Mon Mar 11 2019 17:36:51 GMT-0500 (Central Daylight Time)
A,113304,train,9,-1,9 10 1,3,2247 464 616,40 39 32,3327,288,1552343815.934,Mon Mar 11 2019 17:36:55 GMT-0500 (Central Daylight Time)
A,113304,train,6,2,6 5 4 3 2,5,1421 493 280 224 464,39 40 40 40 32,2882,288,1552343820.326,Mon Mar 11 2019 17:37:00 GMT-0500 (Central Daylight Time)
A,113304,train,3,4,3 2 3 4,4,2838 2360 696 840 467,40 38 32 38 32,7201,146,1552343829.033,Mon Mar 11 2019 17:37:09 GMT-0500 (Central Daylight Time)
A,113304,train,9,7,9 8 7,3,2934 333 816,38 38 32,4083,158,1552343834.621,Mon Mar 11 2019 17:37:14 GMT-0500 (Central Daylight Time)
A,113304,train,3,-1,3 2,2,2161 551,40 32,2712,288,1552343838.837,Mon Mar 11 2019 17:37:18 GMT-0500 (Central Daylight Time)
A,113304,train,9,-1,9 10 1,3,1250 396 512,40 39 32,2158,288,1552343842.501,Mon Mar 11 2019 17:37:22 GMT-0500 (Central Daylight Time)
A,113304,train,2,-1,2 1,2,1568 424,37 32,1992,288,1552343845.998,Mon Mar 11 2019 17:37:25 GMT-0500 (Central Daylight Time)
A,113304,train,7,2,7 8 9 10 1 2,6,1726 424 274 406 256 464,40 40 40 39 39 32,3550,288,1552343851.053,Mon Mar 11 2019 17:37:31 GMT-0500 (Central Daylight Time)
A,113304,train,8,-1,8 9 10 1,4,1194 1029 320 496 464,39 40 40 39 32,3503,288,1552343856.061,Mon Mar 11 2019 17:37:36 GMT-0500 (Central Daylight Time)
A,113304,train,9,2,9 10 1 2,4,1375 464 368 392,40 39 39 32,2599,288,1552343860.165,Mon Mar 11 2019 17:37:40 GMT-0500 (Central Daylight Time)
A,113304,train,9,-1,9 10 1,3,935 1032 372 508,39 40 39 32,2847,288,1552343864.518,Mon Mar 11 2019 17:37:44 GMT-0500 (Central Daylight Time)
