group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,105971,train,4,6,4 5 6,3,248 1052 486,37 40 32,1786
A,105971,train,10,7,10 1 2 3 4 5 6 7,8,295 472 764 831 543 936 559 317,38 38 37 37 37 40 40 32,4717
A,105971,train,6,3,6 5 4 3,4,351 663 615 361,38 39 39 32,1990
A,105971,train,1,3,1 10 9 8 7 6 5 4 3,9,394 676 587 546 876 558 1066 673 346,40 37 37 37 38 38 39 39 32,5722
A,105971,train,2,4,2 3 4,3,380 619 486,37 37 32,1485
A,105971,train,6,10,6 5 4 3 2 1 10,7,154 500 389 575 458 763 689 373,38 38 39 39 39 40 40 32,3901
A,105971,train,10,7,10 1 2 3 4 5 6 7,8,265 432 860 633 415 830 519 360,38 38 37 37 37 40 40 32,4314
A,105971,train,4,6,4 5 6,3,296 461 370 447,37 37 40 32,1574
A,105971,train,7,4,7 8 9 10 1 2 3 4,8,341 457 447 716 389 673 548 258,39 39 39 38 38 37 37 32,3829
A,105971,train,1,3,1 10 9 8 7 6 5 4 3,9,410 644 417 404 904 432 730 461 356,40 37 37 37 38 38 39 39 32,4758
A,105971,train,10,7,10 1 2 3 4 5 6 7,8,212 455 592 432 356 477 287 515 388,38 38 37 37 37 37 40 40 32,3714
A,105971,train,10,7,10 9 8 7,4,366 432 360 471,37 37 37 32,1629
A,105971,train,4,6,4 5 6,3,7286 1019 471,37 40 32,8776
A,105971,train,1,3,1 2 3,3,399 729 518,38 37 32,1646
A,105971,train,4,6,4 5 6,3,336 633 442,37 40 32,1411
A,105971,train,6,1,6 5 4 3 2 1,6,341 745 633 544 705 544,38 39 39 39 40 32,3512
A,105971,train,10,7,10 9 8 7,4,495 448 488 371,37 37 37 32,1802
A,105971,train,10,7,10 9 8 7,4,212 389 399 331,37 37 37 32,1331
A,105971,train,1,3,1 2 3,3,308 547 446,38 37 32,1301
A,105971,train,6,3,6 5 4 3,4,337 517 457 462,38 39 39 32,1773
A,105971,train,1,3,1 2 3,3,307 662 471,38 37 32,1440
A,105971,train,10,7,10 9 8 7,4,413 414 388 331,37 37 37 32,1546
A,105971,train,4,6,4 5 6,3,309 704 400,37 40 32,1413
A,105971,train,1,3,1 2 3,3,354 446 413,38 37 32,1213
A,105971,train,4,6,4 5 6,3,426 529 332,37 40 32,1287
A,105971,train,10,7,10 9 8 7,4,365 419 389 370,37 37 37 32,1543
A,105971,train,1,3,1 2 3,3,368 429 375,38 37 32,1172
A,105971,train,10,7,10 9 8 7,4,340 313 360 419,37 37 37 32,1432
A,105971,train,10,7,10 9 8 7,4,366 287 274 399,37 37 37 32,1326
A,105971,train,6,8,6 5 4 3 2 1 10 9 8,9,516 572 461 500 461 659 375 403 299 447 432,38 38 39 39 39 40 40 40 37 37 32,5125
A,105971,train,10,7,10 9 8 7,4,281 272 461 2082 215,37 37 32 37 32,3311
A,105971,train,1,8,1 10 9 8,4,393 433 399 476 331,40 40 37 37 32,2032
A,105971,train,3,4,3 4,2,296 302,37 32,598
A,105971,train,1,3,1 2 3,3,407 548 442,38 37 32,1397
A,105971,train,10,7,10 9 8 7,4,298 302 284 289,37 37 37 32,1173
A,105971,train,4,8,4 5 6 7 8,5,354 385 360 532 847 388,37 37 40 40 39 32,2866
