group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,191541,train,1,4,2,4 5 4 3 2,5,834 1216 437 1309 1383 2292 1354,40 40 38 37 38 38 32,1 3 5 6,8825,1551390943.857,Thu Feb 28 2019 13:55:43 GMT-0800 (Pacific Standard Time)
A,191541,train,2,10,7,10 9 8 7,4,207 1742 1206 1559,40 40 40 32,1 2 3,4714,1551390954.591,Thu Feb 28 2019 13:55:54 GMT-0800 (Pacific Standard Time)
A,191541,train,3,7,1,7 6 7 6 5 4 5 6 5 4 3 2 1,13,1786 1146 1200 1456 1642 1366 1342 1730 922 1305 1714 1201 1450 1620 1249,39 37 39 39 39 38 40 40 37 39 38 38 38 37 32,1 2 3 4 6 7 9 10 11 12 13 14,21129,1551390981.739,Thu Feb 28 2019 13:56:21 GMT-0800 (Pacific Standard Time)
A,191541,train,4,10,4,10 9 8 7 6 7 6 5 4,9,42907 2054 1077 1123 1206 975 974 1124 642 1798,40 40 40 39 37 39 39 39 38 32,1 2 3 4 5 6 7 9,53880,1551391041.637,Thu Feb 28 2019 13:57:21 GMT-0800 (Pacific Standard Time)
A,191541,train,5,3,7,3 4 5 4 5 4 3 2 1 10 1 10 9 10 9 8 7,17,64403 187 272 1076 1430 1118 502 993 908 1443 1017 653 1491 1162 715 1406 2018,40 40 38 40 38 38 38 37 37 39 37 40 38 40 40 40 32,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,80794,1551391128.457,Thu Feb 28 2019 13:58:48 GMT-0800 (Pacific Standard Time)
A,191541,train,6,9,8,9 8,2,55436 1878,40 32,1,57314,1551391191.787,Thu Feb 28 2019 13:59:51 GMT-0800 (Pacific Standard Time)
A,191541,train,7,8,3,8 7 8 9 10 1 2 3 4 3,10,2870 1121 381 879 1199 1007 1047 1499 1547 1619 1279,40 40 38 38 38 39 39 40 40 38 32,1 3 4 5 6 7 8 9 10,14448,1551391212.252,Thu Feb 28 2019 14:00:12 GMT-0800 (Pacific Standard Time)
A,191541,train,8,6,7,6 5 4 5 6 7,6,2917 1525 1814 1464 984 1728,39 38 40 37 37 32,1 2 3 4 5,10432,1551391228.695,Thu Feb 28 2019 14:00:28 GMT-0800 (Pacific Standard Time)
A,191541,train,9,2,3,2 3,2,10857 302 159 2072,40 39 39 32,1,13390,1551391248.097,Thu Feb 28 2019 14:00:48 GMT-0800 (Pacific Standard Time)
A,191541,train,10,2,5,2 3 4 5,4,979 1363 982 1523,40 40 40 32,1 2 3,4847,1551391258.966,Thu Feb 28 2019 14:00:58 GMT-0800 (Pacific Standard Time)
A,191541,train,11,5,2,5 6 7 8 9 10 9 8 7 6 7 8 9 10 9 10 1 2,18,3678 1121 1220 1491 755 1125 1236 1649 1715 1229 1541 1396 1233 518 1389 870 1996 832 417 1965 2262,37 37 38 37 38 38 38 40 40 40 39 37 40 38 38 38 40 38 39 39 32,1 2 3 5 6 8 9 10 11 12 14 15 16 17 18 19 20,29638,1551391294.614,Thu Feb 28 2019 14:01:34 GMT-0800 (Pacific Standard Time)
A,191541,train,12,4,3,4 5 6 7 8 7 6 7 8 9 10 1 10 9 8 7 6 7 8 9 10 1 2 3,24,2804 1400 3068 1838 1913 353 883 1052 1289 1346 1215 2723 2922 581 702 21 1937 1189 1801 2065 997 1395 1516 1552 1337 919 821 2535,40 37 37 38 40 40 39 37 38 38 38 39 37 37 40 39 40 40 39 37 38 38 38 39 39 39 40 32,1 2 3 4 5 7 8 9 10 11 12 13 15 17 18 19 20 21 22 23 24 25 27,42174,1551391342.802,Thu Feb 28 2019 14:02:22 GMT-0800 (Pacific Standard Time)
A,191541,train,13,10,7,10 9 8 7,4,1167 1438 925 2065,40 40 40 32,1 2 3,5595,1551391354.413,Thu Feb 28 2019 14:02:34 GMT-0800 (Pacific Standard Time)
A,191541,train,14,3,5,3 4 5,3,2486 1293 1896,40 40 32,1 2,5675,1551391366.101,Thu Feb 28 2019 14:02:46 GMT-0800 (Pacific Standard Time)
A,191541,train,15,2,3,2 3,2,1351 1853,40 32,1,3204,1551391375.315,Thu Feb 28 2019 14:02:55 GMT-0800 (Pacific Standard Time)
A,191541,train,16,4,2,4 5 6 7 8 9 10 1 2,9,1619 1097 667 1196 1426 1455 1601 1705 1927 1728,40 40 37 37 38 38 38 39 39 32,1 3 4 5 6 7 8 9,14421,1551391395.747,Thu Feb 28 2019 14:03:15 GMT-0800 (Pacific Standard Time)
A,191541,train,17,8,2,8 9 10 9 10 1 2,7,3636 861 908 535 709 523 319 976 1513,38 38 38 40 39 38 39 39 32,1 2 4 6 7 8,9980,1551391411.742,Thu Feb 28 2019 14:03:31 GMT-0800 (Pacific Standard Time)
A,191541,train,18,2,3,2 3,2,16615 1446,40 32,1,18061,1551391435.816,Thu Feb 28 2019 14:03:55 GMT-0800 (Pacific Standard Time)
A,191541,train,19,2,3,2 3,2,1887 1726,40 32,1,3613,1551391445.45,Thu Feb 28 2019 14:04:05 GMT-0800 (Pacific Standard Time)
A,191541,train,20,7,1,7 6 5 4 3 2 1,7,905 1050 1223 1230 837 1338 1340,39 39 38 38 38 37 32,1 2 3 4 5 6,7923,1551391459.393,Thu Feb 28 2019 14:04:19 GMT-0800 (Pacific Standard Time)
A,191541,train,21,4,1,4 3 2 1,4,3372 1729 905 447 1947,38 38 38 37 32,1 2 4,8400,1551391476.025,Thu Feb 28 2019 14:04:36 GMT-0800 (Pacific Standard Time)
A,191541,train,22,2,8,2 1 2 3 4 5 6 7 8,9,927 1340 745 772 876 951 1639 1442 1123 1260,37 40 39 40 40 40 37 37 38 32,1 3 4 5 6 7 8 9,11075,1551391493.111,Thu Feb 28 2019 14:04:53 GMT-0800 (Pacific Standard Time)
A,191541,train,23,10,6,10 1 2 3 4 5 6,7,1182 1275 1432 1614 910 955 854 1160,39 39 40 40 40 40 37 32,1 2 3 4 5 7,9382,1551391508.546,Thu Feb 28 2019 14:05:08 GMT-0800 (Pacific Standard Time)
A,191541,train,24,10,5,10 9 8 7 6 5,6,1926 1065 1033 3380 1445 203 1125,40 40 40 39 39 39 32,1 2 3 4 5,10177,1551391524.749,Thu Feb 28 2019 14:05:24 GMT-0800 (Pacific Standard Time)
A,191541,train,25,1,5,1 2 1 10 9 8 7 6 5,9,1495 1061 496 532 1856 1079 1083 1183 1098 1465,39 39 37 37 40 40 40 39 39 32,1 3 4 5 6 7 8 9,11348,1551391542.117,Thu Feb 28 2019 14:05:42 GMT-0800 (Pacific Standard Time)
A,191541,train,26,8,7,8 7 6 5 4 3 2 1 10 1 10 9 8 7,14,3741 1288 4753 1349 1157 913 1489 820 879 1203 777 306 1128 940 906,40 39 39 38 38 38 37 37 37 39 37 40 40 40 32,1 2 3 4 5 6 7 8 10 11 12 13 14,21649,1551391569.793,Thu Feb 28 2019 14:06:09 GMT-0800 (Pacific Standard Time)
