group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,177945,train,1,4,6,4 5 6 7 8 7 6,7,16513 1784 2377 1464 2178 1643 4167,40 39 39 38 40 37 32,1 2 3 4 5 6,30126,1551384314.716,Thu Feb 28 2019 13:05:14 GMT-0700 (Mountain Standard Time)
A,177945,train,2,2,3,2 3,2,248 1735,40 32,1,1983,1551384322.735,Thu Feb 28 2019 13:05:22 GMT-0700 (Mountain Standard Time)
A,177945,train,3,7,6,7 8 7 6,4,7611 1249 1763 953 1049 1781,39 38 37 40 37 32,2 4 5,14406,1551384343.15,Thu Feb 28 2019 13:05:43 GMT-0700 (Mountain Standard Time)
A,177945,train,4,8,6,8 7 8 7 8 9 10 1 2 1 10 9 8 7 6,15,50 1208 1157 469 1200 978 926 957 1382 901 1368 1030 930 711 828 1243 381 400 723 444 322 716 783 894 993,37 39 39 40 38 37 40 39 38 38 38 38 37 37 37 39 39 39 39 40 40 40 40 37 32,4 5 7 9 10 11 13 14 16 17 20 21 22 24,20994,1551384370.182,Thu Feb 28 2019 13:06:10 GMT-0700 (Mountain Standard Time)
A,177945,train,5,10,7,10 1 2 1 10 9 8 9 10 1 2 1 10 9 8 7,16,3324 1247 817 820 1012 811 796 888 854 916 782 992 825 315 896 701 861 416 983 584 788 28824 963 1166,38 37 37 37 39 39 39 40 40 38 38 38 38 37 37 37 39 39 39 39 40 40 40 32,2 3 5 6 8 9 10 11 14 15 17 18 21 22 23,50581,1551384426.769,Thu Feb 28 2019 13:07:06 GMT-0700 (Mountain Standard Time)
A,177945,train,6,10,7,10 9 8 7,4,725 730 862 1038,40 40 40 32,1 2 3,3355,1551384436.14,Thu Feb 28 2019 13:07:16 GMT-0700 (Mountain Standard Time)
A,177945,train,7,4,5,4 5,2,907 893,40 32,1,1800,1551384443.971,Thu Feb 28 2019 13:07:23 GMT-0700 (Mountain Standard Time)
A,177945,train,8,2,3,2 1 10 1 2 3,6,724 931 1159 826 1207 990 494 665 768 877,38 38 39 39 39 37 37 37 40 32,3 4 6 7 9,8641,1551384458.625,Thu Feb 28 2019 13:07:38 GMT-0700 (Mountain Standard Time)
A,177945,train,9,10,9,10 9,2,2379 903,40 32,1,3282,1551384467.917,Thu Feb 28 2019 13:07:47 GMT-0700 (Mountain Standard Time)
A,177945,train,10,5,2,5 6 7 6 5 4 3 2,8,1175 1358 904 811 1101 1516 792 1656 937 785 950,40 39 39 39 37 37 37 38 38 38 32,2 3 5 6 8 9 10,11985,1551384485.922,Thu Feb 28 2019 13:08:05 GMT-0700 (Mountain Standard Time)
A,177945,train,11,7,1,7 6 5 6 7 8 9 10 1 2 1 10 1,13,1037 936 1014 750 874 1702 731 1013 856 826 701 1241 269 253 546 554 499 841,39 39 37 37 37 39 39 39 38 38 38 37 37 37 39 39 37 32,3 4 6 7 9 10 11 12 13 15 16 17,14643,1551384506.578,Thu Feb 28 2019 13:08:26 GMT-0700 (Mountain Standard Time)
A,177945,train,12,4,5,4 5,2,1475 1315,40 32,1,2790,1551384515.381,Thu Feb 28 2019 13:08:35 GMT-0700 (Mountain Standard Time)
A,177945,train,13,10,7,10 1 2 1 10 9 8 7,8,1600 1138 798 957 716 750 778 812 953 1003,37 37 37 39 39 39 40 40 40 32,1 2 4 5 7 8 9,9505,1551384530.914,Thu Feb 28 2019 13:08:50 GMT-0700 (Mountain Standard Time)
A,177945,train,14,2,3,2 3,2,10641 1284,40 32,1,11925,1551384548.853,Thu Feb 28 2019 13:09:08 GMT-0700 (Mountain Standard Time)
A,177945,train,15,2,3,2 3,2,1024 713,40 32,1,1737,1551384556.607,Thu Feb 28 2019 13:09:16 GMT-0700 (Mountain Standard Time)
A,177945,train,16,5,2,5 6 7 6 5 4 3 2,8,722 971 542 888 720 1414 821 221 727 576 959 897 778,40 40 39 39 39 37 37 37 37 38 38 38 32,3 4 6 7 10 11 12,10236,1551384572.849,Thu Feb 28 2019 13:09:32 GMT-0700 (Mountain Standard Time)
