group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,194368,train,1,4,8,4 3 2 1 10 1 10 9 10 1 10 9 10 1 2 1 2 3 4 5 6 7 8 9 8,25,888 1123 679 718 1217 536 357 690 1171 478 375 369 760 781 715 409 217 425 241 321 599 547 386 287 351 326 219 190 320 300 919,38 38 37 37 39 37 40 38 39 37 37 40 38 38 39 39 37 39 39 40 40 40 40 37 37 37 37 38 38 40 32,1 2 3 4 5 6 7 8 9 10 12 13 15 16 17 18 20 21 22 24 25 28 29 30,16914,1551368510.136,Thu Feb 28 2019 10:41:50 GMT-0500 (Eastern Standard Time)
A,194368,train,2,10,7,10 1 2 3 4 5 6 7,8,331 373 297 418 312 326 324 330 344 300 401,39 39 39 40 40 40 40 37 37 37 32,1 2 4 5 6 8 9,3756,1551368519.911,Thu Feb 28 2019 10:41:59 GMT-0500 (Eastern Standard Time)
A,194368,train,3,2,3,2 3 4 3,4,352 331 303 276,40 40 38 32,1 2 3,1262,1551368527.204,Thu Feb 28 2019 10:42:07 GMT-0500 (Eastern Standard Time)
A,194368,train,4,2,3,2 3 4 3,4,8514 334 482 823,40 40 38 32,1 2 3,10153,1551368543.377,Thu Feb 28 2019 10:42:23 GMT-0500 (Eastern Standard Time)
A,194368,train,5,2,3,2 3 4 3,4,968 346 306 121,40 40 38 32,1 2 3,1741,1551368551.139,Thu Feb 28 2019 10:42:31 GMT-0500 (Eastern Standard Time)
A,194368,train,6,6,9,6 5 4 3 2 1 10 9,8,272 318 383 340 333 425 306 335 306 400 529,39 39 38 38 38 38 37 37 37 40 32,1 3 4 5 7 8 10,3947,1551368561.11,Thu Feb 28 2019 10:42:41 GMT-0500 (Eastern Standard Time)
A,194368,train,7,6,2,6 5 4 3 2,5,318 271 286 389 302 304 263,39 39 38 38 38 38 32,1 3 4 5,2133,1551368569.272,Thu Feb 28 2019 10:42:49 GMT-0500 (Eastern Standard Time)
A,194368,train,8,10,8,10 1 2 3 4 5 6 7 8,9,247 330 307 242 332 499 401 200 299 297 483 845,39 39 39 40 40 40 40 37 37 37 38 32,1 2 4 5 6 8 9 11,4482,1551368579.775,Thu Feb 28 2019 10:42:59 GMT-0500 (Eastern Standard Time)
A,194368,train,9,8,2,8 9 10 1 2,5,4266 392 711 280 313 307,38 38 39 39 39 32,1 2 3 4,6269,1551368592.072,Thu Feb 28 2019 10:43:12 GMT-0500 (Eastern Standard Time)
A,194368,train,10,2,4,2 3 4 5 4,5,1028 387 343 322 243,40 40 40 38 32,1 2 3 4,2323,1551368600.418,Thu Feb 28 2019 10:43:20 GMT-0500 (Eastern Standard Time)
