group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,107763,train,4,6,4 5 4 5 4 5 6 7 8 9 10 1 2 3 4 5 6,17,8637 174 205 166 218 217 173 474 177 321 315 292 360 234 207 278 271 452,39 37 39 37 39 38 38 37 37 37 40 40 40 39 39 39 38 32,13171
A,107763,train,10,7,10 9 8 7 6 7,6,591 159 158 155 303 343 491 249,39 39 39 39 40 32 38 32,2449
A,107763,train,4,6,4 5 6,3,563 164 186 178 332,39 39 40 38 32,1423
A,107763,train,1,3,1 10 9 8 7 6 5 4 3,9,288 284 310 354 422 279 299 498 797 168,38 38 39 39 39 40 40 37 37 32,3699
A,107763,train,10,1,10 1,2,1052 244,40 32,1296
A,107763,train,6,2,6 5 4 3 2,5,520 173 298 173 202 409,40 40 37 37 37 32,1775
A,107763,train,4,6,4 3 2 1 10 9 8 7 6,9,533 152 409 203 306 346 139 164 384 451 237,37 37 40 38 38 38 39 39 39 40 32,3324
A,107763,train,1,3,1 10 9 8 7 6 5 4 3,9,854 639 191 281 300 161 182 175 160 440,38 39 39 39 40 40 40 37 37 32,3383
A,107763,train,1,3,1 2 3,3,275 115 152 156,40 40 39 32,698
A,107763,train,4,6,4 5 6,3,997 168 129 264 176,39 39 39 38 32,1734
A,107763,train,1,3,1 2 3,3,995 129 104,40 39 32,1228
A,107763,train,4,6,4 3 4 5 6,5,3097 646 509 160 240 281 399,37 32 39 39 40 38 32,5332
A,107763,train,4,6,4 5 6,3,623 212 215,39 38 32,1050
A,107763,train,4,6,4 5 6,3,933 138 119,39 38 32,1190
A,107763,train,1,3,1 2 3,3,857 201 15 758,40 32 39 32,1831
A,107763,train,1,3,1 2 3,3,746 216 119,40 39 32,1081
A,107763,train,10,7,10 9 8 7,4,703 182 155 146,39 39 39 32,1186
A,107763,train,1,3,1 2 3,3,1022 147 142,40 39 32,1311
A,107763,train,10,7,10 9 8 7,4,964 187 141 143 152,39 39 39 39 32,1587
A,107763,train,1,3,1 2 3,3,361 253 118,40 39 32,732
A,107763,train,4,6,4 5 6,3,717 126 167,39 38 32,1010
A,107763,train,1,3,1 2 3,3,562 171 104,40 39 32,837
A,107763,train,4,6,4 5 6,3,809 127 136,39 38 32,1072
A,107763,train,10,7,10 9 8 7,4,434 151 162 88 172,39 39 39 39 32,1007
A,107763,train,4,6,4 5 6,3,1253 135 64 751,39 40 38 32,2203
A,107763,train,1,3,1 2 3,3,618 205 192 343,40 39 38 32,1358
A,107763,train,10,2,10 9 8 7 8 9 10 1 10 1 2,11,650 139 154 666 144 150 114 188 207 147 569 332 683 447 340,39 39 39 37 37 37 37 40 39 32 38 32 40 40 32,4930
A,107763,train,3,4,3 4 5 4,4,1338 177 515 122 227,39 39 37 38 32,2379
A,107763,train,10,4,10 1 10 1 2 3 4,7,1367 322 256 343 172 576 273 470,40 39 38 40 40 39 39 32,3779
A,107763,train,1,3,1 2 3,3,707 130 166 293,40 40 39 32,1296
A,107763,train,10,7,10 1 2 3 4 5 6 7,8,855 307 324 264 426 461 312 185 229 183,40 40 32 39 39 39 38 38 38 32,3546
A,107763,train,10,7,10 9 8 7,4,850 143 146 144 173,39 39 39 39 32,1456
A,107763,train,10,7,10 9 8 7,4,999 74 160 111 241,39 39 39 39 32,1585
A,107763,train,4,6,4 5 6 7 6 5 6,7,289 122 132 337 144 182 285 1158 161 440 210,39 39 39 38 38 38 32 40 40 38 32,3460
A,107763,train,4,6,4 5 6,3,1006 516 240,39 38 32,1762
A,107763,train,1,3,1 10 9 8 7 6 7 8 9 10 1 2 3,13,781 181 267 168 460 488 586 164 162 396 146 180 92 172 430 131,38 38 39 39 39 40 37 37 38 37 37 37 40 40 39 32,4804
A,107763,train,1,3,1 2 3,3,988 154 114,40 39 32,1256
A,107763,train,10,7,10 9 8 7,4,723 183 142 137 118,39 39 39 39 32,1303
A,107763,train,4,6,4 5 6,3,1010 182 155,39 38 32,1347
A,107763,train,7,1,7 6 5 4 3 2 1,7,878 306 247 280 410 263 281,40 40 37 37 37 38 32,2665
A,107763,train,10,7,10 9 8 7,4,720 183 105 132 118,39 39 39 39 32,1258
A,107763,train,10,7,10 9 8 7,4,1082 170 112 277,39 39 39 32,1641
A,107763,train,10,7,10 9 8 7,4,736 125 144 132 84,39 39 39 39 32,1221
A,107763,train,10,7,10 9 8 7,4,265 188 117 145 112,39 39 39 39 32,827
A,107763,train,10,7,10 9 8 7,4,481 166 129 141 185,39 39 39 39 32,1102
