group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, timestamp, datetime
A,131247,train,6,1,6 5 4 3 2 1,6,3413 448 376 447 449 1047,39 40 40 40 37 32,6180,1550028263.202,Tue Feb 12 2019 21:24:23 GMT-0600 (GMT-06:00)
A,131247,train,11,12,11 12,2,2163 382,38 32,2545,1550028268.759,Tue Feb 12 2019 21:24:28 GMT-0600 (GMT-06:00)
A,131247,train,4,14,4 13 14,3,1141 336 328,39 38 32,1805,1550028273.575,Tue Feb 12 2019 21:24:33 GMT-0600 (GMT-06:00)
A,131247,train,13,5,13 4 5,3,991 296 336,37 38 32,1623,1550028278.208,Tue Feb 12 2019 21:24:38 GMT-0600 (GMT-06:00)
A,131247,train,10,7,10 9 8 7,4,3536 296 295 1033,38 38 38 32,5160,1550028286.376,Tue Feb 12 2019 21:24:46 GMT-0600 (GMT-06:00)
A,131247,train,18,7,18 10 9 8 7,5,1247 312 224 280 416,39 38 38 38 32,2479,1550028291.863,Tue Feb 12 2019 21:24:51 GMT-0600 (GMT-06:00)
A,131247,train,2,12,2 3 12,3,1210 279 966 377,38 16 39 32,2832,1550028297.703,Tue Feb 12 2019 21:24:57 GMT-0600 (GMT-06:00)
A,131247,train,11,12,11 12,2,1367 352,38 32,1719,1550028302.431,Tue Feb 12 2019 21:25:02 GMT-0600 (GMT-06:00)
A,131247,train,10,7,10 9 8 7,4,1216 278 297 368,38 38 38 32,2159,1550028307.6,Tue Feb 12 2019 21:25:07 GMT-0600 (GMT-06:00)
A,131247,train,2,12,2 11 12,3,1056 321 360,39 38 32,1737,1550028312.343,Tue Feb 12 2019 21:25:12 GMT-0600 (GMT-06:00)
A,131247,train,4,5,4 5,2,977 351,38 32,1328,1550028316.679,Tue Feb 12 2019 21:25:16 GMT-0600 (GMT-06:00)
A,131247,train,4,14,4 13 14,3,1088 297 312,39 38 32,1697,1550028321.383,Tue Feb 12 2019 21:25:21 GMT-0600 (GMT-06:00)
A,131247,train,4,5,4 5,2,838 360,38 32,1198,1550028325.591,Tue Feb 12 2019 21:25:25 GMT-0600 (GMT-06:00)
A,131247,train,13,14,13 14,2,1042 335,38 32,1377,1550028329.976,Tue Feb 12 2019 21:25:29 GMT-0600 (GMT-06:00)
A,131247,train,4,14,4 13 14,3,729 272 304,39 38 32,1305,1550028334.288,Tue Feb 12 2019 21:25:34 GMT-0600 (GMT-06:00)
A,131247,train,10,15,10 9 8 7 15,5,1479 279 305 328 280,38 38 38 37 32,2671,1550028339.967,Tue Feb 12 2019 21:25:39 GMT-0600 (GMT-06:00)
A,131247,train,10,7,10 9 8 7,4,1023 257 280 360,38 38 38 32,1920,1550028344.895,Tue Feb 12 2019 21:25:44 GMT-0600 (GMT-06:00)
A,131247,train,18,7,18 17 16 15 7,5,1226 247 289 385 334,38 38 38 39 32,2481,1550028350.382,Tue Feb 12 2019 21:25:50 GMT-0600 (GMT-06:00)
A,131247,train,4,5,4 5,2,22239 513,38 32,22752,1550028376.143,Tue Feb 12 2019 21:26:16 GMT-0600 (GMT-06:00)
A,131247,train,2,3,2 3,2,2343 352,38 32,2695,1550028381.847,Tue Feb 12 2019 21:26:21 GMT-0600 (GMT-06:00)
A,131247,train,4,14,4 5 14,3,3542 368 384,38 39 32,4294,1550028389.23,Tue Feb 12 2019 21:26:29 GMT-0600 (GMT-06:00)
A,131247,train,10,15,10 9 8 7 15,5,1446 285 249 280 376,38 38 38 37 32,2636,1550028394.878,Tue Feb 12 2019 21:26:34 GMT-0600 (GMT-06:00)
A,131247,train,18,7,18 17 16 15 7,5,1439 272 248 352 368,38 38 38 39 32,2679,1550028400.566,Tue Feb 12 2019 21:26:40 GMT-0600 (GMT-06:00)
