group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,138166,train,1,3,1 2 3,3,393 1072 4608,40 37 32,6073
A,138166,train,10,7,10 9 10 1 10 1 2 3 4 5 6 5 4 3 2 1 2 3 4 5 6 7,22,388 1048 536 320 688 776 424 680 831 561 1457 359 288 504 551 993 840 975 639 232 448 384 472 368 296 408 1232,37 39 39 40 38 40 40 37 37 37 37 40 38 40 39 39 39 38 40 40 37 37 37 37 38 38 32,16698
A,138166,train,10,7,10 9 8 7,4,270 808 1048 760,37 37 37 32,2886
A,138166,train,1,3,1 2 3,3,87 728 711,40 37 32,1526
A,138166,train,5,10,5 6 7 8 9 10,6,344 416 625 711 457 544,38 38 39 39 39 32,3097
A,138166,train,10,7,10 9 8 7,4,261 256 305 447,37 37 37 32,1269
A,138166,train,4,6,4 3 2 1 10 9 8 7 6,9,90 352 344 336 607 416 568 448 336 296 384 544,39 39 39 39 38 38 37 37 37 37 40 32,4721
A,138166,train,4,6,4 5 6,3,5649 697 600,37 38 32,6946
A,138166,train,9,5,9 10 1 2 3 4 5,7,138 504 440 423 816 377 407 369 568,39 39 40 40 40 37 37 37 32,4042
A,138166,train,1,3,1 2 1 10 9 8 7 8 9 10 1 2 1 10 9 8 7 8 9 10 1 2 1 10 9 8 7 8 9 10 1 10 1 2 3,35,4096 247 240 216 208 168 336 63 313 287 417 296 191 161 200 248 256 208 200 192 544 167 193 184 240 200 240 728 320 456 280 344 304 384 279 249 280 320 192 200 192 240 280 295 361 377 214 193 503 585 656 344 240 712 640,40 40 40 38 38 38 38 37 37 37 37 39 39 39 39 39 40 40 40 40 38 38 38 38 37 37 37 37 37 39 39 39 39 40 40 40 40 38 38 38 38 37 37 37 37 39 39 39 39 40 38 40 40 37 32,20479
A,138166,train,4,6,4 5 6,3,1106 399 447 481,37 37 38 32,2433
A,138166,train,1,3,1 2 1 10 9 8 7 8 7 6 5 4 3,13,394 367 480 257 560 392 617 462 592 352 592 336 384 384 448 368 528,40 40 38 38 37 37 37 37 39 37 37 40 40 40 39 39 32,7513
A,138166,train,8,1,8 9 10 1,4,229 319 336 376 560,39 39 39 40 32,1820
A,138166,train,4,6,4 5 6,3,321 832 312 512,37 37 38 32,1977
A,138166,train,10,7,10 9 8 7,4,347 407 391 537,37 37 37 32,1682
A,138166,train,10,7,10 1 2 1 10 9 8 7,8,167 472 384 408 368 496 409 343 760,40 40 40 38 38 37 37 37 32,3807
A,138166,train,1,3,1 2 3,3,359 415 480 479 585,39 37 40 37 32,2318
A,138166,train,4,6,4 5 6,3,417 399 296 448,37 37 38 32,1560
A,138166,train,1,3,1 10 9 8 7 8 9 10 1 2 3 4 3,13,439 504 384 496 632 537 223 200 160 352 384 432 336 312 296 240,38 37 37 37 37 39 39 39 39 40 40 40 37 37 39 32,5927
A,138166,train,10,7,10 9 8 7,4,258 216 199 369,37 37 37 32,1042
A,138166,train,4,7,4 5 6 7,4,349 230 193 240 312 527,37 37 37 38 38 32,1851
A,138166,train,4,6,4 5 6,3,272 855 305 464,37 37 38 32,1896
A,138166,train,1,6,1 10 9 8 7 6,6,87 241 328 432 440 495 432 512,38 38 37 37 37 38 40 32,2967
A,138166,train,4,2,4 5 6 7 8 9 10 1 2,9,953 455 399 656 256 392 273 415 352 360 296 449 816,37 37 38 39 38 38 39 39 39 39 40 40 32,6072
A,138166,train,1,3,1 2 3,3,395 895 552,40 37 32,1842
A,138166,train,1,7,1 2 3 4 5 6 7,7,382 304 328 375 280 337 376 257 182 433 391 473 328,37 37 37 37 37 40 37 37 37 37 38 38 32,4446
A,138166,train,1,3,1 10 9 8 7 6 5 6 7 8 9 10 1 2 3,15,713 505 223 440 473 399 368 256 392 400 592 352 240 208 352 200 408 200 216 128 240 184 304 208 552,38 38 37 37 37 37 38 40 40 40 37 38 38 38 39 39 39 39 39 40 40 40 40 37 32,8553
A,138166,train,4,6,4 5 6,3,611 334 473 871,37 37 38 32,2289
A,138166,train,10,9,10 9,2,2768 607,37 32,3375
A,138166,train,10,6,10 9 8 7 6,5,576 408 368 288 320 288 472 616,37 37 38 37 38 37 40 32,3336
