group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,171206,train,4,6,4 5 6,3,430 1274 796 3757,38 38 37 32,6257
A,171206,train,4,6,4 5 4 3 2 3 4 5 6,9,1968 1217 351 483 761 592 703 586 1721 458 289 922 1523 924,38 38 38 40 40 40 40 38 39 37 38 38 37 32,12498
A,171206,train,10,7,10 9 8 7,4,524 729 844 304,38 38 38 32,2401
A,171206,train,1,3,1 10 9 8 7 6 5 4 3,9,620 1110 887 521 463 1697 1371 1564 867 221,38 37 38 38 38 39 39 40 40 32,9321
A,171206,train,9,5,9 10 1 2 3 4 5,7,371 757 488 608 440 388 349,40 39 39 38 38 38 32,3401
A,171206,train,5,8,5 6 7 8,4,503 607 899 295,37 37 40 32,2304
A,171206,train,8,4,8 7 6 5 4,5,205 1303 1049 774 326,38 39 39 40 32,3657
A,171206,train,10,7,10 1 2 3 4 5 6 7,8,296 690 631 631 479 814 606 186,39 39 38 38 38 37 37 32,4333
A,171206,train,1,3,1 2 3,3,320 702 340,39 38 32,1362
A,171206,train,10,7,10 9 8 7,4,389 491 479 245,38 38 38 32,1604
A,171206,train,10,7,10 9 8 7,4,402 413 451 261,38 38 38 32,1527
A,171206,train,10,7,10 9 8 7,4,497 389 353 264,38 38 38 32,1503
A,171206,train,10,7,10 9 8 7,4,385 204 170 266,38 38 38 32,1025
A,171206,train,4,6,4 3 2 1 10 9 8 7 6,9,1280 388 747 439 718 347 344 513 320 233,40 40 37 37 38 38 38 38 39 32,5329
A,171206,train,10,7,10 9 8 7,4,335 153 191 659,38 38 38 32,1338
A,171206,train,10,7,10 9 8 7,4,312 199 156 477,38 38 38 32,1144
A,171206,train,10,7,10 9 8 7,4,418 200 158 420,38 38 38 32,1196
A,171206,train,10,7,10 9 8 7,4,1201 190 216 156,38 38 38 32,1763
A,171206,train,10,7,10 9 8 7,4,391 191 148 224,38 38 38 32,954
A,171206,train,10,6,10 9 8 7 6,5,88 265 419 742 226,38 38 38 39 32,1740
A,171206,train,10,7,10 9 8 7,4,218 193 175 311,38 38 38 32,897
A,171206,train,3,2,3 2,2,310 156,40 32,466
A,171206,train,10,7,10 9 8 7,4,139 217 160 295,38 38 38 32,811
A,171206,train,10,7,10 9 8 7,4,275 190 421 194,38 38 38 32,1080
A,171206,train,10,7,10 9 8 7,4,60 234 177 234,38 38 38 32,705
A,171206,train,1,3,1 2 3,3,577 782 233,39 38 32,1592
A,171206,train,4,6,4 5 6,3,348 794 213,38 37 32,1355
A,171206,train,10,7,10 9 8 7,4,476 197 149 246,38 38 38 32,1068
A,171206,train,7,10,7 8 9 10,4,424 308 352 223,40 40 40 32,1307
A,171206,train,4,6,4 5 6,3,286 763 376,38 37 32,1425
A,171206,train,1,3,1 2 3,3,458 719 212,39 38 32,1389
A,171206,train,1,3,1 2 3,3,304 282 258,39 38 32,844
A,171206,train,4,6,4 5 6,3,152 615 234,38 37 32,1001
A,171206,train,10,8,10 1 2 3 4 5 6 7 8,9,342 1426 702 439 537 552 484 1617 768,39 39 38 38 38 37 37 40 32,6867
A,171206,train,6,9,6 7 8 9,4,396 830 419 287,37 40 40 32,1932
A,171206,train,7,4,7 8 9 10 1 2 3 4 5 6 7 8 9 10 1 2 3 4 5 4,20,703 516 417 565 478 586 397 410 615 482 1036 460 903 1301 688 757 688 799 556 549,40 40 40 39 39 38 38 38 37 37 40 40 40 39 39 38 38 38 40 32,12906
A,171206,train,1,3,1 10 9 8 7 6 5 4 3,9,289 733 424 299 631 1051 757 542 420,37 38 38 38 39 39 40 40 32,5146
A,171206,train,1,3,1 2 3,3,248 456 334,39 38 32,1038
A,171206,train,7,8,7 8,2,288 245,40 32,533
A,171206,train,4,6,4 3 2 3 4 5 6,7,464 531 406 680 257 708 255,40 40 38 38 38 37 32,3301
A,171206,train,4,6,4 5 6,3,286 467 279,38 37 32,1032
A,171206,train,1,3,1 2 3,3,306 305 248,39 38 32,859
A,171206,train,4,6,4 5 6,3,338 661 227,38 37 32,1226
