group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, timestamp, datetime
A,189369,train,10,7,10 9 8 7 8 7 8 9 10 9 8 7,12,1204 5694 1920 4417 19126 3800 28037 5328 729 896 1887 656 649 624 30990,40 37 40 40 38 40 38 39 38 38 38 40 40 40 32,105957,1550175844.521,Thu Feb 14 2019 14:24:04 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,801 1632 384 694 2522 685 842,38 38 39 40 40 40 32,7560,1550175858.188,Thu Feb 14 2019 14:24:18 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,701 1408 721 663,40 40 40 32,3493,1550175867.753,Thu Feb 14 2019 14:24:27 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,475 801 538 391 446 1240 1311 600,39 39 39 38 40 40 40 32,5802,1550175879.63,Thu Feb 14 2019 14:24:39 GMT-0600 (Central Standard Time)
A,189369,train,2,3,2 3,2,518 369,40 32,887,1550175886.587,Thu Feb 14 2019 14:24:46 GMT-0600 (Central Standard Time)
A,189369,train,4,5,4 5,2,308 223,40 32,531,1550175893.183,Thu Feb 14 2019 14:24:53 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,477 466 480 543,40 40 40 32,1966,1550175901.218,Thu Feb 14 2019 14:25:01 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,525 183 168 401,40 40 40 32,1277,1550175908.563,Thu Feb 14 2019 14:25:08 GMT-0600 (Central Standard Time)
A,189369,train,5,10,5 6 7 8 9 10,6,432 688 478 466 320 544 1766 850 528 440 217 710 1160 1112,40 40 40 40 37 39 39 39 40 40 38 38 38 32,9711,1550175924.362,Thu Feb 14 2019 14:25:24 GMT-0600 (Central Standard Time)
A,189369,train,1,3,1 10 1 2 3,5,512 795 469 1560 600 688 816 696 687,40 40 39 39 37 37 38 40 32,6823,1550175937.279,Thu Feb 14 2019 14:25:37 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,803 399 482 296,40 40 40 32,1980,1550175945.343,Thu Feb 14 2019 14:25:45 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,1549 160 150 450,40 40 40 32,2309,1550175953.719,Thu Feb 14 2019 14:25:53 GMT-0600 (Central Standard Time)
A,189369,train,2,3,2 3,2,348 287,40 32,635,1550175960.454,Thu Feb 14 2019 14:26:00 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,688 177 163 710,40 40 40 32,1738,1550175968.278,Thu Feb 14 2019 14:26:08 GMT-0600 (Central Standard Time)
A,189369,train,4,5,4 5,2,360 321,40 32,681,1550175975.045,Thu Feb 14 2019 14:26:15 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,728 1028 1270 519,40 40 40 32,3545,1550175984.706,Thu Feb 14 2019 14:26:24 GMT-0600 (Central Standard Time)
A,189369,train,2,3,2 3,2,448 417,40 32,865,1550175991.653,Thu Feb 14 2019 14:26:31 GMT-0600 (Central Standard Time)
A,189369,train,4,5,4 5,2,345 230,40 32,575,1550175998.313,Thu Feb 14 2019 14:26:38 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,1399 169 149 210,40 40 40 32,1927,1550176006.308,Thu Feb 14 2019 14:26:46 GMT-0600 (Central Standard Time)
A,189369,train,2,3,2 3,2,581 310,40 32,891,1550176013.293,Thu Feb 14 2019 14:26:53 GMT-0600 (Central Standard Time)
A,189369,train,10,7,10 9 8 7,4,388 147 151 136,40 40 40 32,822,1550176020.2,Thu Feb 14 2019 14:27:00 GMT-0600 (Central Standard Time)
