group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,149262,train,8,6,8 7 6 5 6,5,674 269 149 134 148 143 282 158 172 148 158,39 40 40 40 39 37 37 37 39 40 32,2435
A,149262,train,4,2,4 3 2 1 2,5,449 188 154 193 232 122,38 38 38 39 37 32,1338
A,149262,train,5,4,5 6 7 6 5 4 3 4,8,197 153 141 240 182 166 173 353 130,39 39 39 37 37 38 38 40 32,1735
A,149262,train,1,2,1 10 1 2,4,353 354 259 43 401,39 37 38 37 32,1410
A,149262,train,2,10,2 1 10 1 10,5,505 289 77 229 299 181,39 40 39 37 39 32,1580
A,149262,train,5,4,5 4,2,588 428,38 32,1016
A,149262,train,2,10,2 1 10,3,550 163 144 417,37 39 39 32,1274
A,149262,train,2,1,2 3 4 5 6 7 8 9 10 1,10,298 137 168 511 177 228 146 132 308 649 159 267 145,40 40 40 39 39 39 38 38 32 38 38 37 32,3325
A,149262,train,9,7,9 10 1 2 1 10 9 8 7,9,514 289 233 190 177 315 142 223 166 378 603,38 38 37 37 37 39 39 40 40 40 32,3230
A,149262,train,2,3,2 3 4 3,4,356 443 470 60 416 196 304 152,37 38 32 40 40 32 38 32,2397
A,149262,train,7,9,7 8 9,3,231 296 164 588,39 38 38 32,1279
A,149262,train,5,4,5 6 7 6 5 4,6,224 403 518 194 239 354 391,39 39 37 37 40 38 32,2323
A,149262,train,6,5,6 5 4 5,4,467 336 160 318 179 416 141,38 37 37 38 32 40 32,2017
A,149262,train,5,6,5 4 3 4 5 6 7 6,8,574 9173 199 256 632 604 381 221 142,17 38 38 40 40 39 39 37 32,12182
A,149262,train,6,7,6 7,2,351 455,39 32,806
A,149262,train,3,7,3 4 5 4 3 2 1 10 9 8 7 6 5 4 3 2 1 10 9 8 7,21,663 97468 160 369 148 209 131 152 178 185 219 92 539 176 123 396 251 34 55 229 107 164 152 146 448 124 192 162 145 199 260 567,40 40 40 38 39 38 38 38 39 39 39 32 40 40 40 37 37 37 37 37 38 38 38 32 39 39 39 39 40 40 40 32,104443
A,149262,train,1,5,1 10 1 2 3 4 5,7,301 170 224 305 179 581 134 385 476,39 39 37 37 32 40 40 40 32,2755
A,149262,train,7,10,7 6 5 4 3 2 1 10,8,394 385 445 217 176 336 210 177 133 284,37 37 37 38 38 38 39 39 39 32,2757
A,149262,train,2,1,2 1,2,295 487,39 32,782
A,149262,train,5,9,5 6 5 4 3 2 1 10 9 8 9,11,478 139 374 173 194 306 289 336 440 165 186 258 145 272 174,39 38 37 37 40 38 38 38 39 39 39 40 40 38 32,3929
