group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,135494,train,8,10,8 7 6 5 4 3 2 1 10,9,2122 990 713 839 506 414 888 624 705,39 40 40 37 37 37 38 38 32,7801
A,135494,train,3,2,3 2,2,1538 440,37 32,1978
A,135494,train,8,10,8 7 6 5 6 7 8 9 10,9,1299 831 528 615 360 449 624 488 679 456,39 40 40 40 38 38 37 37 37 32,6329
A,135494,train,3,6,3 4 5 6,4,4 1199 471 456 575 344 1763,32 40 39 39 39 38 32,4812
A,135494,train,7,2,7 6 5 4 3 2,6,2377 680 1010 737 189 721,40 40 37 37 37 32,5714
A,135494,train,9,8,9 8,2,1123 399,39 32,1522
A,135494,train,3,2,3 2,2,83 1192 360,40 37 32,1635
A,135494,train,1,3,1 10 9 8 7 6 5 4 3,9,1634 1047 440 616 728 728 688 640 475,38 39 39 39 40 40 37 37 32,6996
A,135494,train,4,5,4 5,2,1009 328,39 32,1337
A,135494,train,7,9,7 8 9,3,3172 551 575,37 37 32,4298
A,135494,train,2,8,2 3 4 5 4 3 2 1 10 9 8,11,7060 438 464 704 553 231 376 872 1489 2198 577 1649,39 39 39 39 37 37 37 38 38 39 39 32,16611
A,135494,train,4,6,4 5 6,3,1345 373 377 800,39 39 38 32,2895
A,135494,train,8,7,8 7,2,705 329,39 32,1034
A,135494,train,2,1,2 1,2,978 394,38 32,1372
A,135494,train,9,5,9 8 7 6 5 4 5,7,2217 448 486 657 345 22553 664 399,39 39 39 40 40 37 39 32,27769
A,135494,train,6,4,6 5 4,3,2642 936 401,40 37 32,3979
A,135494,train,2,1,2 1,2,939 368,38 32,1307
A,135494,train,10,1,10 1,2,923 320,40 32,1243
A,135494,train,3,1,3 4 5 4 3 2 1,7,2221 367 1271 273 375 465 343 664,39 39 37 37 37 37 38 32,5979
A,135494,train,3,9,3 4 5 6 7 8 9,7,1419 335 664 736 1210 727 320,39 39 38 38 37 37 32,5411
A,135494,train,4,5,4 5,2,932 456,39 32,1388
A,135494,train,5,8,5 6 7 8,4,6845 1006 881 424,38 38 37 32,9156
A,135494,train,6,4,6 5 4,3,4339 296 482 431,40 40 37 32,5548
A,135494,train,4,2,4 3 2,3,1852 559 640,37 37 32,3051
