group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,194730,train,1,3,1 2 3,3,2064 1254 328,37 40 32,3646
A,194730,train,1,3,1 10 9 8 7 6 5 4 3,9,41 1320 784 914 630 937 655 512 344,39 40 40 40 37 37 38 38 32,6137
A,194730,train,1,3,1 10 9 8 7 6 5 4 3,9,601 1194 671 551 712 705 663 464 336,39 40 40 40 37 37 38 38 32,5897
A,194730,train,7,8,7 8,2,238 263,38 32,501
A,194730,train,1,3,1 2 3,3,571 712 281,37 40 32,1564
A,194730,train,1,3,1 2 3,3,691 783 288,37 40 32,1762
A,194730,train,4,6,4 3 2 1 10 9 8 7 6,9,19746 239 520 682 510 551 513 1032 697 375,16 38 38 39 39 40 40 40 37 32,24865
A,194730,train,4,5,4 5,2,890 551,40 32,1441
A,194730,train,6,7,6 7,2,325 423,39 32,748
A,194730,train,7,9,7 6 5 4 3 2 1 10 9,9,315 598 552 456 424 696 424 664 400,37 37 38 38 38 39 39 40 32,4529
