group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,135160,train,3,1,3 4 5 4 3 2 1,7,7026 1427 1920 399 2400 912 2193 4049,37 37 39 39 39 38 18 32,20326
A,135160,train,8,10,8 7 8 9 10,5,2852 3471 481 1505 750,37 39 39 39 32,9059
A,135160,train,8,5,8 7 8 9 10 9 10 1 2 3 4 5,12,6822 1232 400 1024 2127 1407 578 1999 1489 671 1104 592,37 39 39 39 37 39 40 40 37 37 37 32,19445
A,135160,train,3,2,3 2,2,4533 594,39 32,5127
A,135160,train,9,2,9 8 7 6 7 8 9 10 1 2,10,3284 2192 1953 2911 1216 1936 2352 2432 977 16766,37 37 40 38 39 39 39 40 40 32,36019
A,135160,train,9,8,9 8,2,1413 644,37 32,2057
A,135160,train,5,4,5 4,2,1153 592,39 32,1745
A,135160,train,6,9,6 7 8 9,4,2035 4465 704 479,38 39 39 32,7683
A,135160,train,6,4,6 5 4,3,2260 784 512,40 39 32,3556
A,135160,train,5,6,5 6,2,1237 479,38 32,1716
A,135160,train,3,1,3 4 3 2 1,5,2069 1568 512 1216 464,37 39 39 38 32,5829
A,135160,train,10,9,10 9,2,1206 464,37 32,1670
A,135160,train,2,3,2 3,2,949 448,37 32,1397
A,135160,train,9,2,9 10 9 8 7 6 5 6 7 8 9 10 1 2,14,1702 3857 671 1632 1680 2288 1391 433 2001 478 1151 1633 2240 704 512,39 37 37 37 40 40 38 38 37 39 39 39 40 40 32,22373
A,135160,train,7,8,7 8,2,1349 527,39 32,1876
A,135160,train,2,1,2 1,2,969 461,38 32,1430
A,135160,train,2,1,2 1,2,1924 546,38 32,2470
A,135160,train,2,4,2 3 4,3,1507 752 464,37 37 32,2723
A,135160,train,4,6,4 5 6,3,2676 767 545,37 38 32,3988
A,135160,train,6,4,6 5 4,3,1412 672 496,40 39 32,2580
A,135160,train,8,9,8 9,2,1190 464,39 32,1654
