group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,111350,train,4,6,4 5 6,3,1592 1240 1084,37 38 32,3916
A,111350,train,3,2,3 2,2,1170 560,39 32,1730
A,111350,train,6,9,6 5 4 3 2 1 10 9,8,2950 4163 1700 1573 2311 1912 1061 567,40 39 39 39 38 38 37 32,16237
A,111350,train,1,3,1 2 3,3,1983 1403 459,40 37 32,3845
A,111350,train,8,3,8 9 10 1 2 3,6,1511 2040 2318 2534 1372 892,39 39 40 40 37 32,10667
A,111350,train,7,5,7 6 5,3,3662 896 358,40 40 32,4916
A,111350,train,3,7,3 4 5 6 7,5,2414 1460 4997 845 334,37 37 38 38 32,10050
A,111350,train,3,2,3 2,2,1454 328,39 32,1782
A,111350,train,4,6,4 5 6,3,2744 1026 299,37 38 32,4069
A,111350,train,7,8,7 8,2,1089 179,39 32,1268
A,111350,train,5,6,5 6,2,994 426,38 32,1420
A,111350,train,8,7,8 7,2,911 375,37 32,1286
A,111350,train,1,3,1 2 3,3,2295 1087 372,40 37 32,3754
A,111350,train,3,1,3 2 1,3,23010 1619 594,39 38 32,25223
A,111350,train,8,10,8 7 6 5 4 3 2 1 10,9,2596 2217 1475 2386 2457 1941 2394 854 427,37 40 40 39 39 39 38 38 32,16747
A,111350,train,6,5,6 5,2,1170 473,40 32,1643
A,111350,train,8,10,8 7 6 7 6 5 4 3 2 1 10,11,2351 2362 1947 2895 2213 2595 1674 1636 2209 708 541,37 40 38 40 40 39 39 39 38 38 32,21131
A,111350,train,7,8,7 8,2,1057 818,39 32,1875
A,111350,train,5,4,5 4,2,993 590,39 32,1583
A,111350,train,10,7,10 1 2 3 4 5 6 7,8,2292 1965 2277 1580 2504 2198 686 514,40 40 37 37 37 38 38 32,14016
A,111350,train,9,8,9 8,2,1165 342,37 32,1507
A,111350,train,8,10,8 9 10,3,3151 706 409,39 39 32,4266
A,111350,train,9,10,9 10,2,729 411,39 32,1140
A,111350,train,1,5,1 10 9 8 7 6 5,7,3637 1914 1433 1172 1377 992 544,38 37 37 37 40 40 32,11069
A,111350,train,6,4,6 5 4,3,3597 811 326,40 39 32,4734
A,111350,train,6,9,6 5 4 3 2 1 2 3 4 5 6 7 8 9,14,2407 3977 1911 1077 1521 1557 3033 1083 1174 1137 696 1554 837 411,40 39 39 39 38 40 37 37 37 38 38 39 39 32,22375
A,111350,train,2,9,2 1 10 9,4,5504 1674 856 272,38 38 37 32,8306
A,111350,train,5,8,5 4 3 2 1 10 9 8,8,1984 1802 1091 1429 1506 2199 818 343,39 39 39 38 38 37 37 32,11172
A,111350,train,4,6,4 5 6,3,2895 1016 289,37 38 32,4200
A,111350,train,3,1,3 2 1,3,2107 736 452,39 38 32,3295
A,111350,train,6,2,6 5 4 3 2,5,2200 3064 1178 826 365,40 39 39 39 32,7633
A,111350,train,1,7,1 2 3 4 5 6 7,7,3033 1310 873 1244 991 570 503,40 37 37 37 38 38 32,8524
A,111350,train,3,2,3 2,2,906 418,39 32,1324
A,111350,train,10,7,10 1 2 3 4 5 6 7,8,2074 1504 1925 959 876 1294 602 566,40 40 37 37 37 38 38 32,9800
A,111350,train,4,6,4 5 6,3,2249 903 395,37 38 32,3547
A,111350,train,2,8,2 3 4 5 6 7 8,7,2027 1297 1258 2063 1087 907 499,37 37 37 38 38 39 32,9138
A,111350,train,1,2,1 2,2,1160 729,40 32,1889
A,111350,train,2,1,2 1,2,888 669,38 32,1557
A,111350,train,4,5,4 5,2,1405 692,37 32,2097
A,111350,train,5,6,5 6,2,1238 768,38 32,2006
A,111350,train,5,6,5 6,2,1243 740,38 32,1983
A,111350,train,9,10,9 10,2,957 543,39 32,1500
A,111350,train,2,3,2 3,2,1262 874,37 32,2136
A,111350,train,4,3,4 3,2,1094 648,39 32,1742
A,111350,train,2,3,2 3,2,1178 671,37 32,1849
A,111350,train,8,3,8 7 6 5 4 3,6,4752 2061 1224 2269 847 501,37 40 40 39 39 32,11654
A,111350,train,5,2,5 4 3 2,4,2736 1293 713 432,39 39 39 32,5174
A,111350,train,8,9,8 9,2,1716 672,39 32,2388
A,111350,train,5,1,5 6 7 8 9 10 1,7,4403 1187 2145 904 1687 996 444,38 38 39 39 39 40 32,11766
A,111350,train,8,7,8 7,2,1327 635,37 32,1962
A,111350,train,4,3,4 3,2,944 404,39 32,1348
A,111350,train,4,6,4 3 2 1 10 9 8 7 6,9,2799 894 1892 1276 1587 1796 1281 770 452,39 39 38 38 37 37 37 40 32,12747
A,111350,train,2,3,2 3,2,1951 1128,37 32,3079
A,111350,train,4,2,4 5 6 7 8 9 10 1 2,9,5050 1447 1359 2000 929 1009 1575 739 754,37 38 38 39 39 39 40 40 32,14862
A,111350,train,8,2,8 9 10 1 2,5,3010 955 1154 664 473,39 39 40 40 32,6256
A,111350,train,10,9,10 9,2,1604 846,37 32,2450
A,111350,train,8,7,8 7,2,1270 733,37 32,2003
A,111350,train,9,7,9 10 9 8 7,5,2937 1972 360 892 359,39 37 37 37 32,6520
A,111350,train,9,4,9 8 7 6 5 4,6,3958 997 2252 765 771 407,37 37 40 40 39 32,9150
A,111350,train,2,8,2 1 10 9 8,5,2738 719 1536 644 447,38 38 37 37 32,6084
A,111350,train,3,1,3 2 1,3,2001 1179 437,39 38 32,3617
A,111350,train,4,6,4 5 6,3,1881 905 354,37 38 32,3140
A,111350,train,5,1,5 4 3 2 1,5,3614 939 923 609 360,39 39 39 38 32,6445
A,111350,train,3,2,3 2,2,1020 351,39 32,1371
A,111350,train,10,5,10 1 2 3 4 5,6,2833 1655 2684 907 724 462,40 40 37 37 37 32,9265
A,111350,train,8,7,8 7,2,1138 484,37 32,1622
A,111350,train,9,3,9 8 7 6 5 4 3,7,5856 962 1350 929 1620 262 631 403,37 37 40 40 40 39 39 32,12013
A,111350,train,3,5,3 4 5,3,1690 692 356,37 37 32,2738
A,111350,train,2,3,2 3,2,1339 364,37 32,1703
A,111350,train,3,6,3 2 1 10 9 8 7 6,8,1916 1610 958 2314 389 1347 2300 1109 496,39 38 38 38 37 37 37 40 32,12439
A,111350,train,5,2,5 6 7 8 9 10 1 2,8,4194 635 2197 999 1327 1362 572 743,38 38 39 39 39 40 40 32,12029
A,111350,train,10,7,10 1 2 3 4 5 6 7,8,2455 1373 1415 1094 2052 1168 645 390,40 40 37 37 37 38 38 32,10592
A,111350,train,6,4,6 5 4,3,3768 966 403,40 39 32,5137
A,111350,train,4,6,4 5 6,3,2920 796 416,37 38 32,4132
A,111350,train,10,7,10 1 2 3 4 5 6 7,8,1699 1229 1407 986 1017 937 514 413,40 40 37 37 37 38 38 32,8202
A,111350,train,2,3,2 3,2,1189 417,37 32,1606
A,111350,train,2,5,2 1 10 9 8 7 6 5,8,1837 847 1543 957 1620 1586 594 369,38 38 37 37 37 40 40 32,9353
A,111350,train,5,6,5 6,2,1440 628,38 32,2068
A,111350,train,10,8,10 9 8,3,4779 735 401,37 37 32,5915
A,111350,train,9,8,9 8,2,2520 791,37 32,3311
A,111350,train,5,4,5 4,2,3588 554,39 32,4142
A,111350,train,2,4,2 1 10 9 8 7 6 5 4,9,4902 1022 1399 1076 1534 1393 776 818 560,38 38 37 37 37 40 40 39 32,13480
