A,194916,train,2,5,2 1 10 1 2 3 4 5,8,1108 285 850 1620 641 905 669 516 690,39 39 37 37 40 40 32 40 32,7284
A,194916,train,4,5,4 5,2,1298 365,40 32,1663
A,194916,train,1,5,1 10 1 2 3 4 5,7,1086 629 506 392 1076 777 789 328,39 39 37 37 40 40 40 32,5583
A,194916,train,8,9,8 9,2,887 311,38 32,1198
A,194916,train,2,3,2 3,2,1213 278,40 32,1491
A,194916,train,4,7,4 5 4 5 6 7,6,1391 1119 898 410 977 401,40 38 40 39 39 32,5196
