group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,1161172252574,train,1,9,1,9 8 7 8 9 10 9 10 1,9,1428 1321 1451 1414 1062 1420 1254 685 2651,38 38 40 40 40 38 40 39 32,1 2 3 4 5 6 7 8,12686,1551535305.131,Sat Mar 02 2019 06:01:45 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,2,2,3,2 1 10 9 10 1 2 3,8,360 826 736 965 295 712 1122 1083,37 37 38 40 39 39 38 32,1 2 3 4 5 6 7,6099,1551535317.238,Sat Mar 02 2019 06:01:57 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,3,1,6,1 10 1 2 3 4 5 4 3 2 1 10 9 8 7 6,16,399 873 309 1587 1132 760 648 433 641 566 891 1354 1376 940 1488 694 1413,37 39 39 38 38 38 38 40 40 40 37 37 38 38 38 39 32,1 2 3 4 5 6 8 9 10 11 12 13 14 15 16,15504,1551535338.75,Sat Mar 02 2019 06:02:18 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,4,2,3,2 3,2,341 689,38 32,1,1030,1551535345.788,Sat Mar 02 2019 06:02:25 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,5,6,10,6 7 8 9 10,5,384 675 497 423 496,37 40 40 40 32,1 2 3 4,2475,1551535354.271,Sat Mar 02 2019 06:02:34 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,6,2,3,2 1 10 1 2 3,6,386 715 795 842 836 348 343 552,37 37 32 39 39 39 38 32,1 2 4 5 7,4817,1551535365.095,Sat Mar 02 2019 06:02:45 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,7,4,5,4 5,2,312 883,38 32,1,1195,1551535372.302,Sat Mar 02 2019 06:02:52 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,8,4,5,4 5,2,4875 2267,38 32,1,7142,1551535385.448,Sat Mar 02 2019 06:03:05 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,9,10,7,10 9 8 7,4,314 308 344 695,38 38 38 32,1 2 3,1661,1551535393.115,Sat Mar 02 2019 06:03:13 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,10,4,5,4 5,2,329 534,38 32,1,863,1551535399.989,Sat Mar 02 2019 06:03:19 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,11,7,8,7 8,2,472 1254,40 32,1,1726,1551535407.723,Sat Mar 02 2019 06:03:27 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,12,2,3,2 1 2 3,4,393 808 283 816,37 39 38 32,1 2 3,2300,1551535416.029,Sat Mar 02 2019 06:03:36 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,13,2,3,2 3,2,468 538,38 32,1,1006,1551535423.04,Sat Mar 02 2019 06:03:43 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,14,10,7,10 9 8 7,4,353 545 415 417,38 38 38 32,1 2 3,1730,1551535430.777,Sat Mar 02 2019 06:03:50 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,15,10,6,10 9 8 7 6,5,370 1110 619 623 1036,38 38 38 39 32,1 2 3 4,3758,1551535440.543,Sat Mar 02 2019 06:04:00 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,16,2,3,2 3,2,2493 697,38 32,1,3190,1551535449.738,Sat Mar 02 2019 06:04:09 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,17,10,1,10 9 10 1,4,375 727 643 645,38 40 39 32,1 2 3,2390,1551535458.135,Sat Mar 02 2019 06:04:18 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,18,9,6,9 8 7 6,4,436 531 617 632,38 38 39 32,1 2 3,2216,1551535466.359,Sat Mar 02 2019 06:04:26 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,19,6,7,6 7,2,376 684,37 32,1,1060,1551535473.425,Sat Mar 02 2019 06:04:33 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,20,4,5,4 5,2,408 632,38 32,1,1040,1551535480.472,Sat Mar 02 2019 06:04:40 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,21,4,9,4 3 2 1 10 9,6,734 486 414 412 652 728,40 40 37 37 38 32,1 2 3 4 5,3426,1551535490.084,Sat Mar 02 2019 06:04:50 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,22,2,3,2 3,2,2628 618,38 32,1,3246,1551535499.338,Sat Mar 02 2019 06:04:59 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,23,4,10,4 3 2 3 2 1 10,7,1991 329 334 292 931 279 493 868,40 40 40 38 40 37 37 32,1 2 4 5 6 7,5517,1551535510.861,Sat Mar 02 2019 06:05:10 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,24,2,3,2 3,2,2361 510,38 32,1,2871,1551535519.74,Sat Mar 02 2019 06:05:19 GMT-0800 (Pacific Standard Time)
A,1161172252574,train,25,10,3,10 1 2 3,4,465 408 740 846,39 39 38 32,1 2 3,2459,1551535528.207,Sat Mar 02 2019 06:05:28 GMT-0800 (Pacific Standard Time)
