group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, timestamp, datetime
A,152278,train,3,4,3 2 3 4,4,414 410 457 399 284 535,40 40 38 38 37 32,2499,1541628480.255,Wed Nov 07 2018 17:08:00 GMT-0500 (Eastern Standard Time)
A,152278,train,3,4,3 4,2,332 380 530,39 37 32,1242,1541628487.505,Wed Nov 07 2018 17:08:07 GMT-0500 (Eastern Standard Time)
A,152278,train,6,5,6 5,2,287 419 526,40 38 32,1232,1541628494.747,Wed Nov 07 2018 17:08:14 GMT-0500 (Eastern Standard Time)
A,152278,train,3,4,3 4,2,802 716,37 32,1518,1541628502.286,Wed Nov 07 2018 17:08:22 GMT-0500 (Eastern Standard Time)
A,152278,train,3,4,3 4,2,668 524,37 32,1192,1541628509.484,Wed Nov 07 2018 17:08:29 GMT-0500 (Eastern Standard Time)
A,152278,train,1,2,1 2,2,328 487,39 32,815,1541628516.306,Wed Nov 07 2018 17:08:36 GMT-0500 (Eastern Standard Time)
A,152278,train,3,4,3 4,2,404 308,37 32,712,1541628523.268,Wed Nov 07 2018 17:08:43 GMT-0500 (Eastern Standard Time)
A,152278,train,3,4,3 4,2,254 356,37 32,610,1541628529.886,Wed Nov 07 2018 17:08:49 GMT-0500 (Eastern Standard Time)
A,152278,train,6,5,6 5,2,1376 343 477,40 38 32,2196,1541628538.088,Wed Nov 07 2018 17:08:58 GMT-0500 (Eastern Standard Time)
A,152278,train,5,3,5 6 5 4 3,5,1333 590 622 449 604,40 38 39 39 32,3598,1541628547.695,Wed Nov 07 2018 17:09:07 GMT-0500 (Eastern Standard Time)
A,152278,train,3,4,3 4,2,279 823,37 32,1102,1541628554.806,Wed Nov 07 2018 17:09:14 GMT-0500 (Eastern Standard Time)
A,152278,train,1,3,1 6 1 2 3,5,534 326 609 501 407 606 346 392 346 1091 535 603 481 275 419 278 379 256 283 210 107 209 2 234 192 171 269 248 183 180 105 446 416 3265 701 712 322 634,17 40 40 17 37 37 16 17 40 32 40 40 40 16 16 37 17 40 17 40 17 40 17 16 17 37 16 37 16 37 32 40 40 39 39 39 38 32,17273,1541628578.084,Wed Nov 07 2018 17:09:38 GMT-0500 (Eastern Standard Time)
A,152278,train,1,2,1 2,2,416 457,39 32,873,1541628584.968,Wed Nov 07 2018 17:09:44 GMT-0500 (Eastern Standard Time)
A,152278,train,6,5,6 5,2,6271 937,38 32,7208,1541628598.377,Wed Nov 07 2018 17:09:58 GMT-0500 (Eastern Standard Time)
A,152278,train,1,2,1 2,2,2251 475,39 32,2726,1541628607.11,Wed Nov 07 2018 17:10:07 GMT-0500 (Eastern Standard Time)
A,152278,train,1,2,1 2,2,1466 742,39 32,2208,1541628615.325,Wed Nov 07 2018 17:10:15 GMT-0500 (Eastern Standard Time)
A,152278,train,1,2,1 2,2,997 535,39 32,1532,1541628622.866,Wed Nov 07 2018 17:10:22 GMT-0500 (Eastern Standard Time)
A,152278,train,6,5,6 5,2,1276 484,38 32,1760,1541628630.635,Wed Nov 07 2018 17:10:30 GMT-0500 (Eastern Standard Time)
A,152278,train,1,2,1 2,2,1431 572,39 32,2003,1541628638.649,Wed Nov 07 2018 17:10:38 GMT-0500 (Eastern Standard Time)
A,152278,train,6,5,6 5,2,595 465,38 32,1060,1541628645.714,Wed Nov 07 2018 17:10:45 GMT-0500 (Eastern Standard Time)
A,152278,train,6,5,6 5,2,629 386,38 32,1015,1541628652.738,Wed Nov 07 2018 17:10:52 GMT-0500 (Eastern Standard Time)
A,152278,train,1,2,1 2,2,306 445,39 32,751,1541628659.499,Wed Nov 07 2018 17:10:59 GMT-0500 (Eastern Standard Time)
A,152278,train,1,6,1 2 1 6,4,378 415 451 498 538 394 286 471 784,38 38 40 39 39 39 37 37 32,4215,1541628669.723,Wed Nov 07 2018 17:11:09 GMT-0500 (Eastern Standard Time)
A,152278,train,6,5,6 5,2,1124 516,38 32,1640,1541628677.376,Wed Nov 07 2018 17:11:17 GMT-0500 (Eastern Standard Time)
A,152278,train,1,2,1 2,2,819 473,39 32,1292,1541628684.682,Wed Nov 07 2018 17:11:24 GMT-0500 (Eastern Standard Time)
A,152278,train,6,5,6 5,2,235 330,38 32,565,1541628691.253,Wed Nov 07 2018 17:11:31 GMT-0500 (Eastern Standard Time)
A,152278,train,6,5,6 5,2,366 1088 490 925 445,40 40 40 38 32,3314,1541628700.576,Wed Nov 07 2018 17:11:40 GMT-0500 (Eastern Standard Time)
