group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,168720,train,1,10,5,10 9 8 7 8 9 10 1 2 3 4 5,12,4974 1052 992 1047 264 257 264 616 834 446 472 576 427 7693,40 40 40 38 38 38 38 39 39 39 40 40 40 32,1 2 3 4 5 6 8 9 11 12 13,19914,1551455497.908,Fri Mar 01 2019 09:51:37 GMT-0600 (Central Standard Time)
A,168720,train,2,1,8,1 10 9 8,4,664 461 392 464 1432,37 37 40 40 32,1 3 4,3413,1551455507.379,Fri Mar 01 2019 09:51:47 GMT-0600 (Central Standard Time)
A,168720,train,3,6,1,6 7 8 9 10 9 8 7 6 7 8 9 10 1,14,318 1116 997 647 859 350 687 399 417 791 257 272 529 383 697 1799,37 38 38 38 40 40 40 40 39 37 37 38 38 38 39 32,1 2 3 4 5 6 7 9 10 12 13 14 15,10518,1551455523.938,Fri Mar 01 2019 09:52:03 GMT-0600 (Central Standard Time)
A,168720,train,4,2,3,2 3,2,497 605,40 32,1,1102,1551455531.082,Fri Mar 01 2019 09:52:11 GMT-0600 (Central Standard Time)
A,168720,train,5,9,10,9 8 7 6 7 8 9 10,8,383 504 448 287 536 299 205 377 363 613,40 40 40 39 37 37 38 38 38 32,1 2 4 5 7 8 9,4015,1551455541.144,Fri Mar 01 2019 09:52:21 GMT-0600 (Central Standard Time)
A,168720,train,6,4,3,4 5 4 3,4,1110 801 4272 671,40 38 38 32,1 2 3,6854,1551455554.047,Fri Mar 01 2019 09:52:34 GMT-0600 (Central Standard Time)
A,168720,train,7,10,5,10 9 8 7 6 5 6 5,8,438 547 32852 364 681 335 257 416 1328,40 18 40 40 39 39 37 39 32,1 3 4 5 6 7 8,37218,1551455597.316,Fri Mar 01 2019 09:53:17 GMT-0600 (Central Standard Time)
A,168720,train,8,6,2,6 7 8 9 10 1 2,7,340 637 417 354 325 416 384 400 649,37 38 38 38 38 39 39 39 32,1 2 3 4 6 7,3922,1551455607.293,Fri Mar 01 2019 09:53:27 GMT-0600 (Central Standard Time)
A,168720,train,9,3,2,3 2,2,352 635,38 32,1,987,1551455614.342,Fri Mar 01 2019 09:53:34 GMT-0600 (Central Standard Time)
A,168720,train,10,2,3,2 3,2,387 676,40 32,1,1063,1551455621.466,Fri Mar 01 2019 09:53:41 GMT-0600 (Central Standard Time)
A,168720,train,11,2,3,2 3,2,255 400,40 32,1,655,1551455628.146,Fri Mar 01 2019 09:53:48 GMT-0600 (Central Standard Time)
A,168720,train,12,5,1,5 6 7 8 9 8 7 8 7 8 9 10 1 2 1,15,142192 370 422 203 398 463 143 394 336 10218 599 353 974 207 346 359 287 305 256 463,37 37 37 38 38 40 40 40 18 38 39 40 38 38 38 38 39 39 37 32,1 2 4 5 6 7 10 12 13 14 15 17 18 19,159288,1551455793.481,Fri Mar 01 2019 09:56:33 GMT-0600 (Central Standard Time)
A,168720,train,13,10,4,10 1 2 3 4 5 4,7,277 687 408 416 408 393 263 249,39 39 39 40 40 40 38 32,1 2 4 5 6 7,3101,1551455802.633,Fri Mar 01 2019 09:56:42 GMT-0600 (Central Standard Time)
A,168720,train,14,2,8,2 3 2 1 10 1 2 3 4 5 4 3 2 1 10 9 10 1 2 3 4 5 6 7 8,25,231 401 198 484 407 438 248 1016 408 353 383 585 167 192 153 231 392 216 352 304 473 344 231 360 344 471 313 320 384 38855 520 568 400 416 392 726,40 38 37 37 37 39 39 39 40 40 40 40 38 38 38 38 37 37 37 40 39 38 38 39 39 39 40 32 18 40 40 37 37 37 38 32,1 2 3 4 6 7 9 10 11 13 14 15 17 18 20 22 24 25 27 30 31 32 33 35,52276,1551455860.966,Fri Mar 01 2019 09:57:40 GMT-0600 (Central Standard Time)
A,168720,train,29,7,9,7 8 9,3,398 365 720,38 38 32,1 2,1483,1551456748.726,Fri Mar 01 2019 10:12:28 GMT-0600 (Central Standard Time)
A,168720,train,30,6,9,6 7 8 9,4,261 607 281 504,37 38 38 32,1 2 3,1653,1551456756.392,Fri Mar 01 2019 10:12:36 GMT-0600 (Central Standard Time)
A,168720,train,31,6,9,6 7 8 9,4,319 542 311 433,37 38 38 32,1 2 3,1605,1551456764.015,Fri Mar 01 2019 10:12:44 GMT-0600 (Central Standard Time)
A,168720,train,32,10,7,10 9 8 7,4,1451 356 394 623,40 40 40 32,1 2 3,2824,1551456772.858,Fri Mar 01 2019 10:12:52 GMT-0600 (Central Standard Time)
A,168720,train,33,2,3,2 3,2,313 472,40 32,1,785,1551456779.668,Fri Mar 01 2019 10:12:59 GMT-0600 (Central Standard Time)
A,168720,train,34,6,1,6 5 4 3 2 1,6,349 493 325 334 514 616,39 38 38 38 37 32,1 2 3 4 5,2631,1551456788.323,Fri Mar 01 2019 10:13:08 GMT-0600 (Central Standard Time)
A,168720,train,35,4,5,4 3 2 1 10 9 8 7 6 5,10,244 423 552 355 489 282 354 536 408 790,38 38 37 37 40 40 40 39 39 32,1 2 3 4 5 6 7 8 9,4433,1551456798.784,Fri Mar 01 2019 10:13:18 GMT-0600 (Central Standard Time)
A,168720,train,36,4,5,4 5,2,244 328,40 32,1,572,1551456805.371,Fri Mar 01 2019 10:13:25 GMT-0600 (Central Standard Time)
A,168720,train,37,8,7,8 7,2,284 557,40 32,1,841,1551456812.231,Fri Mar 01 2019 10:13:32 GMT-0600 (Central Standard Time)
A,168720,train,38,2,3,2 3,2,240 392,40 32,1,632,1551456818.878,Fri Mar 01 2019 10:13:38 GMT-0600 (Central Standard Time)
A,168720,train,39,2,3,2 3,2,273 251,40 32,1,524,1551456825.418,Fri Mar 01 2019 10:13:45 GMT-0600 (Central Standard Time)
A,168720,train,40,10,9,10 9,2,266 383,40 32,1,649,1551456832.088,Fri Mar 01 2019 10:13:52 GMT-0600 (Central Standard Time)
A,168720,train,41,5,4,5 6 7 6 5 4,6,284 528 854 159 233 567,37 37 39 39 38 32,1 2 3 4 5,2625,1551456840.734,Fri Mar 01 2019 10:14:00 GMT-0600 (Central Standard Time)
A,168720,train,42,4,5,4 5,2,229 666,40 32,1,895,1551456847.646,Fri Mar 01 2019 10:14:07 GMT-0600 (Central Standard Time)
A,168720,train,43,2,3,2 3,2,288 338,40 32,1,626,1551456854.291,Fri Mar 01 2019 10:14:14 GMT-0600 (Central Standard Time)
A,168720,train,44,1,2,1 2,2,391 964,39 32,1,1355,1551456861.672,Fri Mar 01 2019 10:14:21 GMT-0600 (Central Standard Time)
A,168720,train,45,2,3,2 3,2,676 408,40 32,1,1084,1551456868.789,Fri Mar 01 2019 10:14:28 GMT-0600 (Central Standard Time)
A,168720,train,46,4,5,4 5,2,322 359,40 32,1,681,1551456875.494,Fri Mar 01 2019 10:14:35 GMT-0600 (Central Standard Time)
A,168720,train,47,4,5,4 5,2,204 759,40 32,1,963,1551456882.469,Fri Mar 01 2019 10:14:42 GMT-0600 (Central Standard Time)
