group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,1756800713230,train,1,10,6,10 9 8 7 6,5,2166 1348 745 470 483 655 1990,40 38 38 38 38 39 32,2 3 4 6,7857,1552401778.839,Tue Mar 12 2019 10:42:58 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,2,2,3,2 3,2,485 1014,38 32,1,1499,1552401786.36,Tue Mar 12 2019 10:43:06 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,3,2,10,2 3 4 5 6 7 6 5 4 3 2 1 10,13,1321 557 408 789 709 1056 367 369 814 1401 518 870 1026 1008,38 38 38 37 37 39 39 39 40 40 40 37 37 32,1 2 3 4 5 6 7 9 10 11 12 13,11213,1552401803.624,Tue Mar 12 2019 10:43:23 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,4,9,4,9 8 7 6 5 6 7 8 9 10 1 2 1 10 1 10 9 8 7 6 5 4,22,1841 767 424 800 746 540 592 360 653 307 950 691 821 419 764 473 498 259 280 353 490 497 803 900 359 540 676 569 545 701 399 814 1031 562 1266,38 38 38 39 39 39 37 37 37 40 40 40 40 39 39 39 37 37 37 37 16 16 39 37 37 16 38 38 38 38 39 39 39 40 32,1 2 4 5 7 8 10 11 12 14 15 17 18 23 24 27 28 29 31 32 34,22690,1552401832.362,Tue Mar 12 2019 10:43:52 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,5,9,3,9 8 7 6 5 6 7 8 9 10 1 2 1 10 1 2 3,17,1294 1269 513 413 753 438 473 906 272 337 711 1156 790 709 665 464 837 208 196 339 962 322 232 235 361 1292,39 38 38 38 39 39 39 37 37 37 40 40 40 39 39 39 37 37 37 37 39 39 39 39 38 32,2 3 5 6 8 9 11 12 13 14 15 17 18 21 22 25,16147,1552401854.554,Tue Mar 12 2019 10:44:14 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,6,2,3,2 1 10 1 2 3,6,6690 795 574 483 263 215 229 513 1070,37 37 37 39 39 39 39 38 32,1 2 4 5 8,10832,1552401871.461,Tue Mar 12 2019 10:44:31 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,7,4,2,4 3 2,3,2715 608 1230,40 40 32,1 2,4553,1552401882.065,Tue Mar 12 2019 10:44:42 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,8,9,10,9 10,2,931 958,40 32,1,1889,1552401889.995,Tue Mar 12 2019 10:44:49 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,9,2,3,2 1 10 1 2 3,6,1745 436 728 728 1029 1023,37 37 39 39 38 32,1 2 3 4 5,5689,1552401901.734,Tue Mar 12 2019 10:45:01 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,10,4,7,4 3 2 1 10 1 2 3 4 5 6 7,12,960 561 806 717 793 334 327 736 445 388 404 464 443 976,40 40 37 37 39 39 39 38 38 38 38 37 37 32,1 2 3 4 5 6 8 9 10 12 13,8354,1552401916.133,Tue Mar 12 2019 10:45:16 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,11,2,3,2 1 10 1 2 3,6,1726 431 924 214 211 203 424 851,37 37 39 39 39 39 38 32,1 2 3 4 7,4984,1552401927.19,Tue Mar 12 2019 10:45:27 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,12,4,6,4 3 2 1 10 1 2 3 4 5 6,11,1704 941 529 506 488 887 352 202 229 338 850 414 543 462 597 888,40 40 40 37 37 39 39 39 39 16 38 38 38 38 37 32,1 2 4 5 6 7 11 12 13 15,9930,1552401943.176,Tue Mar 12 2019 10:45:43 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,13,6,5,6 7 6 7 8 9 10 1 2 3 4 5 4 5,14,1127 1066 1181 377 575 509 1007 436 567 386 391 356 25 337 1692,37 39 37 40 40 40 39 39 39 38 38 38 40 38 32,1 2 3 4 5 6 7 8 10 11 12 13 14,10032,1552401959.246,Tue Mar 12 2019 10:45:59 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,14,2,3,2 1 10 1 2 3,6,1279 757 3044 502 1249 1072,37 37 39 39 38 32,1 2 3 4 5,7903,1552401973.209,Tue Mar 12 2019 10:46:13 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,16,10,7,10 1 2 1 10 9 8 7,8,2245 417 346 664 230 191 342 409 355 820,39 39 39 37 37 37 38 38 38 32,1 2 4 5 7 8 9,6019,1552401996.57,Tue Mar 12 2019 10:46:36 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,17,2,5,2 1 10 9 8 7 6 5,8,1126 418 370 516 447 396 421 624 413 926,37 37 37 38 38 38 38 39 39 32,1 2 4 5 6 8 9,5657,1552402008.29,Tue Mar 12 2019 10:46:48 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,18,1,2,1 10 1 2,4,1490 328 476 290 826,37 37 39 39 32,1 3 4,3410,1552402017.744,Tue Mar 12 2019 10:46:57 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,19,5,3,5 4 3,3,1619 357 812,40 40 32,1 2,2788,1552402026.564,Tue Mar 12 2019 10:47:06 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,15,4,5,4 3 2 1 10 1 2 3 4 5,10,419 410 498 483 365 233 451 245 184 166 261 434 320 760,40 40 40 37 37 37 39 39 39 39 38 38 38 32,1 2 4 5 7 8 11 12 13,5229,1552401984.493,Tue Mar 12 2019 10:46:24 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,20,6,3,6 7 6 5 6 5 4 3,8,1853 548 484 394 596 555 417 427 863,37 37 39 39 37 39 40 40 32,1 3 4 5 6 7 8,6137,1552402038.767,Tue Mar 12 2019 10:47:18 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,21,2,3,2 1 10 1 2 3,6,2201 977 522 492 377 298 968 959,37 37 37 39 39 39 38 32,1 2 4 5 7,6794,1552402051.587,Tue Mar 12 2019 10:47:31 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,22,9,3,9 10 1 2 3,5,980 509 508 684 585 456 457 1360 873,37 37 40 40 39 39 39 38 32,3 5 6 8,6412,1552402064.052,Tue Mar 12 2019 10:47:44 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,23,10,7,10 1 2 3 4 5 6 7,8,1913 299 407 367 357 434 251 716 368 392 546 335 976,16 39 39 39 38 16 16 38 38 38 37 37 32,2 3 5 8 9 11 12,7361,1552402077.48,Tue Mar 12 2019 10:47:57 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,24,2,3,2 1 10 1 2 3,6,757 407 406 553 267 224 426 460 1083,37 37 37 39 39 39 16 38 32,1 2 4 5 8,4583,1552402088.127,Tue Mar 12 2019 10:48:08 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,25,2,3,2 1 10 1 2 3 4 3,8,1437 424 415 258 233 195 890 215 543 534,37 37 37 39 39 39 38 38 40 32,1 2 4 5 7 8 9,5144,1552402099.338,Tue Mar 12 2019 10:48:19 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,26,8,9,8 9,2,1413 830,40 32,1,2243,1552402107.625,Tue Mar 12 2019 10:48:27 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,27,4,7,4 3 2 1 10 1 2 3 4 5 6 7,12,1400 423 401 309 348 415 228 211 203 394 291 400 347 512 362 772,40 40 40 37 37 37 39 39 39 38 38 38 38 37 37 32,1 2 4 5 7 8 10 11 12 14 15,7016,1552402120.686,Tue Mar 12 2019 10:48:40 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,28,10,7,10 1 2 3 4 5 6 7,8,672 387 860 287 347 322 353 296 730,39 39 38 38 38 38 37 37 32,1 2 3 4 5 7 8,4254,1552402130.999,Tue Mar 12 2019 10:48:50 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,29,1,4,1 10 1 2 3 4,6,1353 390 445 311 301 440 427 871 312 778,37 37 37 39 39 39 39 38 38 32,1 4 5 8 9,5628,1552402142.697,Tue Mar 12 2019 10:49:02 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,30,4,5,4 3 2 1 10 1 2 3 4 5,10,744 332 374 330 297 261 239 156 220 175 573 222 363 700,40 40 40 37 37 37 37 39 39 39 38 38 38 32,1 2 4 5 8 9 11 12 13,4986,1552402153.737,Tue Mar 12 2019 10:49:13 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,31,4,5,4 3 2 1 10 1 2 3 4 5,10,700 329 689 363 518 160 236 172 322 199 253 713,40 40 37 37 37 39 39 39 38 38 38 32,1 2 3 4 6 7 9 10 11,4654,1552402164.427,Tue Mar 12 2019 10:49:24 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,32,2,7,2 1 10 1 2 3 4 5 4 3 2 1 10 1 10 9 8 7,18,2426 282 228 227 122 184 152 313 221 191 375 602 195 193 377 529 975 542 581 996 751 396 413 666,37 37 37 37 39 39 39 38 38 38 38 40 40 40 40 37 37 37 39 37 38 38 38 32,1 2 5 6 8 9 10 12 13 14 16 17 19 20 21 22 23,11937,1552402182.419,Tue Mar 12 2019 10:49:42 GMT-0400 (Eastern Daylight Time)
A,1756800713230,train,33,2,6,2 1 10 1 2 3 4 5 4 3 2 1 10 9 8 7 6,17,671 616 371 689 760 258 615 279 245 337 383 320 215 494 225 196 287 220 206 358 494 809,37 37 37 39 39 39 38 38 38 38 40 40 40 37 37 37 38 38 38 38 39 32,1 2 4 5 7 8 9 11 12 13 14 15 17 18 19 21,9048,1552402197.515,Tue Mar 12 2019 10:49:57 GMT-0400 (Eastern Daylight Time)
