group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, timestamp, datetime
A,199414,train,2,3,2 1 10 9 8 7 6 5 6 7 6 5 6 7 8 9 10 9 8 7 6 7 8 9 10 1 2 1 10 9 8 7 8 9 10 1 2 1 10 9 8 7 8 9 10 1 2 1 10 9 10 9 10 1 2 3,56,970 492 456 1072 415 464 381 551 292 178 379 323 552 491 487 369 389 335 6148 511 299 286 342 245 202 175 504 1123 320 598 472 429 510 305 205 231 337 355 223 2729 480 267 231 732 236 161 175 165 246 546 437 263 231 1362 715 638 306 521 278 464 255 441 396 341 795 379 229 216 1591 1954 366 323 247 941 886 1839 1022 1180,40 39 39 16 38 38 38 37 37 37 39 39 37 37 37 39 39 39 40 40 40 40 38 38 38 38 37 39 39 40 40 40 37 37 37 37 39 39 39 38 38 38 38 40 40 40 40 40 37 37 39 39 39 38 38 38 38 40 40 40 40 37 37 37 39 39 39 39 38 40 40 40 38 40 37 37 38 32,47000,1550273473.463,Fri Feb 15 2019 18:31:13 GMT-0500 (Eastern Standard Time)
A,199414,train,3,7,3 2 1 2 3 4 5 6 7,9,455 1009 962 723 1068 508 631 589 699,40 39 37 38 38 38 39 39 32,6644,1550273486.15,Fri Feb 15 2019 18:31:26 GMT-0500 (Eastern Standard Time)
A,199414,train,2,3,2 1 2 3,4,779 1090 374 411 542,39 37 37 38 32,3196,1550273495.405,Fri Feb 15 2019 18:31:35 GMT-0500 (Eastern Standard Time)
A,199414,train,7,3,7 8 7 8 9 10 1 10 9 8 7 6 5 6 7 8 9 10 1 10 9 8 7 8 7 6 5 4 5 6 5 6 5 4 3,35,305 914 368 195 441 662 932 485 210 261 224 421 257 316 313 263 195 195 304 339 207 193 186 254 1055 694 2421 654 1519 1123 375 1312 968 748 377 975 1463 981 755 880 503,40 38 40 40 40 37 39 38 38 38 38 37 37 37 39 39 39 39 40 40 40 40 40 37 39 38 38 38 40 38 37 37 40 38 39 37 39 37 40 40 32,25243,1550273526.672,Fri Feb 15 2019 18:32:06 GMT-0500 (Eastern Standard Time)
