group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,109275,train,4,6,4 5 4 3 2 1 10 1 2 3 4 5 4 3 2 1 10 1 2 3 4 5 6,23,973 492 34 40 24 33 256 994 1029 701 787 871 2701 622 495 1210 1277 509 636 2183 1771 1060 1007 550 569 2510 680 690 1033 1098 438 1048 3837 767 3463 2569 1809 2408,37 37 37 37 37 37 37 39 39 39 39 39 40 40 40 16 38 38 38 37 37 37 39 39 39 40 40 40 16 38 38 38 37 37 37 37 40 32,43174
A,109275,train,1,3,1 10 9 8 7 6 5 4 3,9,840 528 710 498 566 1589 1013 583 1091 594 1979,40 40 37 37 37 38 38 38 39 39 32,9991
A,109275,train,10,7,10 1 2 3 4 5 4 3 2 1 10 1 2 3 4 5 6 7,18,494 515 1074 815 849 728 592 1214 1261 1571 819 644 981 1226 582 3028 1579 1479 1712 1325 957,38 38 37 37 37 37 39 39 39 40 40 40 16 38 38 37 37 37 40 40 32,23445
A,109275,train,4,6,4 5 6,3,1116 585 1491 868,37 37 40 32,4060
A,109275,train,1,3,1 10 1 2 3,5,736 1747 1738 1491 1133 780,40 16 38 38 37 32,7625
A,109275,train,1,3,1 2 3,3,691 590 804 613,38 38 37 32,2698
A,109275,train,10,1,10 9 8 7 6 5 4 3 2 1,10,613 776 804 1103 876 3217 840 685 3201 730,37 37 37 38 38 39 39 39 40 32,12845
A,109275,train,4,8,4 3 2 1 10 1 2 3 4 5 6 7 8,13,1051 799 1629 1001 4054 1040 628 489 700 545 2446 897 1419 2080 696,39 39 40 40 38 38 38 37 37 37 40 40 34 39 32,19474
A,109275,train,1,3,1 2 3,3,1517 1706 1062,38 37 32,4285
A,109275,train,4,6,4 5 6,3,648 2685 740,37 40 32,4073
A,109275,train,4,6,4 5 6,3,816 1572 563,37 40 32,2951
A,109275,train,4,6,4 5 4 3 2 1 10 9 8 7 6,11,1074 924 660 1326 210 1279 706 1742 1285 798 742 2065 687,37 39 39 39 39 40 40 33 37 37 37 38 32,13498
A,109275,train,4,6,4 5 4 3 2 1 10 9 8 7 8 7 6,13,1321 1606 2585 939 1262 831 1632 1322 554 1347 1064 536 690,37 39 39 39 40 40 37 37 37 39 37 38 32,15689
A,109275,train,1,3,1 2 3,3,585 1311 1105,38 37 32,3001
A,109275,train,8,4,8 7 6 5 4,5,1456 1450 1900 941 658,37 38 38 39 32,6405
A,109275,train,1,3,1 2 1 10 9 8 7 6 5 4 3,11,1676 3061 734 1071 913 638 1040 822 964 577 608,38 40 40 37 37 37 38 38 39 39 32,12104
A,109275,train,4,6,4 5 6,3,627 1387 628,37 40 32,2642
A,109275,train,10,7,10 1 2 3 4 5 6 7,8,694 1585 440 1749 2045 855 893 1227 1253 1965 950 717,16 16 38 38 33 33 37 37 37 40 40 32,14373
A,109275,train,1,3,1 10 9 8 7 6 5 4 3,9,2362 1270 881 721 1338 1058 1849 1137 589,40 37 37 37 38 38 39 39 32,11205
A,109275,train,10,7,10 9 8 9 10 1 2 3 4 5 6 7,12,794 1401 2313 1007 784 1327 1318 1239 1063 2282 820 666,37 37 39 39 38 38 37 37 37 40 40 32,15014
A,109275,train,4,1,4 5 6 7 8 9 10 1,8,974 2230 911 2219 917 650 1889 571,37 40 40 39 39 39 38 32,10361
A,109275,train,4,3,4 3,2,579 416,39 32,995
A,109275,train,10,7,10 9 8 7,4,899 969 684 662,37 37 37 32,3214
A,109275,train,1,3,1 10 9 8 7 6 5 4 3,9,1487 1423 540 519 1536 905 939 615 357,40 37 37 37 38 38 39 39 32,8321
