group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,133772,train,10,-1,10 9 8 9 10 1 2 3 4 5,10,475560 487 608 5352 544 464 488 424 26200 320 392 433 232 256 1160,39 38 37 38 40 37 40 37 38 38 37 38 38 38 32,512920,195,1543467264.381,Wed Nov 28 2018 20:54:24 GMT-0800 (Pacific Standard Time)
A,133772,train,10,-1,10 9 8 9 10 1 2,7,7558 407 3168 408 672 312 1384,38 38 40 40 37 37 32,13909,239,1543467279.81,Wed Nov 28 2018 20:54:39 GMT-0800 (Pacific Standard Time)
A,133772,train,5,-1,5 6 7,3,3265 375 2000,39 39 32,5640,262,1543467286.971,Wed Nov 28 2018 20:54:46 GMT-0800 (Pacific Standard Time)
A,133772,train,10,8,10 9 8,3,4045 1960 704 504 24 624 1449,32 40 40 46 38 38 32,9310,262,1543467297.802,Wed Nov 28 2018 20:54:57 GMT-0800 (Pacific Standard Time)
A,133772,train,9,4,9 10 1 2 3 4,6,2206 1360 368 392 312 264 880 304 1536,37 40 40 37 37 37 38 38 32,7622,195,1543467306.946,Wed Nov 28 2018 20:55:06 GMT-0800 (Pacific Standard Time)
A,133772,train,1,-1,1 10 9 8 7,5,6542 577 311 273 1392,39 38 38 38 32,9095,144,1543467317.562,Wed Nov 28 2018 20:55:17 GMT-0800 (Pacific Standard Time)
A,133772,train,8,5,8 7 6 5,4,2422 664 264 816,38 37 37 32,4166,209,1543467323.25,Wed Nov 28 2018 20:55:23 GMT-0800 (Pacific Standard Time)
A,133772,train,10,-1,10 1 2 3,4,6255 416 640 937 1896,37 37 38 13 32,10144,286,1543467334.915,Wed Nov 28 2018 20:55:34 GMT-0800 (Pacific Standard Time)
A,133772,train,3,-1,3 4 5,3,1806 1024 784,38 38 32,3614,209,1543467340.05,Wed Nov 28 2018 20:55:40 GMT-0800 (Pacific Standard Time)
A,133772,train,3,7,3 4 5 6 7,5,2070 296 464 296 792,38 38 39 39 32,3918,144,1543467345.489,Wed Nov 28 2018 20:55:45 GMT-0800 (Pacific Standard Time)
A,133772,train,2,-1,2 3 4 5,4,4586 519 512 1329 1536,38 38 38 13 32,8482,209,1543467355.49,Wed Nov 28 2018 20:55:55 GMT-0800 (Pacific Standard Time)
A,133772,train,10,-1,10 9 8 7,4,2432 1224 448 1904,38 38 38 32,6008,22,1543467363.017,Wed Nov 28 2018 20:56:03 GMT-0800 (Pacific Standard Time)
A,133772,train,1,-1,1 2 3 4 5,5,2454 769 247 241 296 664 280 239 1065,37 46 46 46 46 38 38 38 32,6255,49,1543467370.794,Wed Nov 28 2018 20:56:10 GMT-0800 (Pacific Standard Time)
A,133772,train,1,-1,1 2,2,952 896 2128,37 13 32,3976,166,1543467376.29,Wed Nov 28 2018 20:56:16 GMT-0800 (Pacific Standard Time)
A,133772,train,5,7,5 6 7,3,1496 304 816,39 39 32,2616,22,1543467380.425,Wed Nov 28 2018 20:56:20 GMT-0800 (Pacific Standard Time)
A,133772,train,5,-1,5,1,3314,32,3314,49,1543467385.258,Wed Nov 28 2018 20:56:25 GMT-0800 (Pacific Standard Time)
A,133772,train,3,-1,3,1,2121,32,2121,166,1543467388.898,Wed Nov 28 2018 20:56:28 GMT-0800 (Pacific Standard Time)
A,133772,train,8,5,8 7 6 5,4,1649 295 512 392 872,38 38 37 37 32,3720,49,1543467394.138,Wed Nov 28 2018 20:56:34 GMT-0800 (Pacific Standard Time)
A,133772,train,2,-1,2 1 10 9 8 7 6 5 4 3,10,2119 440 440 2216 1144 617 560 520 296 616 319 1161,39 39 38 37 37 38 38 37 37 40 40 32,10448,166,1543467406.106,Wed Nov 28 2018 20:56:46 GMT-0800 (Pacific Standard Time)
A,133772,train,4,3,4 3,2,1550 920,40 32,2470,166,1543467410.098,Wed Nov 28 2018 20:56:50 GMT-0800 (Pacific Standard Time)
A,133772,train,7,-1,7 8 7,3,3270 664 976,40 38 32,4910,60,1543467416.53,Wed Nov 28 2018 20:56:56 GMT-0800 (Pacific Standard Time)
A,133772,train,10,-1,10 1 2 3,4,2675 560 720 448,37 37 38 32,4403,73,1543467422.459,Wed Nov 28 2018 20:57:02 GMT-0800 (Pacific Standard Time)
A,133772,train,1,-1,1 2 3 4,4,1281 447 384 368 304 841,38 37 37 38 38 32,3625,289,1543467427.603,Wed Nov 28 2018 20:57:07 GMT-0800 (Pacific Standard Time)
A,133772,train,10,2,10 1 2,3,1702 480 720,37 37 32,2902,73,1543467432.026,Wed Nov 28 2018 20:57:12 GMT-0800 (Pacific Standard Time)
A,133772,train,3,-1,3 4 5 6 7 8,6,1458 1312 512 633 424 1728,38 38 39 39 40 32,6067,60,1543467439.612,Wed Nov 28 2018 20:57:19 GMT-0800 (Pacific Standard Time)
A,133772,train,2,6,2 3 4 5 6,5,1951 304 217 471 1136,38 38 38 39 32,4079,289,1543467445.211,Wed Nov 28 2018 20:57:25 GMT-0800 (Pacific Standard Time)
A,133772,train,5,-1,5 4 3 2,4,1680 400 440 952,40 40 40 32,3472,73,1543467450.202,Wed Nov 28 2018 20:57:30 GMT-0800 (Pacific Standard Time)
A,133772,train,2,-1,2 3 4 5 6 7,6,2762 423 2825 631 328 752,38 38 38 39 39 32,7721,60,1543467459.443,Wed Nov 28 2018 20:57:39 GMT-0800 (Pacific Standard Time)
A,133772,train,2,-1,2 3 4 5,4,1592 256 272 745,38 38 38 32,2865,289,1543467463.827,Wed Nov 28 2018 20:57:43 GMT-0800 (Pacific Standard Time)
A,133772,train,1,9,1 10 9,3,2159 344 480 1024,39 39 38 32,4007,60,1543467469.355,Wed Nov 28 2018 20:57:49 GMT-0800 (Pacific Standard Time)
A,133772,train,4,-1,4 3,2,3161 960,40 32,4121,0,1543467474.994,Wed Nov 28 2018 20:57:54 GMT-0800 (Pacific Standard Time)
A,133772,train,7,8,7 8,2,1568 944 1257,39 40 32,3769,281,1543467480.282,Wed Nov 28 2018 20:58:00 GMT-0800 (Pacific Standard Time)
A,133772,train,3,-1,3 4 5,3,1929 552 1920,38 38 32,4401,289,1543467486.201,Wed Nov 28 2018 20:58:06 GMT-0800 (Pacific Standard Time)
A,133772,train,8,4,8 7 6 5 4,5,1577 392 377 376 311 441 760 2344,37 38 38 37 37 40 13 32,6578,289,1543467494.298,Wed Nov 28 2018 20:58:14 GMT-0800 (Pacific Standard Time)
A,133772,train,4,-1,4 3,2,1825 1280,40 32,3105,0,1543467498.922,Wed Nov 28 2018 20:58:18 GMT-0800 (Pacific Standard Time)
A,133772,train,5,1,5 4 3 2 1,5,2361 248 248 384 816,40 40 40 39 32,4057,0,1543467504.497,Wed Nov 28 2018 20:58:24 GMT-0800 (Pacific Standard Time)
A,133772,train,8,9,8 9 10 9,4,1698 336 456 768,40 40 38 32,3258,281,1543467509.274,Wed Nov 28 2018 20:58:29 GMT-0800 (Pacific Standard Time)
A,133772,train,9,-1,9 8 7 8 9 10 1,7,2857 399 2048 432 304 544 1408,38 38 40 40 40 37 32,7992,94,1543467518.786,Wed Nov 28 2018 20:58:38 GMT-0800 (Pacific Standard Time)
A,133772,train,8,3,8 9 10 1 2 3,6,1744 824 568 280 600 1001,40 40 37 37 38 32,5017,94,1543467525.322,Wed Nov 28 2018 20:58:45 GMT-0800 (Pacific Standard Time)
A,133772,train,4,-1,4 5,2,5936 496,38 32,6432,156,1543467533.274,Wed Nov 28 2018 20:58:53 GMT-0800 (Pacific Standard Time)
A,133772,train,2,5,2 3 4 5,4,1504 272 224 817,38 38 38 32,2817,156,1543467537.611,Wed Nov 28 2018 20:58:57 GMT-0800 (Pacific Standard Time)
A,133772,train,10,-1,10 9 8 7 6 5 6,7,4944 472 712 559 1048 1095 800,38 38 38 37 37 39 32,9630,101,1543467548.763,Wed Nov 28 2018 20:59:08 GMT-0800 (Pacific Standard Time)
A,133772,train,1,-1,1 2,2,3264 1024,37 32,4288,106,1543467554.57,Wed Nov 28 2018 20:59:14 GMT-0800 (Pacific Standard Time)
A,133772,train,10,-1,10 1,2,4722 808,37 32,5530,142,1543467561.619,Wed Nov 28 2018 20:59:21 GMT-0800 (Pacific Standard Time)
A,133772,train,6,10,6 7 8 9 10,5,1520 424 280 224 696,39 40 40 40 32,3144,276,1543467566.283,Wed Nov 28 2018 20:59:26 GMT-0800 (Pacific Standard Time)
A,133772,train,1,-1,1 10,2,1816 656,39 32,2472,276,1543467570.274,Wed Nov 28 2018 20:59:30 GMT-0800 (Pacific Standard Time)
A,133772,train,7,-1,7 6 5 4 3 2 1 10 9 8 7 6,12,3234 952 456 368 729 984 391 481 392 440 287 288 368 792,37 37 40 40 39 40 39 39 38 38 38 38 37 32,10162,282,1543467581.955,Wed Nov 28 2018 20:59:41 GMT-0800 (Pacific Standard Time)
A,133772,train,9,4,9 8 7 6 5 4,6,2473 255 520 288 944 840,38 38 37 37 40 32,5320,282,1543467588.797,Wed Nov 28 2018 20:59:48 GMT-0800 (Pacific Standard Time)
A,133772,train,7,-1,7 8 9 10 1,5,3030 256 216 544 1017,40 40 40 37 32,5063,142,1543467595.379,Wed Nov 28 2018 20:59:55 GMT-0800 (Pacific Standard Time)
A,133772,train,9,8,9 8,2,1545 471,38 32,2016,276,1543467598.915,Wed Nov 28 2018 20:59:58 GMT-0800 (Pacific Standard Time)
A,133772,train,2,-1,2,1,1872,32,1872,24,1543467602.307,Wed Nov 28 2018 21:00:02 GMT-0800 (Pacific Standard Time)
A,133772,train,8,-1,8,1,1437,32,1437,184,1543467605.266,Wed Nov 28 2018 21:00:05 GMT-0800 (Pacific Standard Time)
A,133772,train,4,9,4 3 2 1 10 9,6,1201 448 368 336 384 728,40 40 39 39 38 32,3465,184,1543467610.25,Wed Nov 28 2018 21:00:10 GMT-0800 (Pacific Standard Time)
A,133772,train,6,9,6 7 8 9,4,1658 488 280 672,39 40 40 32,3098,184,1543467614.867,Wed Nov 28 2018 21:00:14 GMT-0800 (Pacific Standard Time)
A,133772,train,8,-1,8 7 8,3,2223 312 776 696,38 38 40 32,4007,107,1543467620.395,Wed Nov 28 2018 21:00:20 GMT-0800 (Pacific Standard Time)
A,133772,train,2,1,2 1,2,1591 936,39 32,2527,58,1543467624.442,Wed Nov 28 2018 21:00:24 GMT-0800 (Pacific Standard Time)
A,133772,train,8,-1,8 7,2,1121 2184,38 32,3305,107,1543467629.266,Wed Nov 28 2018 21:00:29 GMT-0800 (Pacific Standard Time)
A,133772,train,1,3,1 2 3,3,1530 311 753,37 38 32,2594,58,1543467633.379,Wed Nov 28 2018 21:00:33 GMT-0800 (Pacific Standard Time)
A,133772,train,1,-1,1,1,1760,32,1760,58,1543467636.659,Wed Nov 28 2018 21:00:36 GMT-0800 (Pacific Standard Time)
A,133772,train,2,-1,2,1,1406,32,1406,58,1543467639.588,Wed Nov 28 2018 21:00:39 GMT-0800 (Pacific Standard Time)
A,133772,train,1,4,1 2 3 4,4,4 32 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 1080 1600 248 352,32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 37 38 38 32,4504,28,1543467645.61,Wed Nov 28 2018 21:00:45 GMT-0800 (Pacific Standard Time)
A,133772,train,10,5,10 9 8 7 6 5,6,1499 560 239 393 279 1481,38 38 38 37 37 32,4451,28,1543467651.579,Wed Nov 28 2018 21:00:51 GMT-0800 (Pacific Standard Time)
A,133772,train,1,-1,1,1,1934 808,38 32,2742,58,1543467655.842,Wed Nov 28 2018 21:00:55 GMT-0800 (Pacific Standard Time)
A,133772,train,10,-1,10 9,2,1263 1840,38 32,3103,107,1543467660.466,Wed Nov 28 2018 21:01:00 GMT-0800 (Pacific Standard Time)
A,133772,train,4,2,4 3 2,3,1409 280 352,40 40 32,2041,58,1543467664.025,Wed Nov 28 2018 21:01:04 GMT-0800 (Pacific Standard Time)
A,133772,train,5,-1,5,1,1369,32,1369,28,1543467666.914,Wed Nov 28 2018 21:01:06 GMT-0800 (Pacific Standard Time)
A,133772,train,8,1,8 9 10 1,4,1973 281 359 264,40 40 37 32,2877,58,1543467671.314,Wed Nov 28 2018 21:01:11 GMT-0800 (Pacific Standard Time)
A,133772,train,6,-1,6,1,2185,32,2185,28,1543467675.018,Wed Nov 28 2018 21:01:15 GMT-0800 (Pacific Standard Time)
A,133772,train,3,-1,3,1,1776,32,1776,58,1543467678.313,Wed Nov 28 2018 21:01:18 GMT-0800 (Pacific Standard Time)
A,133772,train,8,7,8 7,2,1063 384,38 32,1447,107,1543467681.281,Wed Nov 28 2018 21:01:21 GMT-0800 (Pacific Standard Time)
A,133772,train,6,-1,6,1,1785 1080,40 32,2865,28,1543467685.666,Wed Nov 28 2018 21:01:25 GMT-0800 (Pacific Standard Time)
A,133772,train,1,-1,1,1,1262,32,1262,58,1543467688.45,Wed Nov 28 2018 21:01:28 GMT-0800 (Pacific Standard Time)
A,133772,train,9,10,9 10,2,2977 319,40 32,3296,107,1543467693.265,Wed Nov 28 2018 21:01:33 GMT-0800 (Pacific Standard Time)
A,133772,train,10,3,10 1 2 3,4,3441 400 352 424,37 37 38 32,4617,58,1543467699.401,Wed Nov 28 2018 21:01:39 GMT-0800 (Pacific Standard Time)
A,133772,train,4,7,4 5 6 7,4,5162 567 536 425,38 39 39 32,6690,107,1543467707.61,Wed Nov 28 2018 21:01:47 GMT-0800 (Pacific Standard Time)
A,133772,train,10,4,10 9 8 7 6 5 4,7,9913 416 264 248 568 287 529 448,38 38 38 38 37 37 40 32,12673,28,1543467721.803,Wed Nov 28 2018 21:02:01 GMT-0800 (Pacific Standard Time)
A,133772,train,5,-1,5,1,1895,32,1895,57,1543467725.219,Wed Nov 28 2018 21:02:05 GMT-0800 (Pacific Standard Time)
A,133772,train,7,8,7 8,2,1833 280,40 32,2113,289,1543467728.85,Wed Nov 28 2018 21:02:08 GMT-0800 (Pacific Standard Time)
A,133772,train,7,2,7 8 9 10 1 2,6,6160 1440 344 240 600 327 304,32 40 40 40 37 37 32,9415,278,1543467739.787,Wed Nov 28 2018 21:02:19 GMT-0800 (Pacific Standard Time)
A,133772,train,7,-1,7,1,3521,32,3521,289,1543467744.827,Wed Nov 28 2018 21:02:24 GMT-0800 (Pacific Standard Time)
A,133772,train,1,-1,1,1,615,32,615,278,1543467746.962,Wed Nov 28 2018 21:02:26 GMT-0800 (Pacific Standard Time)
A,133772,train,4,3,4 3,2,1545 272,40 32,1817,278,1543467750.298,Wed Nov 28 2018 21:02:30 GMT-0800 (Pacific Standard Time)
A,133772,train,3,10,3 2 1 10,4,1450 512 303 248,40 39 39 32,2513,289,1543467754.331,Wed Nov 28 2018 21:02:34 GMT-0800 (Pacific Standard Time)
A,133772,train,10,3,10 1 2 3,4,1534 528 288 288,37 37 38 32,2638,278,1543467758.491,Wed Nov 28 2018 21:02:38 GMT-0800 (Pacific Standard Time)
A,133772,train,5,-1,5,1,1626,32,1626,57,1543467761.635,Wed Nov 28 2018 21:02:41 GMT-0800 (Pacific Standard Time)
A,133772,train,5,2,5 4 3 2,4,1216 312 240 344,40 40 40 32,2112,278,1543467765.266,Wed Nov 28 2018 21:02:45 GMT-0800 (Pacific Standard Time)
A,133772,train,3,-1,3,1,913,32,913,50,1543467767.698,Wed Nov 28 2018 21:02:47 GMT-0800 (Pacific Standard Time)
A,133772,train,2,-1,2,1,874,32,874,166,1543467770.091,Wed Nov 28 2018 21:02:50 GMT-0800 (Pacific Standard Time)
A,133772,train,4,-1,4,1,713,32,713,224,1543467772.323,Wed Nov 28 2018 21:02:52 GMT-0800 (Pacific Standard Time)
A,133772,train,2,-1,2,1,767,32,767,166,1543467774.611,Wed Nov 28 2018 21:02:54 GMT-0800 (Pacific Standard Time)
A,133772,train,4,8,4 5 6 7 8,5,1857 1688 256 696 336,38 39 39 40 32,4833,280,1543467780.962,Wed Nov 28 2018 21:03:00 GMT-0800 (Pacific Standard Time)
A,133772,train,7,-1,7,1,1632,32,1632,280,1543467784.114,Wed Nov 28 2018 21:03:04 GMT-0800 (Pacific Standard Time)
A,133772,train,4,-1,4,1,673,32,673,224,1543467786.305,Wed Nov 28 2018 21:03:06 GMT-0800 (Pacific Standard Time)
A,133772,train,3,-1,3,1,521,32,521,166,1543467788.346,Wed Nov 28 2018 21:03:08 GMT-0800 (Pacific Standard Time)
A,133772,train,5,-1,5,1,2648,32,2648,96,1543467792.514,Wed Nov 28 2018 21:03:12 GMT-0800 (Pacific Standard Time)
A,133772,train,10,-1,10,1,1390,32,1390,158,1543467795.426,Wed Nov 28 2018 21:03:15 GMT-0800 (Pacific Standard Time)
A,133772,train,4,-1,4,1,1056,32,1056,96,1543467798.001,Wed Nov 28 2018 21:03:18 GMT-0800 (Pacific Standard Time)
A,133772,train,7,-1,7,1,1114,32,1114,35,1543467800.633,Wed Nov 28 2018 21:03:20 GMT-0800 (Pacific Standard Time)
A,133772,train,7,-1,7,1,794,32,794,35,1543467802.945,Wed Nov 28 2018 21:03:22 GMT-0800 (Pacific Standard Time)
A,133772,train,8,6,8 7 6,3,1658 456 319,38 37 32,2433,90,1543467806.898,Wed Nov 28 2018 21:03:26 GMT-0800 (Pacific Standard Time)
A,133772,test,6,1,6 7,2,1882 392,40 39,2274,0,1543467810.71,Wed Nov 28 2018 21:03:30 GMT-0800 (Pacific Standard Time)
