group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,121571,train,1,3,4,3 4,2,708 1170,40 32,1,1878,1551487198.751,Fri Mar 01 2019 18:39:58 GMT-0600 (Central Standard Time)
A,121571,train,2,10,2,10 9 10 1 10 9 10 1 2 3 2 1 10 1 2,15,441 1980 1557 958 834 1339 576 1594 1030 1179 554 1126 539 863 680 1039 514 1587 1350 1628 1776 522 838 972,38 40 37 38 39 37 37 40 38 37 38 38 39 40 40 40 39 40 38 37 37 39 39 32,2 4 5 6 8 9 13 17 18 19 20 21 22 23,25476,1551487230.238,Fri Mar 01 2019 18:40:30 GMT-0600 (Central Standard Time)
A,121571,train,3,10,7,10 9 8 7,4,2076 663 930 714 994,40 40 37 40 32,1 2 4,5377,1551487241.629,Fri Mar 01 2019 18:40:41 GMT-0600 (Central Standard Time)
A,121571,train,4,7,6,7 6,2,629 936 1127 682,40 40 39 32,3,3374,1551487251.014,Fri Mar 01 2019 18:40:51 GMT-0600 (Central Standard Time)
A,121571,train,5,8,5,8 7 8 9 8 7 6 5,8,531 944 542 1011 760 392 554 486 494 1054 1131 1176,40 38 37 38 40 39 39 40 40 39 39 32,1 2 4 5 8 10 11,9075,1551487266.1,Fri Mar 01 2019 18:41:06 GMT-0600 (Central Standard Time)
A,121571,train,6,2,5,2 3 4 5,4,609 1121 717 763 727,40 39 40 40 32,1 3 4,3937,1551487276.045,Fri Mar 01 2019 18:41:16 GMT-0600 (Central Standard Time)
A,121571,train,7,2,3,2 1 10 9 10 9 8 7 8 7 8 9 10 1 2 3,16,616 570 802 1131 318 862 286 746 962 225 542 556 580 242 538 680 550 634 964 1039 1201,37 37 40 38 38 40 40 40 38 39 40 40 38 38 38 39 39 38 39 40 32,1 2 3 4 6 7 8 9 11 13 14 15 16 17 20,14044,1551487296.1,Fri Mar 01 2019 18:41:36 GMT-0600 (Central Standard Time)
A,121571,train,8,7,8,7 6 5 4 3 2 1 10 9 8,10,839 482 980 483 718 824 1430 592 832 604 274 689,39 39 39 38 38 38 38 37 37 40 40 32,1 2 4 5 6 8 9 10 11,8747,1551487310.858,Fri Mar 01 2019 18:41:50 GMT-0600 (Central Standard Time)
A,121571,train,9,2,3,2 3,2,388 597,40 32,1,985,1551487317.855,Fri Mar 01 2019 18:41:57 GMT-0600 (Central Standard Time)
A,121571,train,10,4,8,4 5 6 7 8,5,477 665 1226 934 1009 482,40 40 37 37 38 32,1 3 4 5,4793,1551487328.659,Fri Mar 01 2019 18:42:08 GMT-0600 (Central Standard Time)
A,121571,train,11,1,4,1 2 3 4,4,395 722 641 879,39 40 40 32,1 2 3,2637,1551487337.309,Fri Mar 01 2019 18:42:17 GMT-0600 (Central Standard Time)
A,121571,train,12,10,3,10 1 10 9 8 7 8 7 6 5 4 3,12,1270 660 630 366 623 839 803 285 1148 626 728 490 464 556,39 40 37 40 40 40 38 39 40 39 39 38 38 32,1 3 4 5 6 7 9 10 11 12 13,9488,1551487352.811,Fri Mar 01 2019 18:42:32 GMT-0600 (Central Standard Time)
A,121571,train,13,9,6,9 8 7 6,4,555 609 1929 534,40 40 39 32,1 2 3,3627,1551487362.451,Fri Mar 01 2019 18:42:42 GMT-0600 (Central Standard Time)
A,121571,train,14,5,1,5 4 3 4 3 2 1,7,1147 551 912 1024 757 733 996,38 38 40 38 38 37 32,1 2 3 4 5 6,6120,1551487374.582,Fri Mar 01 2019 18:42:54 GMT-0600 (Central Standard Time)
A,121571,train,15,2,3,2 3,2,423 400,40 32,1,823,1551487381.418,Fri Mar 01 2019 18:43:01 GMT-0600 (Central Standard Time)
A,121571,train,16,4,5,4 5,2,826 1102,40 32,1,1928,1551487389.356,Fri Mar 01 2019 18:43:09 GMT-0600 (Central Standard Time)
A,121571,train,17,2,3,2 3,2,354 216,40 32,1,570,1551487395.937,Fri Mar 01 2019 18:43:15 GMT-0600 (Central Standard Time)
A,121571,train,18,4,5,4 3 4 5,4,384 784 322 539,38 40 40 32,1 2 3,2029,1551487403.976,Fri Mar 01 2019 18:43:23 GMT-0600 (Central Standard Time)
A,121571,train,19,8,1,8 7 8 9 8 9 10 1,8,492 670 418 937 358 767 387 933 1196,40 38 38 40 39 38 38 39 32,1 2 3 4 6 7 8,6158,1551487416.144,Fri Mar 01 2019 18:43:36 GMT-0600 (Central Standard Time)
A,121571,train,20,2,3,2 3,2,538 326,40 32,1,864,1551487423.022,Fri Mar 01 2019 18:43:43 GMT-0600 (Central Standard Time)
A,121571,train,21,4,5,4 5,2,550 914,40 32,1,1464,1551487430.496,Fri Mar 01 2019 18:43:50 GMT-0600 (Central Standard Time)
A,121571,train,22,4,5,4 5,2,476 644,40 32,1,1120,1551487437.627,Fri Mar 01 2019 18:43:57 GMT-0600 (Central Standard Time)
A,121571,train,23,10,7,10 9 8 7,4,1348 896 774 642,40 40 40 32,1 2 3,3660,1551487447.297,Fri Mar 01 2019 18:44:07 GMT-0600 (Central Standard Time)
A,121571,train,24,7,3,7 6 5 4 3,5,596 1640 893 678 588,39 39 38 38 32,1 2 3 4,4395,1551487457.704,Fri Mar 01 2019 18:44:17 GMT-0600 (Central Standard Time)
A,121571,train,25,2,3,2 3,2,547 402,40 32,1,949,1551487464.665,Fri Mar 01 2019 18:44:24 GMT-0600 (Central Standard Time)
A,121571,train,26,2,3,2 3,2,552 405,40 32,1,957,1551487471.633,Fri Mar 01 2019 18:44:31 GMT-0600 (Central Standard Time)
A,121571,train,27,4,5,4 5,2,1219 764,40 32,1,1983,1551487479.626,Fri Mar 01 2019 18:44:39 GMT-0600 (Central Standard Time)
A,121571,train,28,10,7,10 9 8 7,4,868 564 544 572,40 40 40 32,1 2 3,2548,1551487488.184,Fri Mar 01 2019 18:44:48 GMT-0600 (Central Standard Time)
A,121571,train,29,10,7,10 9 8 7,4,556 219 186 496,40 40 40 32,1 2 3,1457,1551487495.652,Fri Mar 01 2019 18:44:55 GMT-0600 (Central Standard Time)
A,121571,train,30,7,10,7 8 9 10,4,741 239 450 577,38 38 38 32,1 2 3,2007,1551487503.713,Fri Mar 01 2019 18:45:03 GMT-0600 (Central Standard Time)
A,121571,train,31,10,7,10 9 8 7,4,392 176 140 486,40 40 40 32,1 2 3,1194,1551487510.919,Fri Mar 01 2019 18:45:10 GMT-0600 (Central Standard Time)
A,121571,train,32,10,1,10 1,2,430 564,39 32,1,994,1551487517.923,Fri Mar 01 2019 18:45:17 GMT-0600 (Central Standard Time)
A,121571,train,33,2,3,2 3,2,493 320,40 32,1,813,1551487524.749,Fri Mar 01 2019 18:45:24 GMT-0600 (Central Standard Time)
A,121571,train,34,6,1,6 7 8 9 10 1,6,398 1185 322 497 1481 572,37 38 38 38 39 32,1 2 3 4 5,4455,1551487535.217,Fri Mar 01 2019 18:45:35 GMT-0600 (Central Standard Time)
A,121571,train,35,2,3,2 3,2,462 268,40 32,1,730,1551487541.959,Fri Mar 01 2019 18:45:41 GMT-0600 (Central Standard Time)
A,121571,train,36,2,3,2 3,2,451 321,40 32,1,772,1551487548.742,Fri Mar 01 2019 18:45:48 GMT-0600 (Central Standard Time)
A,121571,train,37,7,4,7 6 5 4,4,397 432 393 537 534,39 39 39 38 32,1 2 4,2293,1551487557.049,Fri Mar 01 2019 18:45:57 GMT-0600 (Central Standard Time)
A,121571,train,38,4,5,4 5,2,407 293,40 32,1,700,1551487563.762,Fri Mar 01 2019 18:46:03 GMT-0600 (Central Standard Time)
A,121571,train,39,1,3,1 2 3,3,478 791 378,39 40 32,1 2,1647,1551487571.422,Fri Mar 01 2019 18:46:11 GMT-0600 (Central Standard Time)
A,121571,train,40,10,7,10 9 8 7,4,430 194 232 141 321,40 40 40 40 32,1 2 3,1318,1551487578.747,Fri Mar 01 2019 18:46:18 GMT-0600 (Central Standard Time)
A,121571,train,41,1,4,1 2 3 4,4,1375 2518 468 524,39 40 40 32,1 2 3,4885,1551487589.643,Fri Mar 01 2019 18:46:29 GMT-0600 (Central Standard Time)
A,121571,train,42,4,5,4 5,2,370 303,40 32,1,673,1551487596.328,Fri Mar 01 2019 18:46:36 GMT-0600 (Central Standard Time)
A,121571,train,43,4,5,4 5,2,751 241,40 32,1,992,1551487603.33,Fri Mar 01 2019 18:46:43 GMT-0600 (Central Standard Time)
