group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,1709351423333,train,1,2,3,2 1 10 9 8 7 8 7 6 5 6 7 8 9 10 1 2 3,18,575 824 1514 692 3750 4821 623 502 594 919 4143 1104 905 724 601 338 521 409 1494 355 381 456 366 511 398 400 935 1314,38 38 39 39 32 40 40 40 38 32 40 32 37 37 37 39 32 39 39 38 38 38 38 37 37 37 40 32,3 4 6 7 8 9 11 13 14 16 18 20 21 22 24 25 27,30169,1552400033.984,Tue Mar 12 2019 09:13:53 GMT-0500 (Central Daylight Time)
A,1709351423333,train,2,5,9,5 6 7 8 9,5,380 390 402 381 462 991,39 39 39 38 38 32,1 2 4 5,3006,1552400043.007,Tue Mar 12 2019 09:14:03 GMT-0500 (Central Daylight Time)
A,1709351423333,train,3,10,4,10 1 2 3 4,5,469 407 458 230 408 411,37 37 37 40 40 32,1 2 4 5,2383,1552400051.401,Tue Mar 12 2019 09:14:11 GMT-0500 (Central Daylight Time)
A,1709351423333,train,4,1,4,1 10 9 8 7 8 9 8 7 6 5 6 7 8 9 10 1 2 1 2 3 4,22,294 351 600 421 5990 807 532 620 390 369 403 743 441 524 329 316 1229 413 436 341 482 734 478 358 380 518,39 39 40 40 40 38 38 40 40 37 37 39 39 39 38 38 38 38 37 37 37 39 37 40 40 32,1 3 4 5 6 7 8 9 10 11 12 13 15 16 17 19 20 22 23 24 25,18499,1552400075.908,Tue Mar 12 2019 09:14:35 GMT-0500 (Central Daylight Time)
A,1709351423333,train,5,9,4,9 8 7 6 5 6 7 8 9 10 1 2 3 4,14,384 330 712 220 481 629 380 470 748 409 411 583 615 788 526 406 550 433,40 40 40 37 37 39 39 39 38 37 38 38 37 37 37 40 40 32,1 2 4 5 6 7 9 11 12 13 14 16 17,9075,1552400090.998,Tue Mar 12 2019 09:14:50 GMT-0500 (Central Daylight Time)
A,1709351423333,train,6,4,5,4 3 2 1 10 9 8 7 8 7 6 7 6 5 4 5,16,360 412 438 383 401 585 519 1394 589 493 612 329 791 420 403 315 452 369 1289 1719 429,38 38 38 39 39 39 40 40 40 38 40 37 38 39 39 40 37 37 38 40 32,1 2 4 5 7 8 9 10 11 12 14 17 18 19 20,12702,1552400109.713,Tue Mar 12 2019 09:15:09 GMT-0500 (Central Daylight Time)
A,1709351423333,train,7,10,8,10 1 2 3 4 5 4 5 4 3 2 1 10 9 8,15,109 458 543 385 470 471 745 266 446 180 348 414 282 470 296 460 293 655 520 554 395 1013,37 37 37 40 40 40 38 39 39 40 40 38 38 39 38 38 39 39 39 40 40 32,1 2 4 5 6 7 10 12 13 15 17 18 20 21,9773,1552400125.5,Tue Mar 12 2019 09:15:25 GMT-0500 (Central Daylight Time)
A,1709351423333,train,8,4,3,4 3,2,346 422,38 32,1,768,1552400132.279,Tue Mar 12 2019 09:15:32 GMT-0500 (Central Daylight Time)
A,1709351423333,train,9,2,3,2 3,2,369 1118,40 32,1,1487,1552400139.777,Tue Mar 12 2019 09:15:39 GMT-0500 (Central Daylight Time)
A,1709351423333,train,10,2,3,2 3,2,283 439,40 32,1,722,1552400146.51,Tue Mar 12 2019 09:15:46 GMT-0500 (Central Daylight Time)
A,1709351423333,train,11,1,4,1 2 3 4,4,309 777 333 817 364 370,37 32 37 40 40 32,1 4 5,2970,1552400155.489,Tue Mar 12 2019 09:15:55 GMT-0500 (Central Daylight Time)
A,1709351423333,train,12,10,7,10 9 8 7,4,384 517 946 913,40 40 40 32,1 2 3,2760,1552400164.26,Tue Mar 12 2019 09:16:04 GMT-0500 (Central Daylight Time)
A,1709351423333,train,13,8,6,8 7 6,3,380 599 569 700 504,40 32 40 37 32,1 4,2752,1552400173.024,Tue Mar 12 2019 09:16:13 GMT-0500 (Central Daylight Time)
A,1709351423333,train,14,5,6,5 6,2,532 727,39 32,1,1259,1552400180.295,Tue Mar 12 2019 09:16:20 GMT-0500 (Central Daylight Time)
A,1709351423333,train,15,4,1,4 5 6 7 6 5 6 5 4 3 2 1,12,293 456 384 509 487 478 296 297 425 697 486 427 1019 421 1363 611 559,40 40 39 39 39 37 37 37 40 39 40 37 38 38 38 39 32,1 3 4 6 7 10 12 13 14 15 16,9208,1552400195.514,Tue Mar 12 2019 09:16:35 GMT-0500 (Central Daylight Time)
A,1709351423333,train,16,10,7,10 9 8 7,4,383 881 351 457,40 40 40 32,1 2 3,2072,1552400203.595,Tue Mar 12 2019 09:16:43 GMT-0500 (Central Daylight Time)
A,1709351423333,train,17,5,8,5 6 7 6 5 4 3 2 1 10 1 2 3 2 1 10 9 8,18,461 738 612 610 475 304 500 358 435 688 749 376 360 511 400 616 568 493 464 987 418 509 391 426 193 470 428,39 40 39 39 37 37 40 38 38 38 38 38 39 39 37 37 40 39 38 38 39 39 39 39 40 40 32,1 3 5 6 8 9 10 13 14 15 16 17 19 21 22 25 26,13540,1552400223.145,Tue Mar 12 2019 09:17:03 GMT-0500 (Central Daylight Time)
A,1709351423333,train,18,10,7,10 9 10 1 2 1 10 9 8 7,10,416 478 420 551 378 301 288 277 458 679 339 464 426,40 38 37 37 37 39 39 39 38 40 40 40 32,1 2 3 4 6 7 10 11 12,5475,1552400234.633,Tue Mar 12 2019 09:17:14 GMT-0500 (Central Daylight Time)
A,1709351423333,train,19,4,5,4 5,2,310 324 428,40 40 32,1,1062,1552400241.708,Tue Mar 12 2019 09:17:21 GMT-0500 (Central Daylight Time)
A,1709351423333,train,20,2,3,2 1 10 1 2 3,6,309 365 435 317 276 464 606,39 39 39 37 37 40 32,1 2 4 5 6,2772,1552400250.494,Tue Mar 12 2019 09:17:30 GMT-0500 (Central Daylight Time)
A,1709351423333,train,21,1,7,1 10 1 2 3 4 5 4 3 2 3 4 5 6 7,15,399 427 403 361 378 404 402 363 451 237 162 309 311 376 565 287 1038 513 342 1206 805,39 39 37 37 40 40 40 40 38 38 38 38 38 40 37 40 40 40 39 39 32,1 3 4 5 6 7 9 10 11 14 16 17 19 20,9739,1552400266.242,Tue Mar 12 2019 09:17:46 GMT-0500 (Central Daylight Time)
A,1709351423333,train,22,10,8,10 9 8,3,417 537 482,40 40 32,1 2,1436,1552400273.688,Tue Mar 12 2019 09:17:53 GMT-0500 (Central Daylight Time)
A,1709351423333,train,23,2,3,2 3,2,363 425,40 32,1,788,1552400280.488,Tue Mar 12 2019 09:18:00 GMT-0500 (Central Daylight Time)
A,1709351423333,train,24,2,5,2 3 4 5,4,386 371 421 631,40 40 40 32,1 2 3,1809,1552400288.311,Tue Mar 12 2019 09:18:08 GMT-0500 (Central Daylight Time)
A,1709351423333,train,25,10,7,10 9 8 7,4,263 370 382 390,40 40 40 32,1 2 3,1405,1552400295.726,Tue Mar 12 2019 09:18:15 GMT-0500 (Central Daylight Time)
A,1709351423333,train,26,7,9,7 8 9 10 9,5,548 160 143 407 243,38 38 38 40 32,1 2 3 4,1501,1552400303.239,Tue Mar 12 2019 09:18:23 GMT-0500 (Central Daylight Time)
A,1709351423333,train,27,4,5,4 5,2,297 188 404,40 40 32,1,889,1552400310.137,Tue Mar 12 2019 09:18:30 GMT-0500 (Central Daylight Time)
A,1709351423333,train,28,4,5,4 5,2,349 455,40 32,1,804,1552400316.955,Tue Mar 12 2019 09:18:36 GMT-0500 (Central Daylight Time)
A,1709351423333,train,29,4,5,4 5,2,302 264,40 32,1,566,1552400323.529,Tue Mar 12 2019 09:18:43 GMT-0500 (Central Daylight Time)
A,1709351423333,train,30,2,3,2 3 4 3,4,334 251 342 281,40 40 38 32,1 2 3,1208,1552400330.752,Tue Mar 12 2019 09:18:50 GMT-0500 (Central Daylight Time)
A,1709351423333,train,31,4,8,4 5 4 3 2 1 10 9 8,9,401 433 202 429 254 273 351 440 482 420 224 354 452,40 40 40 38 38 38 38 39 39 39 40 40 32,1 4 5 6 8 9 11 12,4715,1552400341.481,Tue Mar 12 2019 09:19:01 GMT-0500 (Central Daylight Time)
A,1709351423333,train,32,4,5,4 5,2,286 308 333,40 40 32,1,927,1552400348.418,Tue Mar 12 2019 09:19:08 GMT-0500 (Central Daylight Time)
