group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,1185836353206,train,1,2,3,2 3 4 5 6 7 6 5 4 3,10,1222 816 2151 852 2274 902 1171 1485 541 1240 927,40 40 40 37 37 39 39 38 38 13 32,1 2 3 4 5 6 7 8 9,13581,1552400253.299,Tue Mar 12 2019 09:17:33 GMT-0500 (Central Daylight Time)
A,1185836353206,train,2,10,7,10 9 8 7,4,649 590 509 517,40 40 40 32,1 2 3,2265,1552400261.568,Tue Mar 12 2019 09:17:41 GMT-0500 (Central Daylight Time)
A,1185836353206,train,3,3,2,3 4 5 6 7 8 9 10 1 2,10,732 535 462 552 1223 851 638 1066 798 1491 714,40 40 40 37 37 38 38 38 39 39 32,1 2 4 5 6 7 8 9 10,9062,1552400276.637,Tue Mar 12 2019 09:17:56 GMT-0500 (Central Daylight Time)
A,1185836353206,train,4,2,3,2 1 10 9 8 9 10 9 8 7 8 9 10 1 2 1 10 9 8 7 8 9 10 1 10 9 8 7 6 5 6 5 4 3,34,537 456 462 396 203 922 187 200 549 254 263 234 905 499 728 625 809 511 1165 193 509 590 515 576 614 333 228 1497 1355 1312 558 613 827 1436 621 888 604 1569 780 373 620 952,37 37 37 40 40 38 38 38 40 40 40 40 38 38 38 38 39 39 37 37 37 40 40 40 40 38 38 38 39 37 40 39 40 40 39 39 39 37 39 38 38 32,1 2 4 5 6 7 9 10 11 13 14 15 17 18 19 20 22 23 24 26 27 28 29 30 31 33 34 35 36 38 39 40 41,27468,1552400310.112,Tue Mar 12 2019 09:18:30 GMT-0500 (Central Daylight Time)
A,1185836353206,train,5,3,9,3 4 5 4 3 2 1 10 1 2 3 4 5 4 3 2 1 10 1 10 9,21,472 417 424 479 197 595 494 581 214 590 676 13147 624 599 1297 434 485 1169 1061 874 1436 437 872,40 40 40 38 38 38 38 37 37 39 39 40 40 40 38 38 38 37 37 39 37 40 32,1 2 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22,27574,1552400343.691,Tue Mar 12 2019 09:19:03 GMT-0500 (Central Daylight Time)
A,1185836353206,train,6,2,3,2 3,2,1770 1551,40 32,1,3321,1552400353.017,Tue Mar 12 2019 09:19:13 GMT-0500 (Central Daylight Time)
A,1185836353206,train,7,1,7,1 10 9 8 7,5,503 548 1284 625 551 610,37 37 40 40 40 32,1 3 4 5,4121,1552400363.145,Tue Mar 12 2019 09:19:23 GMT-0500 (Central Daylight Time)
A,1185836353206,train,8,10,7,10 9 8 7,4,490 220 439 428,40 40 40 32,1 2 3,1577,1552400370.726,Tue Mar 12 2019 09:19:30 GMT-0500 (Central Daylight Time)
A,1185836353206,train,9,4,5,4 5,2,919 721,40 32,1,1640,1552400378.373,Tue Mar 12 2019 09:19:38 GMT-0500 (Central Daylight Time)
A,1185836353206,train,10,4,5,4 5,2,429 364,40 32,1,793,1552400385.174,Tue Mar 12 2019 09:19:45 GMT-0500 (Central Daylight Time)
A,1185836353206,train,11,5,4,5 4,2,642 508,38 32,1,1150,1552400392.333,Tue Mar 12 2019 09:19:52 GMT-0500 (Central Daylight Time)
A,1185836353206,train,12,1,3,1 2 3 4 3,5,595 1018 1191 485 373 370,39 39 40 40 38 32,1 3 4 5,4032,1552400402.371,Tue Mar 12 2019 09:20:02 GMT-0500 (Central Daylight Time)
A,1185836353206,train,13,8,9,8 7 8 9,4,523 982 486 448 904,40 40 38 38 32,1 3 4,3343,1552400411.72,Tue Mar 12 2019 09:20:11 GMT-0500 (Central Daylight Time)
A,1185836353206,train,14,4,5,4 5,2,441 350,40 32,1,791,1552400418.518,Tue Mar 12 2019 09:20:18 GMT-0500 (Central Daylight Time)
A,1185836353206,train,15,2,3,2 3,2,421 459,40 32,1,880,1552400425.405,Tue Mar 12 2019 09:20:25 GMT-0500 (Central Daylight Time)
A,1185836353206,train,16,10,7,10 9 8 7,4,618 220 410 448,40 40 40 32,1 2 3,1696,1552400433.107,Tue Mar 12 2019 09:20:33 GMT-0500 (Central Daylight Time)
A,1185836353206,train,17,4,5,4 5,2,455 251,40 32,1,706,1552400439.821,Tue Mar 12 2019 09:20:39 GMT-0500 (Central Daylight Time)
