group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,153056,train,1,3,1 10 9 8 7 6 5 4 3,9,791 432 594 701 1364 728 550 780 756 1043 573 488 936 1650,39 39 39 40 40 40 40 37 37 37 37 38 38 32,11386
A,153056,train,5,9,5 6 7 8 9,5,630 465 356 378 314 767 424 308 404 789 426 2434 1129 845 1377,96 96 16 16 16 39 40 96 40 40 16 39 38 38 32,11046
A,153056,train,1,3,1 2 3,3,775 1242 1390,37 40 32,3407
A,153056,train,10,7,10 1 2 3 4 5 6 7,8,301 980 1166 728 850 1205 897 1213,37 37 40 40 40 39 39 32,7340
A,153056,train,4,6,4 3 2 1 10 1 2 3 4 5 4 3 2 1 10 1 2 1 10 9 8 7 6,23,512 573 1339 1442 817 950 1173 854 1906 368 799 249 242 167 899 518 841 1223 400 1131 9202 2518 1843 641 924 653 1484,38 38 16 39 39 37 37 40 40 40 40 38 38 38 38 39 39 37 37 39 39 40 40 40 40 37 32,33668
A,153056,train,4,6,4 3 2 1 10 9 8 7 8 7 6,11,941 917 1821 947 797 600 948 1663 734 370 1631,38 38 39 39 40 40 40 38 40 37 32,11369
A,153056,train,4,6,4 5 6,3,824 1095 1128,40 39 32,3047
A,153056,train,1,2,1 2,2,396 663,37 32,1059
A,153056,train,10,7,10 1 2 3 4 5 6 7,8,501 1012 1033 536 527 719 894 797,37 37 40 40 40 39 39 32,6019
A,153056,train,10,7,10 9 10 1 2 3 4 5 6 7,10,424 1011 832 826 987 668 954 1295 886 988,40 38 37 37 40 40 40 39 39 32,8871
A,153056,train,1,3,1 10 9 8 7 6 5 4 3,9,401 1083 573 690 876 921 750 635 1134,39 40 40 40 37 37 38 38 32,7063
A,153056,train,10,7,10 1 2 3 4 5 6 7,8,966 942 756 596 596 1139 582 728,37 37 40 40 40 39 39 32,6305
A,153056,train,1,3,1 2 3,3,431 1113 846,37 40 32,2390
A,153056,train,10,7,10 9 8 7,4,500 1115 335 1173 1000 1083 1852 2400 3783 1648 1109,40 39 39 39 16 16 16 39 40 40 32,15998
A,153056,train,4,6,4 3 2 1 10 9 8 7 6,9,746 1337 759 683 930 387 1126 492 1385 1119,38 38 39 39 39 40 40 40 37 32,8964
A,153056,train,1,3,1 10 9 8 7 6 5 4 3,9,330 893 702 646 666 680 816 782 1170,39 40 40 40 37 37 38 38 32,6685
A,153056,train,2,7,2 1 2 1 2 3 4 5 6 7,10,1716 363 708 8 911 831 344 525 496 725 479 699 784,39 40 40 37 39 37 40 40 40 16 39 39 32,8589
A,153056,train,10,7,10 9 8 9 10 9 8 7,8,1359 1055 355 866 555 2081 1376 920 1006 698 1080 3631 35 604 665 649 750 817,39 39 40 16 39 39 39 39 39 39 39 40 38 38 40 40 40 32,18502
A,153056,train,1,3,1 2 3,3,587 717 656,37 40 32,1960
A,153056,train,3,10,3 2 1 10,4,406 288 959 879 779,38 38 39 39 32,3311
A,153056,train,1,3,1 10 9 8 7 6 5 4 3,9,733 981 869 799 720 606 521 1085 833 604 830,40 39 40 40 40 40 37 37 38 38 32,8581
