group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,157387,train,1,4,1,4 5 4 5 4 5 4 3 2 1,10,489 1551 1177 1197 1148 1293 2218 950 2168 1516,38 40 38 40 38 40 40 40 39 32,1 2 3 4 5 6 7 8 9,13707,1551487637.44,Fri Mar 01 2019 16:47:17 GMT-0800 (Pacific Standard Time)
A,157387,train,2,2,3,2 3,2,787 2192,38 32,1,2979,1551487646.427,Fri Mar 01 2019 16:47:26 GMT-0800 (Pacific Standard Time)
A,157387,train,3,2,3,2 3,2,844 1606,38 32,1,2450,1551487654.883,Fri Mar 01 2019 16:47:34 GMT-0800 (Pacific Standard Time)
A,157387,train,4,4,10,4 3 2 3 4 5 6 7 6 5 4 3 2 1 10,15,99 719 578 493 508 623 651 1866 1192 574 1325 243 238 2944 399 431 1284 796 1275,40 40 40 38 38 38 38 39 39 39 37 37 37 40 40 40 39 39 32,1 2 4 5 6 8 9 11 12 14 15 16 17 18,16238,1551487677.131,Fri Mar 01 2019 16:47:57 GMT-0800 (Pacific Standard Time)
A,157387,train,5,10,7,10 9 8 7 6 5 6 7,8,622 886 472 2096 550 1093 745 370 174 220 809,38 38 38 37 37 37 37 39 39 39 32,1 2 3 4 5 8 9,8037,1551487691.174,Fri Mar 01 2019 16:48:11 GMT-0800 (Pacific Standard Time)
A,157387,train,6,2,3,2 3 4 3,4,1215 692 547 582,38 38 40 32,1 2 3,3036,1551487700.219,Fri Mar 01 2019 16:48:20 GMT-0800 (Pacific Standard Time)
A,157387,train,7,10,7,10 9 8 7,4,129 956 435 1751,38 38 38 32,1 2 3,3271,1551487709.497,Fri Mar 01 2019 16:48:29 GMT-0800 (Pacific Standard Time)
A,157387,train,8,3,9,3 2 1 10 1 2 3 4 5 6 7 6 5 4 3 2 1 2 1 10 1 2 3 4 5 6 7 6 5 4 3 2 3 4 5 6 7 8 9,39,425 533 831 541 362 633 225 233 1128 282 478 578 1283 797 439 1275 275 322 844 353 452 568 813 1408 556 499 535 766 329 587 1323 3066 1510 1019 600 1098 340 328 864 413 421 641 5429 2151 1128 1044 1078 871 718 966 1630,40 40 39 39 39 37 37 37 38 38 38 38 39 39 39 37 37 37 40 40 40 40 39 37 39 39 39 37 37 37 38 38 38 39 39 37 37 37 40 40 40 40 38 38 38 39 39 39 40 40 32,1 3 4 6 7 9 10 11 13 14 16 17 19 20 21 23 24 25 26 28 29 31 32 33 34 35 36 37 39 40 41 43 44 45 46 47 49 50,44988,1551487760.493,Fri Mar 01 2019 16:49:20 GMT-0800 (Pacific Standard Time)
A,157387,train,9,2,3,2 3,2,1275 1235,38 32,1,2510,1551487769.011,Fri Mar 01 2019 16:49:29 GMT-0800 (Pacific Standard Time)
A,157387,train,10,6,4,6 7 8 9 10 1 2 1 10 9 8 7 6 5 4,15,515 1058 711 422 539 442 860 312 751 478 282 385 507 266 256 433 1277 689 384 370 1025,39 39 39 40 40 40 37 37 37 39 39 39 38 38 38 38 37 37 37 40 32,1 4 5 6 7 8 10 11 13 14 15 17 18 20,11962,1551487786.978,Fri Mar 01 2019 16:49:46 GMT-0800 (Pacific Standard Time)
A,157387,train,11,4,5,4 5,2,2475 1733,38 32,1,4208,1551487797.195,Fri Mar 01 2019 16:49:57 GMT-0800 (Pacific Standard Time)
A,157387,train,12,10,7,10 1 2 3 4 5 4 3 2 1 10 1 2 3 4 5 6 7,18,546 518 670 517 572 507 1094 444 306 357 547 725 482 776 883 460 862 911 536 462 1515 743 1390,37 37 37 38 38 38 38 40 40 40 40 39 39 39 37 38 37 38 38 38 39 39 32,1 2 4 5 6 8 9 10 12 13 15 17 18 19 20 21 22,15823,1551487819.028,Fri Mar 01 2019 16:50:19 GMT-0800 (Pacific Standard Time)
A,157387,train,13,10,7,10 9 8 7,4,2667 820 471 1035,38 38 38 32,1 2 3,4993,1551487830.028,Fri Mar 01 2019 16:50:30 GMT-0800 (Pacific Standard Time)
A,157387,train,14,4,5,4 5,2,59 794,38 32,1,853,1551487836.888,Fri Mar 01 2019 16:50:36 GMT-0800 (Pacific Standard Time)
A,157387,train,15,9,8,9 10 9 8,4,461 703 473 301 725,40 40 38 38 32,1 3 4,2663,1551487845.558,Fri Mar 01 2019 16:50:45 GMT-0800 (Pacific Standard Time)
A,157387,train,16,10,7,10 1 2 3 4 5 6 7,8,495 562 500 469 580 450 548 584 1683 789,37 37 37 38 38 38 38 39 39 32,1 2 4 5 6 8 9,6660,1551487858.223,Fri Mar 01 2019 16:50:58 GMT-0800 (Pacific Standard Time)
A,157387,train,17,4,5,4 3 2 3 4 5,6,753 772 585 371 260 377 534,40 40 40 38 38 38 32,1 2 4 5 6,3652,1551487867.882,Fri Mar 01 2019 16:51:07 GMT-0800 (Pacific Standard Time)
