group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,171889,train,1,2,3,2 1 10 1 2 1 10 9 8 7 6 5 6 7 6 5 6 7 8 9 10 1 2 1 10 9 8 7 8 9 10 9 8 7 6 5 4 3,38,2772 4131 423 350 3626 1772 518 943 373 389 417 473 347 808 689 608 930 886 339 299 543 609 377 306 332 319 315 616 503 1028 425 3067 794 348 336 572 377 624 419 838 348 266 503 539 489 403 1060 802 1383 528 742 967 344 447 401 418 1455 472 526 420 3755 567 498 554 385 746 395 996 359 807 496 3003 2969 8982,39 38 38 39 37 37 37 38 39 39 39 38 38 37 37 37 16 38 38 40 40 40 40 39 39 39 39 40 37 37 37 40 39 39 39 37 37 37 40 40 40 37 38 38 38 38 37 39 39 39 37 37 37 40 40 40 38 38 38 38 40 40 40 40 39 39 39 16 16 38 38 17 91 32,5 6 9 10 14 15 20 21 22 24 25 29 30 33 34 36 37 43 44 45 48 49 51 52 54 55 56 57 58 59 61 62 63 65 66 70 71,70866,1551497752.159,Fri Mar 01 2019 22:35:52 GMT-0500 (Eastern Standard Time)
A,171889,train,2,2,3,2 3,2,1605 26 3238,40 17 32,1,4869,1551497763.036,Fri Mar 01 2019 22:36:03 GMT-0500 (Eastern Standard Time)
A,171889,train,3,4,5,4 5,2,532 3164 1840,40 17 32,1,5536,1551497774.582,Fri Mar 01 2019 22:36:14 GMT-0500 (Eastern Standard Time)
A,171889,train,4,10,1,10 9 8 7 6 7 6 5 6 7 6 5 6 5 4 3 2 3 4 5 6 7 8 9 10 9 8 7 6 5 6 5 6 7 6 5 4 3 2 3 4 5 6 7 6 5 4 3 2 3 4 5 4 3 2 3 4 5 6 5 6 7 6 7 8 9 10 9 8 7 6 5 6 7 6 5 4 3 2 1,80,612 532 484 963 962 910 599 266 1136 374 259 802 539 45 998 386 487 546 587 664 403 539 589 858 428 504 537 688 1234 317 1227 402 354 1134 404 327 287 399 633 353 354 340 543 490 646 498 707 500 31 516 384 271 308 354 1591 1378 341 453 399 244 215 429 384 428 515 326 217 405 320 502 367 355 447 211 504 338 243 438 249 375 696 290 1536 502 376 912 1718 350 1134 596 1975 675 494 413 511 384 628 729 427 334 388 323 679 1115 450 414 1207 2156 921 612 420 389 728 952 5591 1887,40 40 40 40 39 37 39 39 39 39 37 40 40 37 37 39 39 39 37 39 38 38 38 38 40 40 40 40 37 37 38 38 38 40 40 40 40 39 39 39 39 40 37 38 39 39 37 37 37 39 39 39 39 38 17 38 38 38 40 40 40 40 37 37 37 39 39 39 38 38 38 38 40 40 39 40 40 38 37 38 38 38 40 40 40 37 39 39 37 37 39 37 40 38 38 38 38 40 40 40 40 39 39 39 37 37 39 32 39 39 38 38 38 37 17 32,1 2 3 5 6 7 8 11 14 16 17 19 20 21 22 23 25 26 27 29 30 31 32 33 34 35 36 38 39 43 45 47 48 50 51 54 56 57 59 60 61 63 64 66 67 69 70 71 73 74 76 78 80 81 83 84 85 86 87 89 90 91 92 94 95 96 98 99 100 102 103 105 106 107 109 111 112 113 114,74296,1551497854.887,Fri Mar 01 2019 22:37:34 GMT-0500 (Eastern Standard Time)
A,171889,train,5,2,3,2 3,2,6780 351 2036,38 40 32,2,9167,1551497870.061,Fri Mar 01 2019 22:37:50 GMT-0500 (Eastern Standard Time)
A,171889,train,6,10,7,10 1 2 1 2 3 4 5 6 7 6 7,12,1423 319 504 459 415 3083 873 1460 896 1239 1275 1177 1568 994 432 769 2295 1699 677 2083,38 39 39 39 37 17 39 17 40 40 17 40 17 39 37 37 17 39 37 32,2 3 5 7 9 10 12 15 16 18 19,23640,1551497899.711,Fri Mar 01 2019 22:38:19 GMT-0500 (Eastern Standard Time)
A,171889,train,7,4,5,4 3 2 3 2 3 4 5,8,3711 731 1580 6306 521 342 346 492 2381 332 760 1074 282 2247,38 38 17 40 37 37 38 38 38 40 40 40 40 32,1 2 4 7 10 11 12,21105,1551497926.822,Fri Mar 01 2019 22:38:46 GMT-0500 (Eastern Standard Time)
A,171889,train,8,4,5,4 3 2 3 4 5,6,2363 434 246 534 331 219 384 1355,38 38 38 38 40 40 40 32,1 2 5 6 7,5866,1551497938.695,Fri Mar 01 2019 22:38:58 GMT-0500 (Eastern Standard Time)
A,171889,train,9,2,3,2 3,2,401 1092,40 32,1,1493,1551497946.196,Fri Mar 01 2019 22:39:06 GMT-0500 (Eastern Standard Time)
A,171889,train,10,5,2,5 4 3 2 3 4 5 6 7 6 5 6 7 8 9 10 9 8 7 6 5 6 7 6 5 6 5 4 3 2,30,11172 2836 1583 963 615 745 1 1300 7513 410 345 1379 587 351 808 420 455 451 1136 423 650 625 304 757 488 499 1450 446 441 368 1110 347 1046 692 401 922 507 1266 713 314 462 225 605 2278,32 38 32 38 32 38 39 40 37 40 40 40 37 37 37 39 39 39 37 37 40 37 38 38 38 38 38 40 40 40 39 39 39 37 37 39 39 37 39 39 38 38 38 32,2 4 6 8 10 11 13 14 16 17 19 20 23 24 25 28 29 30 31 32 34 35 36 37 38 39 41 42 43,50409,1551498002.615,Fri Mar 01 2019 22:40:02 GMT-0500 (Eastern Standard Time)
