group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,144578,train,10,7,10 1 2 3 4 5 6 7,8,920 636 689 519 759 498 399 512 416 633 599,40 39 39 39 38 38 38 38 37 37 32,6580
A,144578,train,1,3,1 2 3,3,825 517 454 616 536,39 39 40 38 32,2948
A,144578,train,6,4,6 7 8 9 10 1 2 3 4,9,716 566 834 454 438 450 367 561 543 304 521 544,37 37 40 40 40 40 39 39 39 38 38 32,6298
A,144578,train,10,7,10 9 8 7,4,704 514 415 514,38 38 38 32,2147
A,144578,train,10,6,10 1 2 3 4 5 6,7,2875 454 447 552 440 576 561 1007 696,39 39 39 38 38 38 38 37 32,7608
A,144578,train,1,3,1 2 3,3,2331 1181 559,39 38 32,4071
A,144578,train,10,7,10 1 2 3 4 5 6 7,8,596 529 463 384 451 396 1169 496 664,39 39 39 38 38 38 37 37 32,5148
A,144578,train,10,7,10 9 8 7,4,2352 469 432 480,38 38 38 32,3733
A,144578,train,4,6,4 5 6,3,486 414 648 505,38 38 37 32,2053
A,144578,train,4,6,4 5 6,3,407 515 537,38 37 32,1459
