group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,131687,train,10,7,10 1 2 3 4 5 6 7,8,520 1467 1359 1533 2077 1250 871 420,39 39 38 38 38 37 37 32,9497
A,131687,train,10,7,10 9 8 7,4,459 1238 1623 381,38 38 38 32,3701
A,131687,train,7,9,7 8 9,3,285 1115 388,40 40 32,1788
A,131687,train,4,6,4 5 6,3,769 1063 476,38 37 32,2308
A,131687,train,4,6,4 5 6,3,378 523 381,38 37 32,1282
A,131687,train,1,3,1 2 3,3,679 1498 402,39 38 32,2579
A,131687,train,3,4,3 4,2,371 329,38 32,700
A,131687,train,1,3,1 2 3,3,303 634 347,39 38 32,1284
A,131687,train,4,6,4 5 6,3,412 460 308,38 37 32,1180
A,131687,train,7,3,7 8 9 10 1 2 3,7,389 2131 1811 1782 2226 857 396,40 40 40 39 39 38 32,9592
A,131687,train,4,6,4 5 6,3,1483 497 356,38 37 32,2336
A,131687,train,4,6,4 5 6,3,384 486 404,38 37 32,1274
