group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,185912,train,9,-1,9 8,2,22332 645,38 32,22977,289,1552343878.885,Mon Mar 11 2019 18:37:58 GMT-0400 (Atlantic Standard Time)
A,185912,train,5,-1,5 6 7,3,3480 189 248,37 37 32,3917,225,1552343884.316,Mon Mar 11 2019 18:38:04 GMT-0400 (Atlantic Standard Time)
A,185912,train,8,-1,8 7,2,1962 136,38 32,2098,225,1552343887.923,Mon Mar 11 2019 18:38:07 GMT-0400 (Atlantic Standard Time)
A,185912,train,8,3,8 9 10 1 2 3,6,1245 200 219 194 209 211,40 40 39 39 38 32,2278,203,1552343891.71,Mon Mar 11 2019 18:38:11 GMT-0400 (Atlantic Standard Time)
A,185912,train,7,-1,7 8,2,1617 164,40 32,1781,225,1552343894.999,Mon Mar 11 2019 18:38:14 GMT-0400 (Atlantic Standard Time)
A,185912,train,4,10,4 3 2 1 10,5,1240 213 193 331 201 185,40 40 40 37 37 32,2363,225,1552343898.871,Mon Mar 11 2019 18:38:18 GMT-0400 (Atlantic Standard Time)
A,185912,train,9,8,9 8,2,1170 274,38 32,1444,225,1552343901.823,Mon Mar 11 2019 18:38:21 GMT-0400 (Atlantic Standard Time)
A,185912,train,8,1,8 9 10 1,4,1270 370 249 225,40 40 39 32,2114,203,1552343905.446,Mon Mar 11 2019 18:38:25 GMT-0400 (Atlantic Standard Time)
A,185912,train,1,-1,1 2 3 4 5,5,1636 690 162 358 169,39 38 38 38 32,3015,170,1552343909.967,Mon Mar 11 2019 18:38:29 GMT-0400 (Atlantic Standard Time)
A,185912,train,9,7,9 8 7,3,1262 193 182,38 38 32,1637,37,1552343913.111,Mon Mar 11 2019 18:38:33 GMT-0400 (Atlantic Standard Time)
A,185912,train,8,-1,8 9 10 1,4,1829 177 282 156,40 40 39 32,2444,156,1552343917.063,Mon Mar 11 2019 18:38:37 GMT-0400 (Atlantic Standard Time)
