group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,100068,train,2,-1,2,1,1471,32,1471,156,1543465479.343,Wed Nov 28 2018 20:24:39 GMT-0800 (Pacific Standard Time)
A,100068,train,10,3,10 1 2 3,4,146 177 1143 232 256 434,32 32 37 37 38 32,2388,156,1543465483.241,Wed Nov 28 2018 20:24:43 GMT-0800 (Pacific Standard Time)
A,100068,train,4,3,4 3,2,371 831 712,32 40 32,1914,156,1543465486.663,Wed Nov 28 2018 20:24:46 GMT-0800 (Pacific Standard Time)
A,100068,train,4,3,4 3,2,150 185 200 592 296,32 32 32 40 32,1423,156,1543465489.59,Wed Nov 28 2018 20:24:49 GMT-0800 (Pacific Standard Time)
A,100068,train,8,7,8 7,2,58 184 232 439 529,32 32 32 38 32,1442,15,1543465492.542,Wed Nov 28 2018 20:24:52 GMT-0800 (Pacific Standard Time)
A,100068,train,7,9,7 8 9,3,556 256 231,40 40 32,1043,15,1543465495.095,Wed Nov 28 2018 20:24:55 GMT-0800 (Pacific Standard Time)
A,100068,train,4,-1,4 3 2,3,458 327 192,40 40 32,977,156,1543465497.583,Wed Nov 28 2018 20:24:57 GMT-0800 (Pacific Standard Time)
A,100068,train,7,5,7 8 9 10 1 2 3 4 5,9,5 175 183 97 160 201 310 49 136 135 289 271 281 504 240 200 23 160 297,32 40 32 40 32 40 40 32 40 32 37 32 37 38 38 32 38 38 32,3716,6,1543465502.807,Wed Nov 28 2018 20:25:02 GMT-0800 (Pacific Standard Time)
A,100068,train,1,-1,1,1,170,32,170,156,1543465504.489,Wed Nov 28 2018 20:25:04 GMT-0800 (Pacific Standard Time)
A,100068,train,10,-1,10,1,181,32,181,15,1543465506.182,Wed Nov 28 2018 20:25:06 GMT-0800 (Pacific Standard Time)
A,100068,train,5,-1,5 4,2,4 85,40 32,89,6,1543465507.782,Wed Nov 28 2018 20:25:07 GMT-0800 (Pacific Standard Time)
A,100068,train,5,-1,5,1,162,32,162,208,1543465509.454,Wed Nov 28 2018 20:25:09 GMT-0800 (Pacific Standard Time)
A,100068,train,2,-1,2,1,73,32,73,36,1543465511.029,Wed Nov 28 2018 20:25:11 GMT-0800 (Pacific Standard Time)
A,100068,train,6,-1,6,1,11 73,40 32,84,102,1543465512.622,Wed Nov 28 2018 20:25:12 GMT-0800 (Pacific Standard Time)
A,100068,train,2,-1,2,1,213,32,213,112,1543465514.343,Wed Nov 28 2018 20:25:14 GMT-0800 (Pacific Standard Time)
A,100068,train,1,-1,1,1,82 161,40 32,243,112,1543465516.095,Wed Nov 28 2018 20:25:16 GMT-0800 (Pacific Standard Time)
A,100068,train,9,-1,9 10,2,38 184,40 32,222,65,1543465517.821,Wed Nov 28 2018 20:25:17 GMT-0800 (Pacific Standard Time)
A,100068,train,2,-1,2,1,126 168,40 32,294,112,1543465519.621,Wed Nov 28 2018 20:25:19 GMT-0800 (Pacific Standard Time)
A,100068,train,5,-1,5 4,2,110 135,40 32,245,102,1543465521.373,Wed Nov 28 2018 20:25:21 GMT-0800 (Pacific Standard Time)
A,100068,train,5,-1,5,1,47,32,47,102,1543465522.925,Wed Nov 28 2018 20:25:22 GMT-0800 (Pacific Standard Time)
A,100068,train,10,-1,10,1,142,32,142,65,1543465524.573,Wed Nov 28 2018 20:25:24 GMT-0800 (Pacific Standard Time)
A,100068,train,6,-1,6,1,23 134,40 32,157,102,1543465526.237,Wed Nov 28 2018 20:25:26 GMT-0800 (Pacific Standard Time)
A,100068,train,6,-1,6,1,27 152,40 32,179,102,1543465527.925,Wed Nov 28 2018 20:25:27 GMT-0800 (Pacific Standard Time)
