group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,141481,train,8,-1,8 7 6 5 6,5,2655 1102 306 671 470 2209,38 37 37 39 13 32,7413,296,1543465439.027,Wed Nov 28 2018 22:23:59 GMT-0600 (Central Standard Time)
A,141481,train,9,10,9 8 7 6 7 8 9 10,8,3904 358 501 1906 2829 929 1414 372 489,38 38 37 32 39 40 40 40 32,12702,108,1543465453.243,Wed Nov 28 2018 22:24:13 GMT-0600 (Central Standard Time)
A,141481,train,3,8,3 4 5 6 7 8,6,1555 798 456 296 964 530,38 38 39 39 40 32,4599,108,1543465459.347,Wed Nov 28 2018 22:24:19 GMT-0600 (Central Standard Time)
A,141481,train,9,-1,9 8 7 6,4,2908 390 550 781,38 38 37 32,4629,296,1543465465.485,Wed Nov 28 2018 22:24:25 GMT-0600 (Central Standard Time)
A,141481,train,7,3,7 6 5 4 3,5,1361 329 502 446 658,37 37 40 40 32,3296,207,1543465470.288,Wed Nov 28 2018 22:24:30 GMT-0600 (Central Standard Time)
A,141481,train,7,-1,7 6,2,2473 560,37 32,3033,296,1543465474.826,Wed Nov 28 2018 22:24:34 GMT-0600 (Central Standard Time)
A,141481,train,3,-1,3 4,2,1448 545,38 32,1993,296,1543465478.329,Wed Nov 28 2018 22:24:38 GMT-0600 (Central Standard Time)
A,141481,train,8,7,8 7,2,1087 464,38 32,1551,108,1543465481.386,Wed Nov 28 2018 22:24:41 GMT-0600 (Central Standard Time)
A,141481,train,6,-1,6 5 4 3 2,5,4005 1237 337 151 238,37 40 40 40 32,5968,192,1543465488.865,Wed Nov 28 2018 22:24:48 GMT-0600 (Central Standard Time)
A,141481,train,10,-1,10,1,3614,32,3614,271,1543465493.986,Wed Nov 28 2018 22:24:53 GMT-0600 (Central Standard Time)
A,141481,train,7,5,7 6 5,3,1053 340 342,37 37 32,1735,195,1543465497.227,Wed Nov 28 2018 22:24:57 GMT-0600 (Central Standard Time)
A,141481,train,5,-1,5 6 7,3,2987 343 877,39 39 32,4207,271,1543465502.939,Wed Nov 28 2018 22:25:02 GMT-0600 (Central Standard Time)
A,141481,train,5,4,5 4 3 4,4,1346 43 715 333,40 40 38 32,2437,195,1543465506.89,Wed Nov 28 2018 22:25:06 GMT-0600 (Central Standard Time)
A,141481,train,5,8,5 6 7 8,4,1342 341 377 385,39 39 40 32,2445,271,1543465510.841,Wed Nov 28 2018 22:25:10 GMT-0600 (Central Standard Time)
A,141481,train,6,-1,6 7,2,2484 381,39 32,2865,271,1543465515.211,Wed Nov 28 2018 22:25:15 GMT-0600 (Central Standard Time)
A,141481,train,1,-1,1 10,2,2026 619,39 32,2645,271,1543465519.36,Wed Nov 28 2018 22:25:19 GMT-0600 (Central Standard Time)
A,141481,train,8,3,8 7 6 5 4 3,6,1622 493 364 493 326 288,38 37 37 40 40 32,3586,152,1543465524.452,Wed Nov 28 2018 22:25:24 GMT-0600 (Central Standard Time)
A,141481,train,1,8,1 10 9 8,4,1260 431 342 329,39 38 38 32,2362,271,1543465528.331,Wed Nov 28 2018 22:25:28 GMT-0600 (Central Standard Time)
A,141481,train,1,9,1 10 9,3,1093 353 375,39 38 32,1821,271,1543465531.659,Wed Nov 28 2018 22:25:31 GMT-0600 (Central Standard Time)
A,141481,train,5,-1,5,1,2520,32,2520,281,1543465535.69,Wed Nov 28 2018 22:25:35 GMT-0600 (Central Standard Time)
A,141481,train,2,-1,2 3 4,3,2288 347 446,38 38 32,3081,274,1543465540.276,Wed Nov 28 2018 22:25:40 GMT-0600 (Central Standard Time)
A,141481,train,5,-1,5,1,2240,32,2240,274,1543465544.021,Wed Nov 28 2018 22:25:44 GMT-0600 (Central Standard Time)
A,141481,train,9,-1,9 8 7 6,4,1970 311 418 375,38 38 37 32,3074,274,1543465548.625,Wed Nov 28 2018 22:25:48 GMT-0600 (Central Standard Time)
A,141481,train,10,8,10 9 8,3,1164 388 307,38 38 32,1859,220,1543465552,Wed Nov 28 2018 22:25:52 GMT-0600 (Central Standard Time)
A,141481,train,10,4,10 1 2 3 4,5,1478 387 396 301 325,37 37 38 38 32,2887,274,1543465556.395,Wed Nov 28 2018 22:25:56 GMT-0600 (Central Standard Time)
A,141481,train,6,-1,6,1,1984,32,1984,274,1543465559.883,Wed Nov 28 2018 22:25:59 GMT-0600 (Central Standard Time)
A,141481,train,6,-1,6,1,985,32,985,274,1543465562.374,Wed Nov 28 2018 22:26:02 GMT-0600 (Central Standard Time)
A,141481,train,10,-1,10 1,2,1772 509,37 32,2281,284,1543465566.16,Wed Nov 28 2018 22:26:06 GMT-0600 (Central Standard Time)
A,141481,train,1,-1,1,1,1376,32,1376,284,1543465569.043,Wed Nov 28 2018 22:26:09 GMT-0600 (Central Standard Time)
A,141481,train,5,6,5 6,2,919 348,39 32,1267,196,1543465571.816,Wed Nov 28 2018 22:26:11 GMT-0600 (Central Standard Time)
A,141481,train,7,8,7 8,2,1097 282,40 32,1379,33,1543465574.715,Wed Nov 28 2018 22:26:14 GMT-0600 (Central Standard Time)
A,141481,train,10,-1,10 1,2,1534 327,37 32,1861,284,1543465578.082,Wed Nov 28 2018 22:26:18 GMT-0600 (Central Standard Time)
A,141481,train,7,-1,7,1,1748,32,1748,208,1543465581.335,Wed Nov 28 2018 22:26:21 GMT-0600 (Central Standard Time)
A,141481,train,8,-1,8,1,1873,32,1873,208,1543465584.712,Wed Nov 28 2018 22:26:24 GMT-0600 (Central Standard Time)
A,141481,train,1,7,1 10 9 8 7,5,1897 441 340 420 336,39 38 38 38 32,3434,208,1543465589.652,Wed Nov 28 2018 22:26:29 GMT-0600 (Central Standard Time)
A,141481,train,1,-1,1 10,2,1223 629,39 32,1852,208,1543465593.013,Wed Nov 28 2018 22:26:33 GMT-0600 (Central Standard Time)
A,141481,train,8,-1,8 7 6,3,1953 603 406,38 37 32,2962,178,1543465597.481,Wed Nov 28 2018 22:26:37 GMT-0600 (Central Standard Time)
A,141481,train,10,-1,10 9 8 7 6,5,1447 270 373 321 264,38 38 38 37 32,2675,178,1543465601.66,Wed Nov 28 2018 22:26:41 GMT-0600 (Central Standard Time)
A,141481,train,2,5,2 3 4 5,4,1182 283 336 293,38 38 38 32,2094,178,1543465605.263,Wed Nov 28 2018 22:26:45 GMT-0600 (Central Standard Time)
A,141481,train,10,-1,10 9 8 7 6,5,2670 289 483 393 349,38 38 38 37 32,4184,246,1543465610.953,Wed Nov 28 2018 22:26:50 GMT-0600 (Central Standard Time)
A,141481,train,2,-1,2 3 4,3,1413 262 333,38 38 32,2008,246,1543465614.485,Wed Nov 28 2018 22:26:54 GMT-0600 (Central Standard Time)
