group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,175646,train,7,-1,7 6 5 4 3 2 1 10,8,706 536 1057 198 179 340 345 195 751,39 39 40 40 40 40 37 37 32,4307,289,1543520899.736,Thu Nov 29 2018 11:48:19 GMT-0800 (Pacific Standard Time)
A,175646,train,7,-1,7 6 7 8 9,5,814 920 509 119 483,39 37 40 40 32,2845,289,1543520904.114,Thu Nov 29 2018 11:48:24 GMT-0800 (Pacific Standard Time)
A,175646,train,3,6,3 2 3 2 1 10 9 8 7 6,10,1288 447 582 2929 553 609 365 248 210 268 215 191 355 287,39 37 32 40 38 40 37 37 37 38 38 38 39 32,8547,77,1543520914.192,Thu Nov 29 2018 11:48:34 GMT-0800 (Pacific Standard Time)
A,175646,train,9,-1,9 10 9 8,4,819 208 511 310 380 568 1028 953,37 37 39 39 40 38 38 32,4777,289,1543520920.498,Thu Nov 29 2018 11:48:40 GMT-0800 (Pacific Standard Time)
A,175646,train,6,-1,6 7,2,814 1350,37 32,2164,275,1543520924.182,Thu Nov 29 2018 11:48:44 GMT-0800 (Pacific Standard Time)
A,175646,train,4,-1,4 3 2 1 10,5,1394 215 319 210 352,40 40 37 37 32,2490,275,1543520928.211,Thu Nov 29 2018 11:48:48 GMT-0800 (Pacific Standard Time)
A,175646,train,4,-1,4 5 6 7,4,924 742 859 266 510 646,38 37 40 40 37 32,3947,193,1543520933.683,Thu Nov 29 2018 11:48:53 GMT-0800 (Pacific Standard Time)
A,175646,train,10,-1,10,1,1164,32,1164,193,1543520936.369,Thu Nov 29 2018 11:48:56 GMT-0800 (Pacific Standard Time)
A,175646,train,3,-1,3 2 1 2 3 2 1 10,8,982 783 401 216 278 992 363 394 345,40 37 39 39 38 40 37 37 32,4754,193,1543520942.647,Thu Nov 29 2018 11:49:02 GMT-0800 (Pacific Standard Time)
A,175646,train,7,-1,7 6 5,3,1186 486 332,39 39 32,2004,227,1543520946.171,Thu Nov 29 2018 11:49:06 GMT-0800 (Pacific Standard Time)
A,175646,train,6,7,6 7,2,1023 371,37 32,1394,49,1543520949.094,Thu Nov 29 2018 11:49:09 GMT-0800 (Pacific Standard Time)
A,175646,train,4,7,4 3 4 5 6 7,6,939 184 421 303 422 377 339 213 215,39 39 39 40 38 38 37 37 32,3413,49,1543520954.037,Thu Nov 29 2018 11:49:14 GMT-0800 (Pacific Standard Time)
A,175646,train,8,-1,8 7 6,3,1264 337 315,38 39 32,1916,227,1543520957.478,Thu Nov 29 2018 11:49:17 GMT-0800 (Pacific Standard Time)
A,175646,train,7,3,7 6 5 4 3,5,1213 224 515 456 295 404 236 407,38 38 37 39 39 40 40 32,3750,22,1543520962.751,Thu Nov 29 2018 11:49:22 GMT-0800 (Pacific Standard Time)
A,175646,train,3,-1,3 4,2,602 1124,38 32,1726,227,1543520966.004,Thu Nov 29 2018 11:49:26 GMT-0800 (Pacific Standard Time)
A,175646,train,6,-1,6,1,1501,32,1501,227,1543520969.013,Thu Nov 29 2018 11:49:29 GMT-0800 (Pacific Standard Time)
A,175646,train,10,2,10 1 2,3,1560 251 268,39 39 32,2079,22,1543520972.624,Thu Nov 29 2018 11:49:32 GMT-0800 (Pacific Standard Time)
A,175646,train,8,4,8 7 6 5 4,5,964 519 224 369 266,38 39 39 40 32,2342,227,1543520976.484,Thu Nov 29 2018 11:49:36 GMT-0800 (Pacific Standard Time)
A,175646,train,7,-1,7 6 5,3,678 227 389,39 39 32,1294,227,1543520979.303,Thu Nov 29 2018 11:49:39 GMT-0800 (Pacific Standard Time)
A,175646,train,5,-1,5,1,741,32,741,227,1543520981.564,Thu Nov 29 2018 11:49:41 GMT-0800 (Pacific Standard Time)
A,175646,train,4,9,4 5 6 7 8 9,6,765 425 429 222 369 231 327,37 38 37 37 40 40 32,2768,49,1543520985.857,Thu Nov 29 2018 11:49:45 GMT-0800 (Pacific Standard Time)
A,175646,train,8,5,8 7 6 5,4,715 366 223 267,38 39 39 32,1571,227,1543520988.958,Thu Nov 29 2018 11:49:48 GMT-0800 (Pacific Standard Time)
A,175646,train,3,-1,3 4,2,1361 815,38 32,2176,227,1543520992.658,Thu Nov 29 2018 11:49:52 GMT-0800 (Pacific Standard Time)
A,175646,train,9,-1,9 8 7 6,4,694 204 306 438,38 38 39 32,1642,227,1543520995.826,Thu Nov 29 2018 11:49:55 GMT-0800 (Pacific Standard Time)
A,175646,train,9,-1,9 8 7 6,4,683 349 304 314,38 38 39 32,1650,227,1543520999.006,Thu Nov 29 2018 11:49:59 GMT-0800 (Pacific Standard Time)
A,175646,train,4,-1,4,1,2803,32,2803,86,1543521003.332,Thu Nov 29 2018 11:50:03 GMT-0800 (Pacific Standard Time)
A,175646,train,2,-1,2 3 4 5,4,1374 581 472 228,38 38 38 32,2655,86,1543521007.514,Thu Nov 29 2018 11:50:07 GMT-0800 (Pacific Standard Time)
