group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,132674,train,3,-1,3 2 1 10,4,3011 764 1272 3688,40 37 37 32,8735,200,1543587679.724,Fri Nov 30 2018 08:21:19 GMT-0600 (CST)
A,132674,train,1,-1,1 10 9,3,3094 745 3815,37 38 32,7654,200,1543587688.892,Fri Nov 30 2018 08:21:28 GMT-0600 (CST)
A,132674,train,1,4,1 10 9 8 7 6 5 4,8,2294 358 345 1873 3504 447 456 233 311 729,37 38 38 32 39 38 39 39 40 32,10550,80,1543587700.957,Fri Nov 30 2018 08:21:40 GMT-0600 (CST)
A,132674,train,8,-1,8 7,2,4078 2953,38 32,7031,276,1543587709.502,Fri Nov 30 2018 08:21:49 GMT-0600 (CST)
A,132674,train,1,-1,1 10,2,2663 2015,37 32,4678,276,1543587715.693,Fri Nov 30 2018 08:21:55 GMT-0600 (CST)
A,132674,train,7,-1,7 8,2,2235 1736,40 32,3971,276,1543587721.182,Fri Nov 30 2018 08:22:01 GMT-0600 (CST)
A,132674,train,2,-1,2 1 10 9 8,5,1422 392 560 296 2361,37 37 38 38 32,5031,276,1543587727.727,Fri Nov 30 2018 08:22:07 GMT-0600 (CST)
A,132674,train,3,-1,3 2 1 10 9 8,6,1489 360 247 337 225 4592,40 37 37 38 38 32,7250,276,1543587736.495,Fri Nov 30 2018 08:22:16 GMT-0600 (CST)
A,132674,train,1,2,1 2,2,1749 865,39 32,2614,12,1543587740.624,Fri Nov 30 2018 08:22:20 GMT-0600 (CST)
A,132674,train,1,5,1 2 3 4 5,5,1163 384 257 247 1392,39 38 38 38 32,3443,58,1543587745.584,Fri Nov 30 2018 08:22:25 GMT-0600 (CST)
A,132674,train,3,6,3 4 5 6,4,1058 1001 207 393 752,16 38 38 37 32,3411,58,1543587750.513,Fri Nov 30 2018 08:22:30 GMT-0600 (CST)
A,132674,train,1,-1,1 10,2,1905 1560,37 32,3465,276,1543587755.489,Fri Nov 30 2018 08:22:35 GMT-0600 (CST)
A,132674,train,8,7,8 7,2,1856 1775,38 32,3631,276,1543587760.632,Fri Nov 30 2018 08:22:40 GMT-0600 (CST)
A,132674,train,7,-1,7 8,2,2260 1361,40 32,3621,276,1543587765.769,Fri Nov 30 2018 08:22:45 GMT-0600 (CST)
A,132674,train,5,1,5 4 3 2 1,5,2033 263 257 711 920,40 40 40 37 32,4184,12,1543587771.465,Fri Nov 30 2018 08:22:51 GMT-0600 (CST)
A,132674,train,2,-1,2 1 10 9,4,1146 263 465 1056,37 37 38 32,2930,276,1543587775.905,Fri Nov 30 2018 08:22:55 GMT-0600 (CST)
A,132674,train,5,-1,5 6,2,4168 1344,37 32,5512,252,1543587782.932,Fri Nov 30 2018 08:23:02 GMT-0600 (CST)
A,132674,train,4,5,4 5,2,1621 999,38 32,2620,252,1543587787.074,Fri Nov 30 2018 08:23:07 GMT-0600 (CST)
A,132674,train,2,10,2 1 10,3,1151 232 688,37 37 32,2071,52,1543587790.66,Fri Nov 30 2018 08:23:10 GMT-0600 (CST)
A,132674,train,8,6,8 7 6,3,1643 400 872,38 39 32,2915,252,1543587795.091,Fri Nov 30 2018 08:23:15 GMT-0600 (CST)
A,132674,train,8,-1,8 7 6 5,4,2055 552 286 1482,38 39 39 32,4375,252,1543587800.979,Fri Nov 30 2018 08:23:20 GMT-0600 (CST)
A,132674,train,1,-1,1 2 3 4,4,1948 584 344 1239,39 38 38 32,4115,252,1543587806.603,Fri Nov 30 2018 08:23:26 GMT-0600 (CST)
A,132674,train,6,-1,6 7 8 9,4,3288 784 367 1577,37 40 40 32,6016,253,1543587814.132,Fri Nov 30 2018 08:23:34 GMT-0600 (CST)
A,132674,train,1,7,1 10 9 8 7,5,1431 279 208 257 671,37 38 38 38 32,2846,253,1543587818.492,Fri Nov 30 2018 08:23:38 GMT-0600 (CST)
A,132674,train,1,3,1 2 3,3,895 304 760,39 38 32,1959,189,1543587821.965,Fri Nov 30 2018 08:23:41 GMT-0600 (CST)
A,132674,train,10,-1,10 9,2,2527 1072,38 32,3599,253,1543587827.076,Fri Nov 30 2018 08:23:47 GMT-0600 (CST)
A,132674,train,1,-1,1 10 9 8,4,1901 304 231 1761,37 38 38 32,4197,253,1543587832.789,Fri Nov 30 2018 08:23:52 GMT-0600 (CST)
A,132674,train,10,-1,10,1,4254,32,4254,253,1543587838.557,Fri Nov 30 2018 08:23:58 GMT-0600 (CST)
A,132674,train,9,-1,9,1,4055,32,4055,253,1543587844.125,Fri Nov 30 2018 08:24:04 GMT-0600 (CST)
A,132674,train,3,-1,3 2 1 10,4,1790 544 223 2128,40 37 37 32,4685,253,1543587850.326,Fri Nov 30 2018 08:24:10 GMT-0600 (CST)
A,132674,train,8,-1,8,1,2711,32,2711,253,1543587854.55,Fri Nov 30 2018 08:24:14 GMT-0600 (CST)
A,132674,train,4,-1,4,1,5350,32,5350,235,1543587861.414,Fri Nov 30 2018 08:24:21 GMT-0600 (CST)
A,132674,train,3,9,3 2 1 10 9,5,2914 296 223 392 824,40 37 37 38 32,4649,212,1543587867.575,Fri Nov 30 2018 08:24:27 GMT-0600 (CST)
A,132674,train,6,-1,6,1,5764,32,5764,235,1543587874.856,Fri Nov 30 2018 08:24:34 GMT-0600 (CST)
A,132674,train,5,2,5 4 3 2,4,1696 176 288 663,40 40 40 32,2823,95,1543587879.191,Fri Nov 30 2018 08:24:39 GMT-0600 (CST)
A,132674,train,8,-1,8 7 6,3,2201 391 1057,38 39 32,3649,235,1543587884.353,Fri Nov 30 2018 08:24:44 GMT-0600 (CST)
A,132674,train,4,-1,4,1,3280,32,3280,235,1543587889.145,Fri Nov 30 2018 08:24:49 GMT-0600 (CST)
A,132674,train,3,-1,3 4,2,2526 1801,38 32,4327,235,1543587894.986,Fri Nov 30 2018 08:24:54 GMT-0600 (CST)
A,132674,train,10,7,10 9 8 7,4,1601 241 296 624,38 38 38 32,2762,212,1543587899.257,Fri Nov 30 2018 08:24:59 GMT-0600 (CST)
A,132674,train,3,-1,3,1,4211,32,4211,60,1543587904.978,Fri Nov 30 2018 08:25:04 GMT-0600 (CST)
A,132674,train,2,-1,2 1 10,3,1717 440 1544,37 37 32,3701,242,1543587910.194,Fri Nov 30 2018 08:25:10 GMT-0600 (CST)
A,132674,train,3,-1,3 4 5 6 7,5,2438 264 416 271 1488,38 38 37 37 32,4877,242,1543587916.585,Fri Nov 30 2018 08:25:16 GMT-0600 (CST)
A,132674,train,4,-1,4 5 6 7,4,1631 440 224 1135,38 37 37 32,3430,242,1543587921.53,Fri Nov 30 2018 08:25:21 GMT-0600 (CST)
A,132674,train,1,-1,1 10,2,2070 1601,37 32,3671,242,1543587926.716,Fri Nov 30 2018 08:25:26 GMT-0600 (CST)
A,132674,train,4,8,4 5 6 7 8,5,1503 289 279 313 952,38 37 37 40 32,3336,242,1543587931.563,Fri Nov 30 2018 08:25:31 GMT-0600 (CST)
A,132674,train,5,10,5 6 7 8 9 10,6,1188 232 312 280 256 670,37 37 40 40 40 32,2938,242,1543587936.01,Fri Nov 30 2018 08:25:36 GMT-0600 (CST)
A,132674,train,2,-1,2 1 10,3,2172 296 1711,37 37 32,4179,192,1543587941.699,Fri Nov 30 2018 08:25:41 GMT-0600 (CST)
A,132674,train,1,9,1 10 9,3,1440 295 921,37 38 32,2656,192,1543587945.867,Fri Nov 30 2018 08:25:45 GMT-0600 (CST)
A,132674,train,3,-1,3 2 1 10,4,1925 423 256 1351,40 37 37 32,3955,192,1543587951.331,Fri Nov 30 2018 08:25:51 GMT-0600 (CST)
A,132674,train,10,-1,10,1,3041,32,3041,192,1543587955.884,Fri Nov 30 2018 08:25:55 GMT-0600 (CST)
A,132674,train,1,-1,1 10,2,2586 1639,37 32,4225,192,1543587961.621,Fri Nov 30 2018 08:26:01 GMT-0600 (CST)
A,132674,train,3,-1,3 2 1 10,4,1451 519 418 1304,40 37 37 32,3692,192,1543587966.822,Fri Nov 30 2018 08:26:06 GMT-0600 (CST)
A,132674,train,3,-1,3 2 1 10,4,1640 352 255 1497,40 37 37 32,3744,192,1543587972.077,Fri Nov 30 2018 08:26:12 GMT-0600 (CST)
A,132674,train,1,-1,1 10,2,1505 1647,37 32,3152,192,1543587976.74,Fri Nov 30 2018 08:26:16 GMT-0600 (CST)
A,132674,train,3,-1,3 2 1 10,4,1256 417 224 1177,40 37 37 32,3074,192,1543587981.326,Fri Nov 30 2018 08:26:21 GMT-0600 (CST)
A,132674,train,8,2,8 9 10 1 2,5,1584 224 376 200 664,40 40 39 39 32,3048,133,1543587985.889,Fri Nov 30 2018 08:26:25 GMT-0600 (CST)
A,132674,train,7,-1,7,1,3902,32,3902,192,1543587991.303,Fri Nov 30 2018 08:26:31 GMT-0600 (CST)
A,132674,train,1,-1,1 10,2,2266 2433,37 32,4699,289,1543587997.519,Fri Nov 30 2018 08:26:37 GMT-0600 (CST)
A,132674,train,8,4,8 7 6 5 4,5,1418 286 224 297 800,38 39 39 40 32,3025,212,1543588002.056,Fri Nov 30 2018 08:26:42 GMT-0600 (CST)
A,132674,train,1,-1,1 2 3 4,4,2238 505 207 992,39 38 38 32,3942,255,1543588007.511,Fri Nov 30 2018 08:26:47 GMT-0600 (CST)
A,132674,train,3,10,3 2 1 10,4,1736 232 241 583,40 37 37 32,2792,41,1543588011.815,Fri Nov 30 2018 08:26:51 GMT-0600 (CST)
A,132674,train,9,5,9 8 7 6 5,5,856 215 264 193 607,38 38 39 39 32,2135,255,1543588015.464,Fri Nov 30 2018 08:26:55 GMT-0600 (CST)
A,132674,train,10,9,10 9,2,1348 641,38 32,1989,41,1543588018.969,Fri Nov 30 2018 08:26:58 GMT-0600 (CST)
A,132674,train,10,5,10 9 8 7 6 5,6,1169 217 238 321 240 575,38 38 38 39 39 32,2760,255,1543588023.24,Fri Nov 30 2018 08:27:03 GMT-0600 (CST)
A,132674,train,10,-1,10 9 8 7 6 5,6,2192 273 215 481 215 1280,38 38 38 39 39 32,4656,255,1543588029.409,Fri Nov 30 2018 08:27:09 GMT-0600 (CST)
A,132674,train,2,-1,2 3 4,3,2280 191 1353,38 38 32,3824,255,1543588034.745,Fri Nov 30 2018 08:27:14 GMT-0600 (CST)
A,132674,train,10,-1,10 9 8 7 6,5,1366 264 248 287 1072,38 38 38 39 32,3237,255,1543588039.497,Fri Nov 30 2018 08:27:19 GMT-0600 (CST)
A,132674,train,5,2,5 4 3 2,4,1701 144 224 856,40 40 40 32,2925,51,1543588043.938,Fri Nov 30 2018 08:27:23 GMT-0600 (CST)
A,132674,train,5,3,5 4 3,3,1161 175 672,40 40 32,2008,51,1543588047.458,Fri Nov 30 2018 08:27:27 GMT-0600 (CST)
A,132674,train,10,-1,10 9 8 7 6,5,1443 240 247 385 767,38 38 38 39 32,3082,255,1543588052.05,Fri Nov 30 2018 08:27:32 GMT-0600 (CST)
A,132674,train,8,-1,8 7 6,3,1418 344 1039,38 39 32,2801,255,1543588056.362,Fri Nov 30 2018 08:27:36 GMT-0600 (CST)
