group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,147211,train,2,-1,2 1 10,3,6854 487 2587,39 39 32,9928,262,1552343334.388,Mon Mar 11 2019 15:28:54 GMT-0700 (Mountain Standard Time)
A,147211,train,4,-1,4 5 6 7,4,4103 473 231 392,38 39 39 32,5199,262,1552343341.11,Mon Mar 11 2019 15:29:01 GMT-0700 (Mountain Standard Time)
A,147211,train,7,-1,7,1,3000,32,3000,262,1552343345.631,Mon Mar 11 2019 15:29:05 GMT-0700 (Mountain Standard Time)
A,147211,train,10,8,10 9 8,3,2925 236 568,38 38 32,3729,262,1552343350.905,Mon Mar 11 2019 15:29:10 GMT-0700 (Mountain Standard Time)
A,147211,train,10,4,10 1 2 3 4,5,1763 210 1897 219 1137 218 595,40 40 37 37 38 38 32,6039,195,1552343358.459,Mon Mar 11 2019 15:29:18 GMT-0700 (Mountain Standard Time)
A,147211,train,10,-1,10 1 10,3,29669 932 524,37 39 32,31125,262,1552343391.209,Mon Mar 11 2019 15:29:51 GMT-0700 (Mountain Standard Time)
A,147211,train,8,6,8 7 6,3,2215 363 337,38 37 32,2915,195,1552343395.639,Mon Mar 11 2019 15:29:55 GMT-0700 (Mountain Standard Time)
A,147211,train,7,-1,7,1,1346,32,1346,262,1552343398.504,Mon Mar 11 2019 15:29:58 GMT-0700 (Mountain Standard Time)
A,147211,train,8,-1,8 7 6,3,2598 409 599,38 37 32,3606,237,1552343403.628,Mon Mar 11 2019 15:30:03 GMT-0700 (Mountain Standard Time)
A,147211,train,9,-1,9 8 7 6,4,1743 182 424 436,38 38 37 32,2785,237,1552343407.934,Mon Mar 11 2019 15:30:07 GMT-0700 (Mountain Standard Time)
A,147211,train,10,-1,10 1 2 3 4,5,3797 285 412 233 382,37 37 38 38 32,5109,237,1552343414.558,Mon Mar 11 2019 15:30:14 GMT-0700 (Mountain Standard Time)
A,147211,train,7,8,7 8,2,1662 419,40 32,2081,100,1552343418.154,Mon Mar 11 2019 15:30:18 GMT-0700 (Mountain Standard Time)
A,147211,train,10,1,10 1 2 3 4 3 2 1,8,3174 342 425 205 603 889 248 398 326,37 37 38 38 32 40 40 39 32,6610,104,1552343426.279,Mon Mar 11 2019 15:30:26 GMT-0700 (Mountain Standard Time)
A,147211,train,5,-1,5,1,2663,32,2663,237,1552343430.458,Mon Mar 11 2019 15:30:30 GMT-0700 (Mountain Standard Time)
A,147211,train,9,-1,9 8 7 6,4,1844 290 305 355,38 38 37 32,2794,237,1552343434.769,Mon Mar 11 2019 15:30:34 GMT-0700 (Mountain Standard Time)
A,147211,train,8,10,8 9 10,3,1410 263 374,40 40 32,2047,100,1552343438.33,Mon Mar 11 2019 15:30:38 GMT-0700 (Mountain Standard Time)
A,147211,train,2,4,2 3 4,3,1961 326 375,38 38 32,2662,237,1552343442.509,Mon Mar 11 2019 15:30:42 GMT-0700 (Mountain Standard Time)
A,147211,train,8,6,8 7 6,3,1356 405 308,38 37 32,2069,237,1552343446.092,Mon Mar 11 2019 15:30:46 GMT-0700 (Mountain Standard Time)
A,147211,train,9,4,9 8 7 6 5 4,6,1535 271 304 258 488 425,38 38 37 37 40 32,3281,237,1552343450.888,Mon Mar 11 2019 15:30:50 GMT-0700 (Mountain Standard Time)
A,147211,train,3,-1,3 4,2,2210 373,38 32,2583,237,1552343454.987,Mon Mar 11 2019 15:30:54 GMT-0700 (Mountain Standard Time)
A,147211,train,7,-1,7 6,2,1244 239,37 32,1483,237,1552343457.985,Mon Mar 11 2019 15:30:57 GMT-0700 (Mountain Standard Time)
A,147211,train,7,-1,7 6,2,1430 117,37 32,1547,237,1552343461.048,Mon Mar 11 2019 15:31:01 GMT-0700 (Mountain Standard Time)
A,147211,train,2,9,2 1 10 9,4,2056 276 311 350,39 39 38 32,2993,100,1552343465.563,Mon Mar 11 2019 15:31:05 GMT-0700 (Mountain Standard Time)
A,147211,train,4,-1,4,1,910,32,910,237,1552343467.985,Mon Mar 11 2019 15:31:07 GMT-0700 (Mountain Standard Time)
A,147211,train,9,8,9 8,2,1180 252,38 32,1432,100,1552343470.932,Mon Mar 11 2019 15:31:10 GMT-0700 (Mountain Standard Time)
A,147211,train,10,7,10 9 8 7,4,1266 224 215 439,38 38 38 32,2144,100,1552343474.596,Mon Mar 11 2019 15:31:14 GMT-0700 (Mountain Standard Time)
A,147211,train,4,-1,4,1,947,32,947,237,1552343477.058,Mon Mar 11 2019 15:31:17 GMT-0700 (Mountain Standard Time)
A,147211,train,10,-1,10 1 2 3 4,5,1697 221 317 240 281,37 37 38 38 32,2756,237,1552343481.331,Mon Mar 11 2019 15:31:21 GMT-0700 (Mountain Standard Time)
A,147211,train,6,-1,6,1,937,32,937,237,1552343483.779,Mon Mar 11 2019 15:31:23 GMT-0700 (Mountain Standard Time)
A,147211,train,6,-1,6,1,826,32,826,237,1552343486.121,Mon Mar 11 2019 15:31:26 GMT-0700 (Mountain Standard Time)
A,147211,train,10,1,10 1,2,1332 219,37 32,1551,104,1552343489.2,Mon Mar 11 2019 15:31:29 GMT-0700 (Mountain Standard Time)
A,147211,train,7,-1,7 6,2,1154 606,37 32,1760,237,1552343492.476,Mon Mar 11 2019 15:31:32 GMT-0700 (Mountain Standard Time)
A,147211,train,9,7,9 8 7,3,1333 178 541,38 38 32,2052,100,1552343496.041,Mon Mar 11 2019 15:31:36 GMT-0700 (Mountain Standard Time)
A,147211,train,9,-1,9 8 7 6,4,1940 207 307 386,38 38 37 32,2840,237,1552343500.399,Mon Mar 11 2019 15:31:40 GMT-0700 (Mountain Standard Time)
A,147211,train,7,-1,7 6,2,1201 190,37 32,1391,255,1552343503.304,Mon Mar 11 2019 15:31:43 GMT-0700 (Mountain Standard Time)
