group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,157478,train,10,7,10 9 8 7,4,241 432 464 184 1369,38 38 38 38 32,2690
A,157478,train,10,7,10 9 8 7,4,255 128 160 392,38 38 38 32,935
A,157478,train,4,6,4 3 2 3 4 5 4 3 2 3 2 1 10 9 8 7 8 7 6,19,87 366 345 375 153 784 511 153 296 175 208 170 431 215 161 759 329 519 376 312 385 287 192 392 225 703,40 40 40 38 38 38 38 38 40 40 40 40 38 40 39 39 39 38 38 38 38 40 37 38 37 32,8909
A,157478,train,6,1,6 5 4 3 2 1,6,264 287 312 192 296 352 192 591,40 37 40 40 40 40 39 32,2486
A,157478,train,1,3,1 10 9 8 7 6 5 6 5 4 3 2 3,13,0 376 210 405 144 248 167 458 247 680 592 232 208 175 344 112,39 38 38 38 38 37 37 39 32 37 37 40 40 40 38 32,4598
A,157478,train,1,3,1 2 3,3,175 160 152 576,37 37 38 32,1063
A,157478,train,5,10,5 4 3 2 3 4 5 6 7 8 9 10 1 10,14,265 256 184 170 278 144 472 288 248 312 264 208 368 272 280 272,40 40 40 40 38 38 38 39 39 39 40 40 40 37 39 32,4281
A,157478,train,10,7,10 1 2 3 4 5 6 7 8 7,10,215 232 249 191 177 199 192 225 288 599 280 128,37 37 37 38 38 38 38 39 39 40 38 32,2975
A,157478,train,1,3,1 2 3 4 3,5,408 161 200 167 545 183 401 343,37 40 40 40 38 38 40 32,2408
A,157478,train,4,6,4 5 4 3 2 1 10 9 10 9 8 7 8 9 8 7 6,17,242 176 192 208 136 313 367 216 208 464 577 711 288 424 551 441 392 176 496 872,38 38 38 40 40 40 40 39 39 38 40 38 38 38 40 40 38 38 37 32,7450
A,157478,train,1,3,1 2 3 4 5 6 5 6 7 8 9 10 1 2 3 4 3,17,296 152 152 135 128 121 360 1040 744 392 696 199 185 216 287 177 311 320 305 120,37 38 38 38 38 39 32 37 39 39 40 40 40 40 37 37 38 38 40 32,6336
A,157478,train,5,3,5 4 3,3,139 240 440,40 40 32,819
A,157478,train,4,6,4 5 4 3 2 3 4 5 6 7 8 7 6,13,169 512 216 144 128 496 296 216 168 159 224 249 160 384 136 256,38 38 40 40 40 40 38 38 38 38 39 39 40 38 37 32,3913
A,157478,train,9,7,9 8 7,3,25 185 655,38 38 32,865
A,157478,train,4,6,4 3 2 3 4 5 6 7 6,9,299 287 655 127 136 144 296 392 304 119,40 40 38 38 38 38 39 39 37 32,2759
A,157478,train,4,6,4 3 2 1 10 9 8 7 6,9,265 335 256 241 183 283 262 328 552 832,40 40 40 39 39 38 38 38 37 32,3537
A,157478,train,9,8,9 10 9 8 7 8,6,6454 352 160 168 128 152 328 360,40 40 40 38 38 38 40 32,8102
A,157478,train,5,6,5 4 3 2 3 4 5 6,8,40 241 223 544 144 136 129 304 439,40 40 40 38 38 38 38 39 32,2200
A,157478,train,4,6,4 3 4 5 4 3 2 3 4 5 4 5 4 3 2 3 2 1 10 9 8 7 6,23,184 552 144 481 343 128 168 128 152 400 360 216 249 376 119 360 368 568 128 240 152 159 160 505 415 169 529 271 176 312 392 288 976,40 38 38 38 37 40 40 40 40 38 38 38 37 38 37 40 37 38 38 40 40 40 40 38 40 39 39 38 38 38 38 37 32,10168
A,157478,train,10,3,10 9 8 7 6 5 4 3,8,5147 4911 4240 6248 4478 4744 4040 4751 896,38 38 38 37 37 40 40 13 32,39455
A,157478,train,1,3,1 2 3 4 3,5,571 286 193 392 776,37 38 38 40 32,2218
A,157478,train,4,6,4 5 6,3,3794 184 449,38 39 32,4427
A,157478,train,1,3,1 2 3,3,295 424 504,37 38 32,1223
A,157478,train,10,7,10 9 8 7,4,1146 168 159 616,38 38 38 32,2089
A,157478,train,10,7,10 1 2 3 4 5 6 7,8,1018 215 192 144 136 135 160 472 329 359 438,37 38 38 37 38 38 38 38 39 39 32,3598
A,157478,train,4,6,4 5 6,3,2433 815 392,38 39 32,3640
A,157478,train,1,9,1 10 9 8 9,5,298 408 264 376 185,39 38 38 40 32,1531
A,157478,train,1,3,1 2 3,3,434 175 295,37 38 32,904
A,157478,train,10,9,10 9,2,458 233,38 32,691
A,157478,train,10,7,10 9 8 7,4,430 527 152 425 319,38 38 38 38 32,1853
A,157478,train,10,7,10 9 8 7,4,8 224 160 160 817,38 38 38 38 32,1369
A,157478,train,1,3,1 2 3,3,1258 334 479,37 38 32,2071
A,157478,train,1,3,1 2 3,3,305 192 233,37 38 32,730
A,157478,train,4,6,4 3 2 3 4 5 6,7,418 240 335 152 136 144 131 397,40 40 38 38 38 38 39 32,1953
