group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,111468,train,4,-1,4 3 2 1,4,939 18 4750 10211 2913 181 429 266,17 16 16 16 40 40 37 32,19707,273,1543465385.59,Wed Nov 28 2018 23:23:05 GMT-0500 (Eastern Standard Time)
A,111468,train,5,-1,5 4 3 2 1,5,1023 173 156 197 212,40 40 40 37 32,1761,273,1543465388.857,Wed Nov 28 2018 23:23:08 GMT-0500 (Eastern Standard Time)
A,111468,train,1,3,1 2 3,3,441 308 285 179,40 39 38 32,1213,273,1543465391.578,Wed Nov 28 2018 23:23:11 GMT-0500 (Eastern Standard Time)
A,111468,train,5,-1,5 4 3 2 1,5,426 352 174 206 101,40 40 40 37 32,1259,273,1543465394.341,Wed Nov 28 2018 23:23:14 GMT-0500 (Eastern Standard Time)
A,111468,train,7,-1,7 8 9 10 1,5,245 230 195 228 94,40 40 40 39 32,992,273,1543465396.841,Wed Nov 28 2018 23:23:16 GMT-0500 (Eastern Standard Time)
A,111468,train,10,2,10 1 2,3,126 197 245 147 157,40 40 39 39 32,872,273,1543465399.218,Wed Nov 28 2018 23:23:19 GMT-0500 (Eastern Standard Time)
A,111468,train,2,-1,2,1,244 386,40 32,630,273,1543465401.355,Wed Nov 28 2018 23:23:21 GMT-0500 (Eastern Standard Time)
A,111468,train,10,1,10 1,2,1096 480,39 32,1576,273,1543465404.435,Wed Nov 28 2018 23:23:24 GMT-0500 (Eastern Standard Time)
A,111468,train,4,-1,4 3 2 1,4,414 197 188 188,40 40 37 32,987,273,1543465406.927,Wed Nov 28 2018 23:23:26 GMT-0500 (Eastern Standard Time)
A,111468,train,2,8,2 1 10 9 8,5,395 146 214 386 252 323 928 737 237 188 124 221 109 164 186,40 40 40 39 32 32 40 37 38 38 37 37 38 38 32,4610,166,1543465413.045,Wed Nov 28 2018 23:23:33 GMT-0500 (Eastern Standard Time)
A,111468,train,3,-1,3 2 3,3,716 467 172,40 38 32,1355,273,1543465415.905,Wed Nov 28 2018 23:23:35 GMT-0500 (Eastern Standard Time)
A,111468,train,6,2,6 5 4 3 2,5,404 314 157 294 179 175 130,40 40 39 40 40 40 32,1653,273,1543465419.065,Wed Nov 28 2018 23:23:39 GMT-0500 (Eastern Standard Time)
A,111468,train,9,-1,9 10 1,3,417 841 212,40 39 32,1470,273,1543465422.038,Wed Nov 28 2018 23:23:42 GMT-0500 (Eastern Standard Time)
A,111468,train,7,-1,7 8 9 10 1,5,363 186 189 228 163,40 40 40 39 32,1129,273,1543465424.672,Wed Nov 28 2018 23:23:44 GMT-0500 (Eastern Standard Time)
A,111468,train,4,5,4 3 4 5,4,431 309 189 178,40 38 38 32,1107,135,1543465427.283,Wed Nov 28 2018 23:23:47 GMT-0500 (Eastern Standard Time)
A,111468,train,6,-1,6 5 4 3 2,5,409 195 343 186 261 173 172 211,40 40 40 39 40 40 40 32,1950,273,1543465430.737,Wed Nov 28 2018 23:23:50 GMT-0500 (Eastern Standard Time)
A,111468,train,6,-1,6 5 4 3 2,5,617 124 221 156 159 243,40 39 40 40 40 32,1520,273,1543465433.763,Wed Nov 28 2018 23:23:53 GMT-0500 (Eastern Standard Time)
A,111468,train,9,-1,9 10 1,3,389 498 133,40 39 32,1020,273,1543465436.289,Wed Nov 28 2018 23:23:56 GMT-0500 (Eastern Standard Time)
A,111468,train,2,-1,2,1,248 346,40 32,594,273,1543465438.387,Wed Nov 28 2018 23:23:58 GMT-0500 (Eastern Standard Time)
A,111468,train,9,5,9 10 1 2 3 4 5,7,496 204 188 348 222 165 164 718,40 40 39 39 38 38 38 32,2505,135,1543465442.395,Wed Nov 28 2018 23:24:02 GMT-0500 (Eastern Standard Time)
A,111468,train,3,7,3 2 3 4 5 6 7,7,535 164 332 210 324 611 254 197 140 165 130,40 40 38 32 32 38 38 38 37 37 32,3062,166,1543465446.962,Wed Nov 28 2018 23:24:06 GMT-0500 (Eastern Standard Time)
A,111468,train,6,-1,6 5 4 3,4,480 433 190 164,39 40 40 32,1267,273,1543465449.732,Wed Nov 28 2018 23:24:09 GMT-0500 (Eastern Standard Time)
A,111468,train,2,9,2 1 10 9,4,527 234 189 162,37 37 38 32,1112,166,1543465452.348,Wed Nov 28 2018 23:24:12 GMT-0500 (Eastern Standard Time)
A,111468,train,9,-1,9 10 1,3,646 298 166,40 39 32,1110,273,1543465454.962,Wed Nov 28 2018 23:24:14 GMT-0500 (Eastern Standard Time)
A,111468,train,10,9,10 9,2,511 244 274,37 38 32,1029,166,1543465457.494,Wed Nov 28 2018 23:24:17 GMT-0500 (Eastern Standard Time)
A,111468,train,3,10,3 2 1 10,4,432 212 93 228 117,40 40 37 37 32,1082,166,1543465460.08,Wed Nov 28 2018 23:24:20 GMT-0500 (Eastern Standard Time)
A,111468,train,10,-1,10 1,2,422 250 354 340,40 40 39 32,1366,273,1543465462.952,Wed Nov 28 2018 23:24:22 GMT-0500 (Eastern Standard Time)
A,111468,train,1,9,1 2 1 10 9,5,342 285 206 164 210,39 37 37 38 32,1207,166,1543465465.663,Wed Nov 28 2018 23:24:25 GMT-0500 (Eastern Standard Time)
A,111468,train,1,3,1 2 3,3,296 252 278 162,40 39 38 32,988,273,1543465468.155,Wed Nov 28 2018 23:24:28 GMT-0500 (Eastern Standard Time)
A,111468,train,6,-1,6 5 4 3,4,319 402 349 181 125,40 39 40 40 32,1376,273,1543465471.034,Wed Nov 28 2018 23:24:31 GMT-0500 (Eastern Standard Time)
A,111468,train,7,6,7 8 7 6,4,360 379 194 150,40 38 39 32,1083,135,1543465473.621,Wed Nov 28 2018 23:24:33 GMT-0500 (Eastern Standard Time)
A,111468,train,1,4,1 2 3 4,4,504 213 205 93,39 38 38 32,1015,135,1543465476.141,Wed Nov 28 2018 23:24:36 GMT-0500 (Eastern Standard Time)
A,111468,train,8,3,8 9 10 1 2 3,6,392 219 189 188 126 158,40 40 39 39 38 32,1272,273,1543465478.917,Wed Nov 28 2018 23:24:38 GMT-0500 (Eastern Standard Time)
A,111468,train,3,-1,3 2,2,526 545,40 32,1071,273,1543465481.493,Wed Nov 28 2018 23:24:41 GMT-0500 (Eastern Standard Time)
A,111468,train,6,5,6 5,2,4455 220 300,39 39 32,4975,135,1543465487.972,Wed Nov 28 2018 23:24:47 GMT-0500 (Eastern Standard Time)
A,111468,train,6,10,6 7 8 9 10,5,718 252 171 180 167 179 140,40 37 40 40 40 40 32,1807,166,1543465491.282,Wed Nov 28 2018 23:24:51 GMT-0500 (Eastern Standard Time)
A,111468,train,7,3,7 6 5 4 3,5,480 188 185 162 148,39 39 40 40 32,1163,273,1543465493.95,Wed Nov 28 2018 23:24:53 GMT-0500 (Eastern Standard Time)
A,111468,train,2,6,2 3 4 5 6,5,622 197 159 172 188 210,39 38 38 38 37 32,1548,135,1543465497.005,Wed Nov 28 2018 23:24:57 GMT-0500 (Eastern Standard Time)
