group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,152549,train,10,-1,10 9 8 7 6 5,6,3172 329 198 351 835 543,38 38 38 39 39 32,5428,177,1543515768.541,Thu Nov 29 2018 12:22:48 GMT-0600 (Central Standard Time)
A,152549,train,4,6,4 5 6 5 6,5,1550 457 509 1465 1782 443,38 37 39 32 37 32,6206,177,1543515776.278,Thu Nov 29 2018 12:22:56 GMT-0600 (Central Standard Time)
A,152549,train,5,6,5 6,2,692 854,37 32,1546,177,1543515779.334,Thu Nov 29 2018 12:22:59 GMT-0600 (Central Standard Time)
A,152549,train,4,10,4 3 2 1 10,5,2688 201 256 240 929,40 40 37 37 32,4314,135,1543515785.158,Thu Nov 29 2018 12:23:05 GMT-0600 (Central Standard Time)
A,152549,train,1,4,1 2 3 4,4,1014 463 212 152,39 38 38 32,1841,177,1543515788.507,Thu Nov 29 2018 12:23:08 GMT-0600 (Central Standard Time)
A,152549,train,1,3,1 2 3,3,786 519 379,39 38 32,1684,11,1543515791.698,Thu Nov 29 2018 12:23:11 GMT-0600 (Central Standard Time)
A,152549,train,9,3,9 10 1 2 3,5,740 890 372 192 293 270,39 40 39 39 38 32,2757,11,1543515795.963,Thu Nov 29 2018 12:23:15 GMT-0600 (Central Standard Time)
A,152549,train,7,6,7 6,2,695 154 427,38 39 32,1276,177,1543515798.747,Thu Nov 29 2018 12:23:18 GMT-0600 (Central Standard Time)
A,152549,train,4,-1,4 5 6 7,4,1863 470 369 347 202,37 38 37 37 32,3251,210,1543515803.507,Thu Nov 29 2018 12:23:23 GMT-0600 (Central Standard Time)
A,152549,train,2,3,2 3,2,1131 310,38 32,1441,105,1543515806.458,Thu Nov 29 2018 12:23:26 GMT-0600 (Central Standard Time)
A,152549,train,4,6,4 5 6,3,614 233 190,38 37 32,1037,70,1543515809.003,Thu Nov 29 2018 12:23:29 GMT-0600 (Central Standard Time)
A,152549,train,8,10,8 7 8 9 10,5,638 571 227 345 134,38 40 40 40 32,1915,210,1543515812.428,Thu Nov 29 2018 12:23:32 GMT-0600 (Central Standard Time)
A,152549,train,3,-1,3 4 5 6 7,5,877 380 228 384 181,38 38 37 37 32,2050,210,1543515815.987,Thu Nov 29 2018 12:23:35 GMT-0600 (Central Standard Time)
A,152549,train,7,6,7 8 7 6,4,773 483 213 189,40 38 39 32,1658,70,1543515819.156,Thu Nov 29 2018 12:23:39 GMT-0600 (Central Standard Time)
A,152549,train,6,5,6 7 6 5,4,606 380 230 152,37 39 39 32,1368,70,1543515822.034,Thu Nov 29 2018 12:23:42 GMT-0600 (Central Standard Time)
A,152549,train,8,2,8 7 8 9 10 1 2,7,853 466 197 181 275 220 269,38 40 40 40 39 39 32,2461,105,1543515826.002,Thu Nov 29 2018 12:23:46 GMT-0600 (Central Standard Time)
A,152549,train,10,2,10 1 2,3,707 270 365,39 39 32,1342,105,1543515828.853,Thu Nov 29 2018 12:23:48 GMT-0600 (Central Standard Time)
