group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,146607,train,8,-1,8 9 8,3,3130 4253 544 2096,39 40 38 32,10023,232,1543518971.76,Thu Nov 29 2018 14:16:11 GMT-0500 (Eastern Standard Time)
A,146607,train,9,-1,9 8 7,3,2136 720 545,38 38 32,3401,232,1543518976.674,Thu Nov 29 2018 14:16:16 GMT-0500 (Eastern Standard Time)
A,146607,train,2,-1,2 1 10,3,1093 192 1041,39 39 32,2326,232,1543518980.528,Thu Nov 29 2018 14:16:20 GMT-0500 (Eastern Standard Time)
A,146607,train,8,-1,8,1,2204,32,2204,276,1543518984.258,Thu Nov 29 2018 14:16:24 GMT-0500 (Eastern Standard Time)
A,146607,train,3,-1,3 2,2,2821 1376,40 32,4197,194,1543518989.986,Thu Nov 29 2018 14:16:29 GMT-0500 (Eastern Standard Time)
A,146607,train,3,-1,3 2 1,3,993 241 814,40 39 32,2048,194,1543518993.567,Thu Nov 29 2018 14:16:33 GMT-0500 (Eastern Standard Time)
A,146607,train,10,-1,10 1 2,3,1633 240 414,37 37 32,2287,194,1543518997.359,Thu Nov 29 2018 14:16:37 GMT-0500 (Eastern Standard Time)
A,146607,train,9,-1,9 10 1,3,1963 271 334,40 37 32,2568,194,1543519001.455,Thu Nov 29 2018 14:16:41 GMT-0500 (Eastern Standard Time)
A,146607,train,5,10,5 4 3 2 1 10,6,1624 159 161 303 159 271,40 40 40 39 39 32,2677,116,1543519005.663,Thu Nov 29 2018 14:16:45 GMT-0500 (Eastern Standard Time)
A,146607,train,7,8,7 8,2,907 609,40 32,1516,116,1543519008.705,Thu Nov 29 2018 14:16:48 GMT-0500 (Eastern Standard Time)
A,146607,train,6,1,6 7 8 9 10 1,6,1121 256 208 224 239 273,39 40 40 40 37 32,2321,194,1543519012.559,Thu Nov 29 2018 14:16:52 GMT-0500 (Eastern Standard Time)
A,146607,train,4,-1,4 3 2,3,1210 175 1169,40 40 32,2554,194,1543519016.641,Thu Nov 29 2018 14:16:56 GMT-0500 (Eastern Standard Time)
A,146607,train,9,2,9 10 1 2,4,808 333 210 336,40 37 37 32,1687,194,1543519019.857,Thu Nov 29 2018 14:16:59 GMT-0500 (Eastern Standard Time)
A,146607,train,2,3,2 3,2,853 319,38 32,1172,194,1543519022.559,Thu Nov 29 2018 14:17:02 GMT-0500 (Eastern Standard Time)
A,146607,train,6,7,6 7,2,632 303,39 32,935,116,1543519025.023,Thu Nov 29 2018 14:17:05 GMT-0500 (Eastern Standard Time)
A,146607,train,5,-1,5 6 7 6 5 4 3,7,918 208 1747 172 226 175 383,39 39 37 37 40 40 32,3829,194,1543519030.383,Thu Nov 29 2018 14:17:10 GMT-0500 (Eastern Standard Time)
