group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot, reward, timestamp, datetime
A,190178,train,1,-1,1 2 3 4 5 6,6,22465 1011 1071 248 226 1031 3123,38 37 38 38 38 39 32,29175,270,1543587681.359,Fri Nov 30 2018 09:21:21 GMT-0500 (Eastern Standard Time)
A,190178,train,5,-1,5,1,4855,32,4855,270,1543587687.756,Fri Nov 30 2018 09:21:27 GMT-0500 (Eastern Standard Time)
A,190178,train,10,-1,10 1 2 3 4,5,1813 373 972 183 825,37 37 38 38 32,4166,270,1543587693.427,Fri Nov 30 2018 09:21:33 GMT-0500 (Eastern Standard Time)
A,190178,train,9,10,9 10,2,2596 1285,40 32,3881,83,1543587698.867,Fri Nov 30 2018 09:21:38 GMT-0500 (Eastern Standard Time)
A,190178,train,3,-1,3 4 5,3,7581 398 14498,38 38 32,22477,270,1543587722.924,Fri Nov 30 2018 09:22:02 GMT-0500 (Eastern Standard Time)
A,190178,train,8,-1,8,1,3369,32,3369,261,1543587727.809,Fri Nov 30 2018 09:22:07 GMT-0500 (Eastern Standard Time)
A,190178,train,9,-1,9,1,3090,32,3090,261,1543587732.548,Fri Nov 30 2018 09:22:12 GMT-0500 (Eastern Standard Time)
A,190178,train,8,-1,8,1,1229,32,1229,261,1543587735.418,Fri Nov 30 2018 09:22:15 GMT-0500 (Eastern Standard Time)
A,190178,train,5,7,5 4 5 6 7,5,2464 341 731 398 1208 2050 448 255 1122,37 37 37 37 40 38 39 39 32,9017,261,1543587746.166,Fri Nov 30 2018 09:22:26 GMT-0500 (Eastern Standard Time)
A,190178,train,1,-1,1 10,2,2347 1095,39 32,3442,261,1543587751.155,Fri Nov 30 2018 09:22:31 GMT-0500 (Eastern Standard Time)
A,190178,train,8,6,8 7 8 7 6,5,2357 895 610 889 834 766 897 1030,39 39 39 38 40 38 37 32,8278,136,1543587760.942,Fri Nov 30 2018 09:22:40 GMT-0500 (Eastern Standard Time)
A,190178,train,6,5,6 5,2,1761 835,37 32,2596,136,1543587765.056,Fri Nov 30 2018 09:22:45 GMT-0500 (Eastern Standard Time)
A,190178,train,10,7,10 9 8 7,4,2580 314 223 927,38 38 38 32,4044,261,1543587770.637,Fri Nov 30 2018 09:22:50 GMT-0500 (Eastern Standard Time)
A,190178,train,4,5,4 5,2,1555 813,38 32,2368,136,1543587774.531,Fri Nov 30 2018 09:22:54 GMT-0500 (Eastern Standard Time)
A,190178,train,3,9,3 2 1 10 9,5,6369 820 7 180 475 915 998,40 96 39 39 39 38 32,9764,261,1543587785.819,Fri Nov 30 2018 09:23:05 GMT-0500 (Eastern Standard Time)
A,190178,train,7,-1,7,1,2565,32,2565,261,1543587789.913,Fri Nov 30 2018 09:23:09 GMT-0500 (Eastern Standard Time)
A,190178,train,9,-1,9,1,1485,32,1485,261,1543587792.964,Fri Nov 30 2018 09:23:12 GMT-0500 (Eastern Standard Time)
