group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,135572,train,1,10,7,10 9 8 7,4,257 891 852 1587,40 40 40 32,1 2 3,3587,1551399579.76,Thu Feb 28 2019 19:19:39 GMT-0500 (Eastern Standard Time)
A,135572,train,2,10,3,10 9 8 7 6 5 4 3,8,1259 953 854 1377 1118 1552 928 902,40 40 40 37 37 38 38 32,1 2 3 4 5 6 7,8943,1551399594.724,Thu Feb 28 2019 19:19:54 GMT-0500 (Eastern Standard Time)
A,135572,train,3,5,10,5 6 7 6 5 4 3 2 1 10,10,910 858 889 1270 793 1733 872 851 900 1110 846 968,39 39 39 37 37 38 38 38 38 39 39 32,1 2 4 5 6 7 8 10 11,12000,1551399612.741,Thu Feb 28 2019 19:20:12 GMT-0500 (Eastern Standard Time)
A,135572,train,4,1,5,1 2 1 10 9 8 7 6 5,9,1775 833 1181 756 2569 864 926 1475 876 1055,37 37 39 39 40 40 40 37 37 32,1 3 4 5 6 7 8 9,12310,1551399631.06,Thu Feb 28 2019 19:20:31 GMT-0500 (Eastern Standard Time)
A,135572,train,5,7,6,7 6,2,1329 1216,37 32,1,2545,1551399639.617,Thu Feb 28 2019 19:20:39 GMT-0500 (Eastern Standard Time)
A,135572,train,6,5,8,5 4 3 2 3 4 5 4 3 2 1 10 9 8,14,97 794 817 1146 5737 1064 1001 1594 861 1221 1303 2248 1152 871 710 929 1001,38 38 38 38 40 40 40 38 38 38 38 39 39 39 40 40 32,1 2 3 5 6 7 8 9 10 12 13 15 16,22546,1551399668.167,Thu Feb 28 2019 19:21:08 GMT-0500 (Eastern Standard Time)
A,135572,train,7,6,4,6 5 4,3,1282 1650 3504 1589 729630,40 40 37 38 32,3 4,737655,1551400411.835,Thu Feb 28 2019 19:33:31 GMT-0500 (Eastern Standard Time)
A,135572,train,8,5,4,5 6 7 6 5 4,6,2838 2441 1447 1348 1415 1621 862 721 1650,39 39 39 39 37 37 37 38 32,1 2 5 6 8,14343,1551400432.196,Thu Feb 28 2019 19:33:52 GMT-0500 (Eastern Standard Time)
A,135572,train,9,1,9,1 2 1 10 9,5,3048 847 1213 904 1576 1047,37 37 39 39 40 32,1 3 4 5,8635,1551400446.863,Thu Feb 28 2019 19:34:06 GMT-0500 (Eastern Standard Time)
A,135572,train,10,4,9,4 5 4 3 2 1 10 9,8,46 1499 1020 855 1732 854 1639 1090,40 38 38 38 39 39 40 32,1 2 3 4 5 6 7,8735,1551400461.612,Thu Feb 28 2019 19:34:21 GMT-0500 (Eastern Standard Time)
