group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,153973,train,1,4,5,4 5 6 5 4 5 6 5 4 5 6 5 4 5 6 5 6 7 6 5 6 7 6 7 6 5,26,2922 500 30 916 685 535 740 729 372 592 1076 545 512 521 724 514 483 610 1257 255 292 553 2586 1188 936 497 262 618 475 1455 747 650 647 273 195 4945 1348 2601,38 38 38 37 39 40 38 37 39 40 38 37 39 40 38 37 40 39 37 37 37 37 39 39 39 37 37 37 39 40 38 37 37 37 37 39 39 32,1 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 23 24 26 27 29 32 36 37,34786,1551366899.63,Thu Feb 28 2019 10:14:59 GMT-0500 (Eastern Standard Time)
A,153973,train,2,2,3,2 3 2 1 10 1 2 3,8,506 1315 1831 4214 755 1191 468 2347 1459 697 929,38 40 32 37 37 39 39 32 38 37 32,1 2 4 5 6 7 9,15712,1551366921.435,Thu Feb 28 2019 10:15:21 GMT-0500 (Eastern Standard Time)
A,153973,train,3,2,3,2 1 10 1 2 3,6,12881 801 872 574 980 953,37 37 39 39 38 32,1 2 3 4 5,17061,1551366945.081,Thu Feb 28 2019 10:15:45 GMT-0500 (Eastern Standard Time)
A,153973,train,4,7,1,7 6 5 4 3 2 1,7,1682 649 902 738 1066 1258 783 904,39 39 39 40 40 40 37 32,1 2 4 5 6 7,7982,1551366959.137,Thu Feb 28 2019 10:15:59 GMT-0500 (Eastern Standard Time)
A,153973,train,5,6,3,6 5 4 3,4,1428 615 606 823 1526,39 39 40 40 32,1 3 4,4998,1551366970.189,Thu Feb 28 2019 10:16:10 GMT-0500 (Eastern Standard Time)
A,153973,train,6,2,3,2 3 4 3,4,785 680 955 454,38 38 40 32,1 2 3,2874,1551366979.961,Thu Feb 28 2019 10:16:19 GMT-0500 (Eastern Standard Time)
A,153973,train,7,3,2,3 2,2,415 635,40 32,1,1050,1551366987.051,Thu Feb 28 2019 10:16:27 GMT-0500 (Eastern Standard Time)
A,153973,train,8,10,7,10 1 2 1 10 9 8 7,8,418 536 450 476 327 833 475 583 922,39 39 39 37 37 38 38 38 32,1 2 4 5 6 7 8,5020,1551366998.092,Thu Feb 28 2019 10:16:38 GMT-0500 (Eastern Standard Time)
A,153973,train,9,8,10,8 7 6 5 4 3 2 1 10,9,965 594 516 551 545 815 595 553 679 456 925,38 38 39 39 39 40 40 40 37 37 32,1 3 4 6 7 8 9 10,7194,1551367011.318,Thu Feb 28 2019 10:16:51 GMT-0500 (Eastern Standard Time)
A,153973,train,10,2,3,2 3 4 3,4,757 509 429 309,38 38 40 32,1 2 3,2004,1551367019.409,Thu Feb 28 2019 10:16:59 GMT-0500 (Eastern Standard Time)
A,153973,train,11,2,3,2 1 10 1 2 3,6,416 494 591 285 264 434 453 590,37 37 37 39 39 39 38 32,1 2 4 5 7,3527,1551367029.062,Thu Feb 28 2019 10:17:09 GMT-0500 (Eastern Standard Time)
A,153973,train,12,2,3,2 1 10 1 2 3,6,1566 869 1149 1196 288 1003,37 37 39 39 38 32,1 2 3 4 5,6071,1551367041.18,Thu Feb 28 2019 10:17:21 GMT-0500 (Eastern Standard Time)
A,153973,train,13,2,3,2 3,2,492 661,38 32,1,1153,1551367048.364,Thu Feb 28 2019 10:17:28 GMT-0500 (Eastern Standard Time)
A,153973,train,14,2,7,2 1 10 9 8 7,6,396 760 479 701 639 530 1051,37 37 37 38 38 38 32,1 2 4 5 6,4556,1551367058.959,Thu Feb 28 2019 10:17:38 GMT-0500 (Eastern Standard Time)
A,153973,train,15,4,5,4 3 2 3 4 5,6,377 509 801 355 661 818,40 40 38 38 38 32,1 2 3 4 5,3521,1551367068.501,Thu Feb 28 2019 10:17:48 GMT-0500 (Eastern Standard Time)
A,153973,train,16,5,7,5 6 7,3,49 641 722,37 37 32,1 2,1412,1551367076.053,Thu Feb 28 2019 10:17:56 GMT-0500 (Eastern Standard Time)
A,153973,train,17,6,8,6 5 4 3 2 1 10 9 8,9,628 590 523 485 487 723 257 388 406 272 848,39 39 40 40 40 37 37 37 38 38 32,1 3 4 5 6 7 9 10,5607,1551367088.35,Thu Feb 28 2019 10:18:08 GMT-0500 (Eastern Standard Time)
A,153973,train,18,3,1,3 4 5 4 3 2 1 10 1,9,2410 688 1041 490 404 614 189 451 367,38 38 40 40 40 37 37 39 32,1 2 3 4 5 6 7 8,6654,1551367101.108,Thu Feb 28 2019 10:18:21 GMT-0500 (Eastern Standard Time)
A,153973,train,19,7,2,7 6 5 4 3 2,6,568 395 452 408 381 423 666,39 39 39 40 40 40 32,1 2 4 5 6,3293,1551367110.449,Thu Feb 28 2019 10:18:30 GMT-0500 (Eastern Standard Time)
A,153973,train,20,10,7,10 1 2 1 10 9 8 7,8,1129 324 598 462 236 513 333 545 506 927,39 39 39 37 37 37 38 38 38 32,1 2 4 5 7 8 9,5573,1551367122.065,Thu Feb 28 2019 10:18:42 GMT-0500 (Eastern Standard Time)
A,153973,train,21,2,3,2 3 4 3,4,2527 826 364 297,38 38 40 32,1 2 3,4014,1551367132.121,Thu Feb 28 2019 10:18:52 GMT-0500 (Eastern Standard Time)
A,153973,train,22,10,7,10 1 2 3 4 5 6 7,8,727 424 413 738 489 504 719 835 698,39 39 39 38 38 38 37 37 32,1 2 4 5 6 7 8,5547,1551367143.727,Thu Feb 28 2019 10:19:03 GMT-0500 (Eastern Standard Time)
A,153973,train,23,2,3,2 1 10 1 2 3 4 5 4 3,10,341 518 884 337 778 631 632 906 574 508 1032,37 37 39 39 38 38 38 38 40 40 32,1 2 3 4 5 6 7 9 10,7141,1551367156.901,Thu Feb 28 2019 10:19:16 GMT-0500 (Eastern Standard Time)
A,153973,train,24,7,1,7 6 5 6 7 8 9 10 9 8 7 6 5 6 7 8 9 10 1,19,3561 732 522 1053 436 853 404 498 642 660 291 450 541 463 744 541 577 359 411 2004 908 605 1102 1054,39 39 39 37 37 37 40 40 40 38 38 38 38 39 39 39 37 37 37 40 40 40 39 32,1 2 4 5 7 8 9 10 11 12 14 15 17 18 20 21 22 23,19411,1551367182.342,Thu Feb 28 2019 10:19:42 GMT-0500 (Eastern Standard Time)
A,153973,train,25,2,3,2 3,2,476 589 663,40 38 32,2,1728,1551367190.185,Thu Feb 28 2019 10:19:50 GMT-0500 (Eastern Standard Time)
A,153973,train,26,4,5,4 5,2,648 546,38 32,1,1194,1551367197.462,Thu Feb 28 2019 10:19:57 GMT-0500 (Eastern Standard Time)
A,153973,train,27,10,7,10 1 2 3 4 5 6 7,8,526 810 562 710 1114 614 649 654 536 957,39 39 39 38 38 38 38 37 37 32,1 2 4 5 6 8 9,7132,1551367210.708,Thu Feb 28 2019 10:20:10 GMT-0500 (Eastern Standard Time)
A,153973,train,28,1,4,1 10 1 2 3 4,6,397 874 440 785 620 742,37 39 39 38 38 32,1 2 3 4 5,3858,1551367220.59,Thu Feb 28 2019 10:20:20 GMT-0500 (Eastern Standard Time)
A,153973,train,29,4,5,4 5,2,1837 677,38 32,1,2514,1551367229.149,Thu Feb 28 2019 10:20:29 GMT-0500 (Eastern Standard Time)
A,153973,train,30,2,6,2 3 4 5 6,5,2124 951 452 385 491 648,38 38 38 38 37 32,1 2 3 5,5051,1551367240.244,Thu Feb 28 2019 10:20:40 GMT-0500 (Eastern Standard Time)
A,153973,train,31,4,5,4 3 2 1 10 9 8 7 6 5,10,461 534 745 470 1188 480 636 721 801 560,40 40 37 37 38 38 38 39 39 32,1 2 3 4 5 6 7 8 9,6596,1551367252.865,Thu Feb 28 2019 10:20:52 GMT-0500 (Eastern Standard Time)
A,153973,train,32,4,5,4 3 2 1 10 9 8 7 6 5,10,170 696 726 429 1052 423 581 773 391 524,40 40 37 37 38 38 38 39 39 32,1 2 3 4 5 6 7 8 9,5765,1551367264.732,Thu Feb 28 2019 10:21:04 GMT-0500 (Eastern Standard Time)
A,153973,train,33,7,9,7 6 5 4 3 2 1 10 9 8 9,11,502 559 536 492 274 581 629 503 568 364 244 548 294,39 39 39 40 40 40 37 37 37 38 38 40 32,1 2 4 5 6 7 8 10 11 12,6094,1551367276.873,Thu Feb 28 2019 10:21:16 GMT-0500 (Eastern Standard Time)
