group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,106848,train,10,7,10 1 2 3 2 1 10 9 8 7,10,37 519 3904 1316 1721 1136 1157 1060 967 1315,37 37 40 38 39 39 40 40 40 32,13132
A,106848,train,2,9,2 1 10 9,4,1216 1293 1215 326,39 39 40 32,4050
A,106848,train,4,6,4 3 2 1 10 9 8 7 6,9,875 1584 978 1045 1103 686 698 991 765,38 38 39 39 40 40 40 37 32,8725
A,106848,train,8,9,8 9,2,3762 404,38 32,4166
A,106848,train,1,3,1 10 9 8 7 6 5 4 3,9,1249 373 563 1282 1071 987 1137 1069 697 550,39 39 40 40 40 37 37 38 38 32,8978
A,106848,train,1,3,1 2 3,3,1127 968 707,37 40 32,2802
A,106848,train,4,6,4 3 2 1 10 9 8 7 6,9,1211 588 640 742 1158 1475 640 720 630,38 38 39 39 40 40 40 37 32,7804
A,106848,train,8,1,8 9 10 1,4,1709 775 765 541,38 38 37 32,3790
A,106848,train,10,7,10 9 8 7,4,1746 616 889 336,40 40 40 32,3587
A,106848,train,3,9,3 4 5 6 7 8 9,7,1254 608 1440 887 1429 743 304,40 40 39 39 38 38 32,6665
A,106848,train,10,7,10 9 8 7 6 5 4 3 4 5 6 7,12,2286 1058 1743 877 777 888 687 360 8065 393 520 393 484 460 339,40 40 40 37 37 38 38 32 40 32 40 32 39 39 32,19330
A,106848,train,1,3,1 2 3,3,1567 787 281,37 40 32,2635
A,106848,train,9,8,9 8,2,1126 372,40 32,1498
A,106848,train,1,3,1 2 3,3,1228 539 316,37 40 32,2083
A,106848,train,1,3,1 2 3,3,1482 305 405,37 40 32,2192
A,106848,train,4,6,4 5 6,3,1002 631 338,40 39 32,1971
A,106848,train,10,7,10 1 2 3 4 5 6 7,8,1066 879 1024 1100 1047 775 790 415,37 37 40 40 40 39 39 32,7096
A,106848,train,1,3,1 2 3,3,1129 281 382,37 40 32,1792
A,106848,train,6,10,6 7 8 9 10,5,2055 856 832 888 328,39 38 38 38 32,4959
A,106848,train,1,3,1 2 3,3,1197 517 271,37 40 32,1985
A,106848,train,10,7,10 1 2 3 4 5 6 7,8,1232 910 1417 1240 1079 866 585 281,37 37 40 40 40 39 39 32,7610
A,106848,train,1,3,1 2 3,3,925 420 323,37 40 32,1668
A,106848,train,6,2,6 5 4 3 2,5,1352 855 562 552 327,37 38 38 38 32,3648
A,106848,train,3,7,3 2 1 10 9 8 7,7,1347 1362 730 946 1147 900 257,38 39 39 40 40 40 32,6689
A,106848,train,1,3,1 2 3,3,1573 540 338,37 40 32,2451
A,106848,train,7,1,7 8 9 10 1,5,1506 621 560 899 519,38 38 38 37 32,4105
A,106848,train,10,7,10 1 2 3 4 5 6 7,8,2240 1529 945 1327 843 968 630 339,37 37 40 40 40 39 39 32,8821
A,106848,train,1,3,1 2 3,3,2044 473 304,37 40 32,2821
A,106848,train,4,6,4 5 6,3,1778 652 305,40 39 32,2735
A,106848,train,10,7,10 1 2 3 4 5 6 7,8,1439 1035 720 1057 776 676 393 372,37 37 40 40 40 39 39 32,6468
A,106848,train,1,3,1 2 3,3,1840 256 449,37 40 32,2545
A,106848,train,4,6,4 5 6,3,1743 686 281,40 39 32,2710
A,106848,train,10,7,10 1 2 3 4 5 6 7,8,1746 675 428 473 875 799 958 281 326,37 37 37 40 40 40 39 39 32,6561
A,106848,train,4,6,4 5 6,3,1892 236 652,40 39 32,2780
A,106848,train,10,7,10 9 8 7,4,1727 687 901 245,40 40 40 32,3560
A,106848,train,1,3,1 2 3,3,1876 214 315,37 40 32,2405
A,106848,train,2,8,2 3 4 5 6 7 8,7,1959 731 508 786 765 786 439,40 40 40 39 39 38 32,5974
A,106848,train,4,6,4 5 6,3,1528 225 641,40 39 32,2394
A,106848,train,10,5,10 9 8 7 6 5,6,3436 696 540 955 742 283,40 40 40 37 37 32,6652
A,106848,train,4,6,4 5 6,3,1890 202 405,40 39 32,2497
A,106848,train,10,7,10 9 8 7,4,1570 585 754 281,40 40 40 32,3190
A,106848,train,4,6,4 5 6,3,1827 192 315,40 39 32,2334
A,106848,train,10,7,10 9 8 7,4,1365 326 282 685,40 40 40 32,2658
A,106848,train,9,3,9 8 7 6 5 4 3,7,1616 633 942 934 1406 584 271,40 40 37 37 38 38 32,6386
A,106848,train,1,9,1 10 9,3,1742 754 282,39 40 32,2778
A,106848,train,10,7,10 9 8 7,4,1833 406 460 304,40 40 40 32,3003
A,106848,train,4,6,4 5 6,3,1732 180 349,40 39 32,2261
A,106848,train,10,4,10 9 8 7 6 5 4,7,1810 900 798 1823 810 956 293,40 40 40 37 37 38 32,7390
A,106848,train,4,1,4 3 2 1,4,1918 1125 270 641,38 38 39 32,3954
A,106848,train,4,6,4 5 6,3,2015 642 270,40 39 32,2927
A,106848,train,4,6,4 5 6,3,1855 157 553,40 39 32,2565
A,106848,train,10,7,10 9 8 7,4,1902 326 506 259,40 40 40 32,2993
A,106848,train,10,7,10 9 8 7,4,1842 224 372 393,40 40 40 32,2831
A,106848,train,10,7,10 9 8 7,4,1797 247 203 573,40 40 40 32,2820
A,106848,train,4,6,4 5 6,3,743 619 338,40 39 32,1700
A,106848,train,4,6,4 5 6,3,1437 257 449,40 39 32,2143
A,106848,train,4,6,4 5 6,3,1372 136 349,40 39 32,1857
A,106848,train,1,3,1 2 3,3,565 447 418,37 40 32,1430
A,106848,train,10,7,10 9 8 7,4,1367 370 598 314,40 40 40 32,2649
A,106848,train,1,3,1 2 3,3,1428 191 371,37 40 32,1990
A,106848,train,10,7,10 9 8 7,4,914 349 528 192,40 40 40 32,1983
A,106848,train,10,7,10 9 8 7,4,633 443 612 237,40 40 40 32,1925
A,106848,train,10,2,10 1 2,3,1063 596 247,37 37 32,1906
