Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 136413 , training , 1 , 5 , 1 2 3 4 5 , 5 , 70995 2495 1528 1456 1649 , 79323
Group A , 136413 , training , 2 , 4 , 2 3 4 , 3 , 4895 1441 1479 , 7816
Group A , 136413 , training , 2 , 4 , 2 3 4 , 3 , 5576 1192 1489 , 8256
Group A , 136413 , training , 4 , 6 , 4 5 6 , 3 , 6169 1175 1424 , 8768
Group A , 136413 , training , 2 , 4 , 2 3 2 1 7 6 5 4 , 8 , 8074 1624 1167 1280 1304 1346 1263 1464 , 17523
Group A , 136413 , training , 4 , 6 , 4 5 6 , 3 , 7153 1199 1833 , 10184
Group A , 136413 , training , 2 , 4 , 2 3 4 , 3 , 5280 1200 1289 , 7770
Group A , 136413 , training , 2 , 4 , 2 3 4 , 3 , 10425 1150 1346 , 12920
Group A , 136413 , training , 2 , 4 , 2 3 4 , 3 , 5895 1257 1209 , 8360
Group A , 136413 , training , 4 , 6 , 4 5 6 , 3 , 6334 1296 1433 , 9065
Group A , 136413 , training , 2 , 4 , 2 3 4 , 3 , 6194 1166 1313 , 8672
Group A , 136413 , training , 5 , 4 , 5 6 5 4 , 4 , 5223 1969 1177 1399 , 9768
Group A , 136413 , training , 2 , 4 , 2 3 4 , 3 , 5424 1176 1105 , 7705
Group A , 136413 , training , 2 , 4 , 2 3 4 , 3 , 8642 1119 1159 , 10920
Group A , 136413 , training , 2 , 4 , 2 3 4 , 3 , 6201 1168 1265 , 8634
Group A , 136413 , training , 4 , 6 , 4 5 6 , 3 , 4687 1104 1226 , 7016
Group A , 136413 , training , 4 , 6 , 4 5 6 , 3 , 5656 1100 1084 , 7840
Group A , 136413 , training , 4 , 6 , 4 5 6 , 3 , 7503 1090 1263 , 9857
Group A , 136413 , training , 2 , 4 , 2 3 4 , 3 , 5464 1249 1136 , 7849
Group A , 136413 , training , 4 , 6 , 4 5 6 , 3 , 5090 1781 1193 , 8065
