Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 21205 1568 1 2973 2176 0 504 1312 1 803 1 754 1112 1477 1098 1378 1281 1524 , 40374
Group A , 176211 , training , 6 , 3 , 6 7 1 2 3 , 5 , 4806 1298 1420 1638 1341 , 10500
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 4684 1091 1224 , 6999
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4824 1150 1131 , 7111
Group A , 176211 , training , 3 , 5 , 3 4 5 , 3 , 4344 1228 1078 , 6655
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 4754 1155 1157 , 7067
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 5267 1354 1150 , 7764
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 8874 1347 1421 , 11643
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 8796 1100 1456 , 11354
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4785 1053 1420 , 7251
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 6568 1040 1405 , 9010
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 21602 1048 1361 , 24015
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 5633 1494 1595 , 8737
Group A , 176211 , training , 7 , 1 , 7 1 , 2 , 4953 1246 , 6190
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 4592 1023 1132 , 6738
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 5919 1086 1116 , 8134
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4481 1159 1196 , 6822
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4768 1183 1062 , 7023
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4757 1113 1069 , 6933
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4539 1160 1070 , 6774
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4349 1035 1010 , 6385
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 4897 1102 2123 , 8133
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 4510 1070 1432 , 7012
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 4933 1013 1406 , 7343
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4646 1093 1466 , 7203
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 11130 1184 1247 , 13563
Group A , 176211 , training , 2 , 4 , 2 3 4 , 3 , 15265 1108 575 1136 , 18081
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 13617 1847 1612 , 17077
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 23415 1463 1687 , 26565
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 7747 1063 1278 , 10086
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4428 1026 1130 , 6584
Group A , 176211 , training , 1 , 2 , 1 2 , 2 , 4824 1333 , 6159
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4434 1122 1348 , 6902
Group A , 176211 , training , 4 , 6 , 4 5 6 , 3 , 4414 1063 1097 , 7006
Group A , 176211 , test , 2 , 6 , 2 3 4 5 6 , 5 , 12137 1219 1159 1143 1195 , 16422
Group A , 176211 , test , 4 , 7 , 4 5 6 7 , 4 , 28080 1399 1554 1710 , 32744
Group A , 176211 , test , 6 , 2 , 6 7 1 2 , 4 , 45821 1423 1014 1809 , 50068
Group A , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 48336 1380 1191 1093 1397 , 53396
Group A , 176211 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4445 1012 1178 1067 1197 , 8899
Group A , 176211 , test , 4 , 7 , 4 5 6 7 , 4 , 4471 1018 1182 1369 , 8038
Group A , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4321 1111 1127 1207 1356 , 9122
Group A , 176211 , test , 6 , 2 , 6 7 1 2 , 4 , 4930 1181 1061 1297 , 8469
Group A , 176211 , test , 4 , 7 , 4 5 6 7 , 4 , 4916 1065 1076 1331 , 8389
Group A , 176211 , test , 6 , 2 , 6 7 1 2 , 4 , 5143 1540 1736 1580 , 9999
Group A , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4503 1424 1634 1226 1125 , 9912
Group A , 176211 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4319 1076 1150 1056 1268 , 8869
Group A , 176211 , test , 2 , 6 , 2 3 4 5 6 , 5 , 7992 1112 1095 1130 1341 , 12670
Group A , 176211 , test , 4 , 7 , 4 5 6 7 , 4 , 4992 1091 1181 1386 , 8650
Group A , 176211 , test , 6 , 2 , 6 7 1 2 , 4 , 6221 1144 1134 1192 , 9692
Group A , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4485 1347 1100 1267 1248 , 9447
Group A , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4735 1657 2011 1355 1303 , 11061
Group A , 176211 , test , 4 , 7 , 4 5 6 7 , 4 , 6383 1100 1213 1651 , 10346
Group A , 176211 , test , 6 , 2 , 6 7 1 2 , 4 , 4917 1114 1074 1129 , 8233
Group A , 176211 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4858 1067 1089 1329 1085 , 9428

Group B , 176211 , training , 2 , 3 , 2 3 , 2 , 9355 1578 , 10935
Group B , 176211 , training , 1 , 7 , 1 2 3 4 5 6 7 , 7 , 4578 1118 1074 1367 1187 1084 1511 , 11918
Group B , 176211 , training , 7 , 2 , 7 1 2 , 3 , 4738 1044 1361 , 7144
Group B , 176211 , training , 2 , 5 , 2 3 4 5 , 4 , 4910 1349 1271 1238 , 8767
Group B , 176211 , training , 6 , 5 , 6 7 1 2 3 4 5 , 7 , 68806 1164 1010 1288 1478 1421 1400 , 76567
Group B , 176211 , training , 7 , 2 , 7 1 2 , 3 , 23863 1208 1377 , 26448
Group B , 176211 , training , 5 , 7 , 5 6 7 , 3 , 14519 1236 1592 , 17347
Group B , 176211 , training , 1 , 2 , 1 2 , 2 , 55441 1165 , 56607
Group B , 176211 , training , 5 , 3 , 5 6 7 1 2 3 , 6 , 61778 1101 1185 1292 1143 1331 , 67828
Group B , 176211 , training , 4 , 3 , 4 5 6 7 1 2 3 , 7 , 5151 1066 1131 1022 1020 1040 1237 , 11669
Group B , 176211 , training , 3 , 6 , 3 4 5 6 , 4 , 5407 1139 1722 1630 , 9897
Group B , 176211 , training , 5 , 2 , 5 6 7 1 2 , 5 , 4539 1098 1230 1179 1256 , 9303
Group B , 176211 , training , 7 , 4 , 7 1 2 3 4 , 5 , 4928 1012 1536 1357 1141 , 9973
Group B , 176211 , training , 6 , 4 , 6 7 1 2 3 4 , 6 , 5170 1009 1193 1107 1031 1239 , 10749
Group B , 176211 , training , 5 , 3 , 5 6 7 1 2 3 , 6 , 4690 1162 1142 1118 1153 1224 , 10488
Group B , 176211 , training , 2 , 6 , 2 3 4 5 6 , 5 , 5839 1146 1085 1087 1293 , 10451
Group B , 176211 , training , 2 , 4 , 2 3 4 , 3 , 5892 1067 2017 , 8977
Group B , 176211 , training , 1 , 4 , 1 2 3 4 , 4 , 6464 1043 1031 1757 , 10294
Group B , 176211 , training , 6 , 3 , 6 7 1 2 3 , 5 , 6889 1181 1012 1135 1548 , 11766
Group B , 176211 , training , 1 , 7 , 1 2 3 4 5 6 7 , 7 , 7486 1183 1132 1012 1065 1013 1391 , 14281
Group B , 176211 , training , 2 , 6 , 2 3 4 5 6 , 5 , 4325 1031 1084 1052 1420 , 8913
Group B , 176211 , training , 5 , 7 , 5 6 7 , 3 , 4771 1126 1521 , 7418
Group B , 176211 , training , 3 , 6 , 3 4 5 6 , 4 , 4998 1191 1261 1211 , 8661
Group B , 176211 , training , 2 , 3 , 2 3 , 2 , 4650 1292 , 5942
Group B , 176211 , training , 3 , 6 , 3 4 5 6 , 4 , 6199 1299 1274 1311 , 10082
Group B , 176211 , training , 2 , 4 , 2 3 4 , 3 , 4685 1173 1147 , 7006
Group B , 176211 , training , 3 , 6 , 3 4 5 6 , 4 , 5835 1155 1362 1220 , 9570
Group B , 176211 , training , 1 , 3 , 1 2 3 , 3 , 6062 1016 1508 , 8587
Group B , 176211 , training , 4 , 6 , 4 5 6 , 3 , 5037 1210 1529 , 7778
Group B , 176211 , training , 5 , 6 , 5 6 , 2 , 4665 1311 , 5974
Group B , 176211 , training , 5 , 1 , 5 6 7 1 , 4 , 5483 1151 1125 1249 , 9009
Group B , 176211 , training , 2 , 1 , 2 3 4 5 6 7 1 , 7 , 4687 1332 1561 1178 1032 1224 1276 , 12289
Group B , 176211 , training , 5 , 1 , 5 6 7 1 , 4 , 5016 1043 1209 1318 , 8586
Group B , 176211 , training , 1 , 3 , 1 2 3 , 3 , 6464 1091 1196 , 8751
Group B , 176211 , training , 4 , 3 , 4 5 6 7 1 2 3 , 7 , 5280 1009 1113 1012 1026 1066 1367 , 11873
Group B , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4650 1176 1075 1099 1202 , 9203
Group B , 176211 , test , 4 , 7 , 4 5 6 7 , 4 , 4338 1154 1174 1461 , 8127
Group B , 176211 , test , 6 , 2 , 6 7 1 2 , 4 , 4989 1264 1080 1432 , 8764
Group B , 176211 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4620 1160 1044 1199 1357 , 9381
Group B , 176211 , test , 4 , 7 , 4 5 6 7 , 4 , 5245 1054 1167 1390 , 8854
Group B , 176211 , test , 6 , 2 , 6 7 1 2 , 4 , 4741 1128 1156 1145 , 8172
Group B , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4420 1133 1100 1104 1201 , 8957
Group B , 176211 , test , 2 , 6 , 2 3 4 5 6 , 5 , 5018 1087 1186 1114 1578 , 9983
Group B , 176211 , test , 4 , 7 , 4 5 6 7 , 4 , 4433 1041 1188 1166 , 7828
Group B , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4723 1021 1128 1034 1274 , 9180
Group B , 176211 , test , 6 , 2 , 6 7 1 2 , 4 , 4576 1605 1286 1996 , 9463
Group B , 176211 , test , 2 , 6 , 2 3 4 5 6 , 5 , 7024 1043 1035 1080 1107 , 11290
Group B , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 6029 1102 1052 1017 1272 , 10470
Group B , 176211 , test , 4 , 7 , 4 5 6 7 , 4 , 5867 1079 1148 1311 , 9405
Group B , 176211 , test , 6 , 2 , 6 7 1 2 , 4 , 5053 1044 1084 1103 , 8284
Group B , 176211 , test , 6 , 2 , 6 7 1 2 , 4 , 5417 1203 1121 1113 , 8855
Group B , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4781 1428 1597 1182 1006 , 9993
Group B , 176211 , test , 4 , 7 , 4 5 6 7 , 4 , 4864 1457 1314 1134 , 8769
Group B , 176211 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4524 1223 1128 1133 1140 , 9149
Group B , 176211 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4614 1014 1175 1084 1367 , 9254
