Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 140954 , training , 4 , 6 , 4 3 4 3 2 1 7 6 , 8 , 52092 1136 1480 1328 1241 1255 1129 4481 1288 , 66632
Group B , 140954 , training , 5 , 3 , 5 4 3 , 3 , 5409 1007 2504 , 8919
Group B , 140954 , training , 5 , 1 , 5 4 3 2 1 , 5 , 4697 1027 1023 1024 1790 , 9562
Group B , 140954 , training , 2 , 7 , 2 1 7 , 3 , 4324 1022 1808 , 7154
Group B , 140954 , training , 6 , 5 , 6 5 , 2 , 4675 1621 , 6295
Group B , 140954 , training , 1 , 4 , 1 7 6 5 4 , 5 , 4337 1027 1024 1024 1532 , 8944
Group B , 140954 , training , 6 , 1 , 6 5 4 3 2 1 , 6 , 4318 1055 1057 1022 1023 1543 , 10017
Group B , 140954 , training , 2 , 7 , 2 1 7 , 3 , 4595 1023 1399 , 7018
Group B , 140954 , training , 7 , 2 , 7 6 5 4 3 2 , 6 , 4412 1025 1053 1024 1089 1541 , 10144
Group B , 140954 , training , 7 , 6 , 7 6 , 2 , 4333 1260 , 5592
Group B , 140954 , training , 5 , 2 , 5 4 3 2 , 4 , 4732 1023 1023 1343 , 8122
Group B , 140954 , training , 5 , 3 , 5 4 3 , 3 , 10401 1051 1965 , 13418
Group B , 140954 , training , 7 , 6 , 7 6 , 2 , 4816 1273 , 6088
Group B , 140954 , training , 6 , 1 , 6 5 4 3 2 1 , 6 , 4561 1059 1024 1022 1025 1326 , 10016
Group B , 140954 , training , 4 , 7 , 4 3 2 1 7 , 5 , 4676 1023 1025 1054 1407 , 9187
Group B , 140954 , training , 2 , 7 , 2 1 7 , 3 , 4338 1056 1264 , 6657
Group B , 140954 , training , 6 , 1 , 6 5 4 3 2 1 , 6 , 4375 1028 1022 1023 1024 1336 , 9808
Group B , 140954 , training , 4 , 3 , 4 3 , 2 , 4620 1372 , 5992
Group B , 140954 , training , 5 , 7 , 5 4 3 2 1 7 , 6 , 4317 1023 1122 1023 1024 1285 , 9794
Group B , 140954 , training , 5 , 6 , 5 4 3 2 1 7 6 , 7 , 4335 1024 1025 1053 1022 1057 1333 , 10849
Group B , 140954 , training , 6 , 5 , 6 5 , 2 , 4395 1278 , 5672
Group B , 140954 , training , 3 , 5 , 3 2 1 7 6 5 , 6 , 4335 1023 1023 1024 1024 1684 , 10114
Group B , 140954 , training , 4 , 3 , 4 3 , 2 , 4341 1041 1114 1376 , 7872
Group B , 140954 , training , 3 , 6 , 3 2 1 7 6 , 5 , 4841 1027 1023 1023 1391 , 9305
Group B , 140954 , training , 1 , 2 , 1 7 6 5 4 3 2 , 7 , 4336 1028 1861 1027 1509 1348 1396 , 12505
Group B , 140954 , training , 2 , 1 , 2 1 , 2 , 4317 1276 , 5593
Group B , 140954 , training , 1 , 4 , 1 7 6 5 4 , 5 , 4326 1023 1022 1024 1430 , 8825
Group B , 140954 , training , 5 , 1 , 5 4 3 2 1 , 5 , 4328 1056 1056 1056 1392 , 8888
Group B , 140954 , training , 6 , 1 , 6 7 1 , 3 , 4661 1023 1367 , 7051
Group B , 140954 , training , 6 , 7 , 6 7 , 2 , 4325 1339 , 5664
Group B , 140954 , training , 4 , 5 , 4 3 2 1 7 6 5 , 7 , 4362 1026 1025 1020 1057 1056 1303 , 10849
Group B , 140954 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4500 1023 1023 1024 1022 1393 , 9984
Group B , 140954 , training , 5 , 3 , 5 6 7 1 2 3 , 6 , 4332 1284 1061 1055 1024 1023 1102 1209 , 12090
Group B , 140954 , training , 4 , 5 , 4 5 , 2 , 4507 1540 , 6048
Group B , 140954 , training , 3 , 2 , 3 4 5 6 7 1 2 , 7 , 4332 1205 1436 1182 1092 1023 1524 , 11794
Group B , 140954 , test , 2 , 6 , 2 1 7 6 , 4 , 4320 1023 1023 1315 , 7681
Group B , 140954 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4596 1057 1022 1027 1332 , 9033
Group B , 140954 , test , 6 , 2 , 6 7 1 2 , 4 , 4458 1056 1024 1023 1431 1338 , 10331
Group B , 140954 , test , 7 , 4 , 7 6 5 4 , 4 , 4879 1031 1028 1301 , 8238
Group B , 140954 , test , 2 , 6 , 2 1 7 6 , 4 , 4547 1024 1088 1742 , 8402
Group B , 140954 , test , 7 , 4 , 7 6 5 4 , 4 , 4560 1028 1023 1445 , 8056
Group B , 140954 , test , 4 , 7 , 4 5 6 7 , 4 , 4331 1025 1054 1328 , 7740
