Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 81861 4319 1 3046 0 2913 2768 , 96115
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4962 2277 2088 , 9322
Group A , 119066 , training , 7 , 5 , 7 1 2 3 4 5 , 6 , 5643 2597 2628 2630 2479 2516 , 18496
Group A , 119066 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 6347 2229 2235 2 470 2 579 1 1254 2434 2346 2434 , 20329
Group A , 119066 , training , 5 , 6 , 5 6 , 2 , 4806 2413 , 7219
Group A , 119066 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 13630 2858 2570 2565 2549 2842 , 27016
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 5090 2315 2796 , 10200
Group A , 119066 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 5418 2568 2569 2421 2627 2485 , 18089
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 5865 2707 2569 , 11142
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4900 2271 2286 , 9454
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4846 2559 2536 , 9943
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4692 2724 2508 , 9923
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 6260 2623 2518 , 11402
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4505 2309 2402 , 9215
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 4737 2837 2329 , 9903
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 5249 2431 3086 , 10767
Group A , 119066 , training , 6 , 7 , 6 7 , 2 , 5509 3744 , 9255
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4391 2418 2483 1090 , 10394
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 4864 2429 2617 1721 , 11617
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 5030 2787 2805 , 10620
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4863 2594 2471 , 9929
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 4713 2502 2432 , 9647
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 4767 2441 2215 , 9424
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 4515 2584 2708 , 9808
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4668 3014 2499 , 10179
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 4845 2494 2246 , 9585
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 4698 2280 2679 , 9659
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4533 2301 2502 , 9341
Group A , 119066 , training , 6 , 3 , 6 5 4 3 , 4 , 4897 2682 2925 2593 , 13094
Group A , 119066 , training , 7 , 4 , 7 1 7 6 5 4 , 6 , 6249 2844 2445 2625 2824 2315 , 19298
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 7859 2202 2550 , 12611
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 5311 2778 2600 , 10691
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4479 2435 2247 , 9158
Group A , 119066 , training , 2 , 4 , 2 3 4 , 3 , 4680 2691 4048 , 11421
Group A , 119066 , training , 4 , 6 , 4 5 6 , 3 , 4878 2517 2502 , 9895
Group A , 119066 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4695 2309 2699 2737 2267 , 14709
Group A , 119066 , test , 4 , 7 , 4 3 2 1 7 , 5 , 5540 2795 2457 2738 2679 , 16207
Group A , 119066 , test , 6 , 2 , 6 7 1 2 , 4 , 4808 2992 2672 2607 , 13079
Group A , 119066 , test , 7 , 4 , 7 6 5 4 , 4 , 5974 2371 2244 2242 , 12833
