Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 15046 1356 2072 , 19679
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4625 1033 1794 , 7449
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4630 1052 1499 , 7186
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4378 1042 1659 , 7080
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4735 1156 1439 , 7328
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4654 1011 1382 , 7043
Group A , 174639 , training , 7 , 1 , 7 1 , 2 , 4449 1551 , 6001
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4790 1024 1462 , 7273
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4521 1064 1352 , 6952
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4799 1079 1324 , 7195
Group A , 174639 , training , 3 , 7 , 3 4 5 6 7 , 5 , 4450 1484 1198 1138 1387 , 9652
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4743 1010 1400 , 7151
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4631 1354 1553 , 7551
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4415 1438 1333 , 7183
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4691 1165 1461 , 7312
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 5135 5486 1446 , 12074
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4932 1025 1615 , 7564
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 5728 1011 1312 , 8059
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4823 1451 1300 , 7568
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4910 1160 1364 , 7427
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4568 1357 1333 , 7274
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 5109 1090 1534 , 7729
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4999 1111 1332 490 , 7923
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4637 1339 1375 , 7359
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 5188 1105 1329 , 7622
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4593 1125 1269 , 6983
Group A , 174639 , training , 4 , 2 , 4 5 6 7 1 2 , 6 , 4585 1117 1404 1406 1090 1298 , 10904
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4478 1015 1472 , 6967
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4560 1136 1321 , 7016
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4988 1400 1350 , 7742
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4749 1086 1308 , 7135
Group A , 174639 , training , 3 , 1 , 3 4 5 6 7 1 , 6 , 4658 1034 1412 1120 1102 1445 , 10766
Group A , 174639 , training , 5 , 7 , 5 6 7 , 3 , 4640 1444 1337 , 7430
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4513 1127 1445 , 7077
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4651 1021 1384 , 7062
Group A , 174639 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4658 1182 1362 1029 1429 , 9654
Group A , 174639 , test , 4 , 7 , 4 5 6 7 , 4 , 4898 1186 1115 1350 , 8557
Group A , 174639 , test , 6 , 2 , 6 7 1 2 , 4 , 4589 1014 1356 1581 , 8531
Group A , 174639 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4475 1135 1067 1446 1297 , 9425
Group A , 174639 , test , 2 , 6 , 2 3 4 5 6 , 5 , 5392 1140 1165 1105 1251 , 10055
Group A , 174639 , test , 6 , 2 , 6 7 1 2 , 4 , 4727 1098 1205 1366 , 8394
Group A , 174639 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4447 1184 1045 1432 1278 , 9384
Group A , 174639 , test , 4 , 7 , 4 5 6 7 , 4 , 4556 1065 1396 1377 , 8400
Group A , 174639 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4352 1227 1201 1196 1530 , 9508
Group A , 174639 , test , 4 , 7 , 4 5 6 7 , 4 , 4507 1173 1319 1345 , 8338
Group A , 174639 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4516 1636 1425 1381 1283 , 10242
Group A , 174639 , test , 6 , 2 , 6 7 1 2 , 4 , 5139 1188 1063 1200 , 8589
Group A , 174639 , test , 6 , 2 , 6 7 1 2 , 4 , 4587 1101 1177 1173 , 8045
Group A , 174639 , test , 4 , 7 , 4 5 6 7 , 4 , 4426 1227 1144 1158 , 7953
Group A , 174639 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4443 1088 1452 1425 1213 , 9622
Group A , 174639 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4554 1139 1059 1334 1115 , 9187
Group A , 174639 , test , 4 , 7 , 4 5 6 7 , 4 , 4405 1213 1086 1152 , 7858
Group A , 174639 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4528 1089 1092 1418 1173 , 9312
Group A , 174639 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4710 1218 1459 1324 1164 , 9874
Group A , 174639 , test , 6 , 2 , 6 7 1 2 , 4 , 4438 1100 1116 1126 , 7768

Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 62155 1224 2249 , 65628
Group A , 174639 , training , 7 , 6 , 7 1 2 3 4 5 6 , 7 , 4510 1188 1022 1012 1043 1123 1097 , 10994
Group A , 174639 , training , 1 , 4 , 1 2 3 4 , 4 , 4939 1094 1118 1151 , 8303
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 88363 1640 1296 , 91300
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4453 1360 1143 1381 1 558 1360 , 10255
Group A , 174639 , training , 1 , 6 , 1 2 3 4 5 6 , 6 , 4788 1154 1246 1242 1150 1238 , 10819
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4480 1137 1196 , 6811
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4597 1165 1161 , 6925
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4783 1241 1141 , 7165
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4803 1434 1253 , 7489
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4547 1438 1390 , 7375
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4984 1080 1157 , 7222
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4358 1316 1309 , 6981
Group A , 174639 , training , 7 , 1 , 7 1 , 2 , 4883 1317 , 6200
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4829 1105 1169 , 7104
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4602 1132 1150 , 6883
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4679 1058 1249 , 6987
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4791 1124 1083 , 6998
Group A , 174639 , training , 2 , 3 , 2 3 , 2 , 4422 1365 , 5789
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4910 1280 1186 , 7375
Group A , 174639 , training , 2 , 4 , 2 3 4 , 3 , 4921 1281 1234 , 7435
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 5985 1465 1284 , 8735
Group A , 174639 , training , 4 , 6 , 4 5 6 , 3 , 4860 1098 1205 , 7162
