Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 89616 2308 1302 1037 1629 1726 , 98822
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4678 1314 1401 , 7390
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4644 1203 1437 1162 1564 1839 , 11849
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4532 1364 1039 1415 1130 1380 , 10860
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4602 1065 1296 , 6963
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4413 1028 1422 , 6863
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4589 1118 1456 1098 1138 1230 , 10629
Group A , 126102 , training , 2 , 3 , 2 3 , 2 , 4979 1525 , 6504
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4822 1405 1039 1394 1202 1351 , 11212
Group A , 126102 , training , 3 , 1 , 3 2 1 , 3 , 4473 1008 2014 , 7496
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 11006 1109 1077 1039 1101 1423 , 16754
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4688 1468 1046 1009 1009 1791 , 11014
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4739 1476 1140 1039 1416 1442 , 11251
Group A , 126102 , training , 7 , 4 , 7 6 5 4 , 4 , 4488 1048 1497 1321 , 8353
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4740 1019 1382 , 7141
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4549 1404 1656 , 7609
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4617 1354 1374 , 7345
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4884 1161 1080 1048 1406 1383 , 10961
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4709 1447 1079 1008 1070 1363 , 10677
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4711 1120 1282 , 7114
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4495 1102 1360 , 6956
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4642 1070 1180 , 6894
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4692 1039 1375 , 7105
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4336 1019 1401 , 6756
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4682 1151 1272 , 7105
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4641 1019 1020 1029 1509 1386 , 10604
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4610 1378 1417 1090 1069 1558 , 11122
Group A , 126102 , training , 7 , 6 , 7 6 , 2 , 4693 1628 , 6320
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4729 1048 1010 1395 1081 1321 , 10585
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4715 1130 1301 , 7145
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 4367 1060 1384 , 6812
Group A , 126102 , training , 4 , 1 , 4 5 6 7 1 , 5 , 4625 1374 1080 1091 1219 , 9389
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4836 1051 1398 1111 1121 1914 , 11431
Group A , 126102 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4593 1130 1060 1049 1050 1488 , 10370
Group A , 126102 , training , 4 , 6 , 4 5 6 , 3 , 5031 1426 1405 , 7860
Group A , 126102 , test , 2 , 6 , 2 1 7 6 , 4 , 4622 1141 1094 1840 , 8698
Group A , 126102 , test , 4 , 7 , 4 5 6 7 , 4 , 4696 1072 1416 1436 , 8619
Group A , 126102 , test , 6 , 2 , 6 7 1 2 , 4 , 4594 1049 1010 1649 , 8303
Group A , 126102 , test , 7 , 4 , 7 6 5 4 , 4 , 4684 1091 1093 1352 , 8221
Group A , 126102 , test , 2 , 6 , 2 1 7 6 , 4 , 4519 1203 1072 1557 , 8351
Group A , 126102 , test , 7 , 4 , 7 6 5 4 , 4 , 4849 1100 1092 1701 , 8741
Group A , 126102 , test , 4 , 7 , 4 5 6 7 , 4 , 4773 1080 1318 1495 , 8668
Group A , 126102 , test , 6 , 2 , 6 7 1 2 , 4 , 5063 1080 1061 1436 , 8637
Group A , 126102 , test , 6 , 2 , 6 7 1 2 , 4 , 4665 1130 1206 1381 , 8383
Group A , 126102 , test , 2 , 6 , 2 1 7 6 , 4 , 4657 1090 1133 1667 , 8547
Group A , 126102 , test , 7 , 4 , 7 6 5 4 , 4 , 4687 1091 1092 1311 , 8181
Group A , 126102 , test , 4 , 7 , 4 5 6 7 , 4 , 4789 1141 1123 1538 , 8592
Group A , 126102 , test , 2 , 6 , 2 1 7 6 , 4 , 4738 1040 1407 1629 , 8815
Group A , 126102 , test , 4 , 7 , 4 5 6 7 , 4 , 4740 1162 1111 1315 , 8327
Group A , 126102 , test , 7 , 4 , 7 6 5 4 , 4 , 4736 1410 1194 1701 , 9040
Group A , 126102 , test , 6 , 2 , 6 7 1 2 , 4 , 4603 1041 1420 1374 , 8438
Group A , 126102 , test , 2 , 6 , 2 1 7 6 , 4 , 4615 1125 1091 1517 , 8349
Group A , 126102 , test , 4 , 7 , 4 5 6 7 , 4 , 4565 1060 1480 1223 1297 1102 1092 1414 , 13233
Group A , 126102 , test , 7 , 4 , 7 6 5 4 , 4 , 4863 1040 1408 1364 , 8676
Group A , 126102 , test , 6 , 2 , 6 7 1 2 , 4 , 4736 1091 1041 1303 , 8170

Group B , 126102 , training , 5 , 1 , 5 4 3 2 1 , 5 , 12281 1365 1029 1408 1711 , 17792
Group B , 126102 , training , 5 , 7 , 5 4 3 2 1 7 , 6 , 6339 3254 1030 1501 1041 1709 , 14875
Group B , 126102 , training , 4 , 5 , 4 3 2 1 7 6 5 , 7 , 4779 1161 1071 1377 1101 1306 1651 , 12446
Group B , 126102 , training , 2 , 5 , 2 1 7 6 5 , 5 , 33902 1193 1069 1317 1445 , 38927
Group B , 126102 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4576 1123 1009 1093 1142 1577 , 10519
Group B , 126102 , training , 7 , 3 , 7 6 7 1 2 3 , 6 , 6491 1449 1062 1346 1050 1373 , 12772
Group B , 126102 , training , 6 , 5 , 6 7 1 2 3 4 5 , 7 , 5095 1448 1091 1021 1387 1203 1336 , 12579
Group B , 126102 , training , 7 , 5 , 7 1 2 3 4 5 , 6 , 4388 1408 1409 1153 1081 1241 , 10682
Group B , 126102 , training , 7 , 4 , 7 1 2 3 4 , 5 , 4523 1060 1429 1122 1772 , 9904
Group B , 126102 , training , 4 , 7 , 4 3 2 1 7 , 5 , 4698 1153 1091 1142 1486 , 9570
Group B , 126102 , training , 1 , 3 , 1 7 1 2 3 , 5 , 4792 1583 1048 1031 1435 , 9891
Group B , 126102 , training , 4 , 7 , 4 3 2 1 7 , 5 , 4729 1061 1091 1378 1466 , 9725
Group B , 126102 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4329 1112 1112 1143 1151 1519 , 10363
Group B , 126102 , training , 4 , 2 , 4 3 2 , 3 , 4371 1080 1291 , 6746
Group B , 126102 , training , 7 , 4 , 7 1 2 3 4 , 5 , 4638 1122 1123 1082 1302 , 9265
Group B , 126102 , training , 2 , 5 , 2 3 4 5 , 4 , 4636 1113 1061 1303 , 8114
Group B , 126102 , training , 4 , 5 , 4 5 , 2 , 4676 1414 , 6090
Group B , 126102 , training , 1 , 4 , 1 2 3 4 , 4 , 4692 1447 1124 1158 , 8420
Group B , 126102 , training , 1 , 2 , 1 2 , 2 , 4748 1172 , 5919
Group B , 126102 , training , 5 , 4 , 5 4 , 2 , 4637 1291 , 5930
Group B , 126102 , training , 6 , 5 , 6 7 1 2 3 4 5 , 7 , 5117 1400 1101 1050 1112 1226 1250 , 12254
Group B , 126102 , training , 4 , 1 , 4 3 2 1 , 4 , 4750 1080 1421 1832 , 9084
Group B , 126102 , training , 7 , 3 , 7 1 2 3 , 4 , 4605 1167 1068 1292 , 8133
Group B , 126102 , training , 3 , 6 , 3 2 1 7 6 , 5 , 4422 1083 1101 1082 1556 , 9244
Group B , 126102 , training , 7 , 5 , 7 1 2 3 4 5 , 6 , 4546 1480 1092 1104 1132 1241 , 10594
Group B , 126102 , training , 7 , 5 , 7 1 2 3 4 5 , 6 , 4665 1115 1439 1153 1205 1292 , 10870
Group B , 126102 , training , 3 , 6 , 3 2 1 7 6 , 5 , 4352 1174 1114 1161 1683 , 9485
Group B , 126102 , training , 4 , 3 , 4 3 , 2 , 4699 1261 , 5958
Group B , 126102 , training , 4 , 3 , 4 3 , 2 , 4628 1078 , 5706
Group B , 126102 , training , 5 , 4 , 5 4 , 2 , 4649 1344 , 5994
Group B , 126102 , training , 1 , 5 , 1 2 3 4 5 , 5 , 4467 1121 1073 1041 1262 , 8963
Group B , 126102 , training , 4 , 3 , 4 3 , 2 , 4843 1733 , 6576
Group B , 126102 , training , 5 , 2 , 5 4 3 2 , 4 , 4811 1071 1090 1427 , 8399
Group B , 126102 , training , 2 , 5 , 2 3 4 5 , 4 , 4587 1062 1030 1386 , 8067
Group B , 126102 , training , 4 , 7 , 4 3 2 1 7 , 5 , 5150 1059 1358 1144 1366 , 10077
Group B , 126102 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4657 1083 1666 1195 1446 , 10045
Group B , 126102 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4546 1115 1112 1102 1326 , 9203
Group B , 126102 , test , 6 , 2 , 6 7 1 2 , 4 , 4688 1041 1419 1284 , 8429
