Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 182857 , training , 6 , 4 , 6 7 1 2 3 4 , 6 , 48225 0 1783 0 1968 2553 0 1271 1448 0 879 1313 1391 1145 , 63178
Group B , 182857 , training , 7 , 5 , 7 1 2 3 4 5 , 6 , 5048 1040 1521 1015 1024 1240 , 10888
Group B , 182857 , training , 5 , 1 , 5 4 5 6 7 1 , 6 , 4817 1167 1360 1040 1344 1225 , 10952
Group B , 182857 , training , 1 , 3 , 1 2 3 , 3 , 4806 1058 1151 , 7016
Group B , 182857 , training , 1 , 5 , 1 7 6 5 , 4 , 4872 1217 1024 1168 , 8281
Group B , 182857 , training , 2 , 6 , 2 3 4 5 6 , 5 , 5087 1409 1128 1218 1453 , 10295
Group B , 182857 , training , 6 , 3 , 6 7 1 2 3 , 5 , 7176 498 1294 1016 1073 1319 , 12376
Group B , 182857 , training , 1 , 4 , 1 2 3 4 , 4 , 5546 1031 1391 11776 , 19743
Group B , 182857 , training , 2 , 3 , 2 3 , 2 , 4456 1072 , 5528
Group B , 182857 , training , 6 , 4 , 6 5 4 , 3 , 4657 1327 1201 , 7185
Group B , 182857 , training , 6 , 4 , 6 5 4 , 3 , 5615 1336 1121 1281 1190 , 10543
Group B , 182857 , training , 3 , 7 , 3 4 5 6 7 , 5 , 4608 1025 1543 1057 1199 , 9431
Group B , 182857 , training , 6 , 3 , 6 7 1 2 3 , 5 , 4808 1089 1087 1089 1240 , 9314
Group B , 182857 , training , 7 , 2 , 7 1 2 , 3 , 4752 1075 1156 , 6983
Group B , 182857 , training , 4 , 6 , 4 5 6 , 3 , 4625 1047 1169 , 6841
Group B , 182857 , training , 6 , 3 , 6 5 4 3 , 4 , 5881 1326 1097 1231 , 9536
Group B , 182857 , training , 5 , 1 , 5 6 7 1 , 4 , 4673 1023 1353 1143 , 8192
Group B , 182857 , training , 4 , 2 , 4 3 2 , 3 , 4745 1047 1272 , 7064
Group B , 182857 , training , 1 , 6 , 1 7 6 , 3 , 4800 1048 1296 , 7143
Group B , 182857 , training , 1 , 2 , 1 2 , 2 , 4586 1070 , 5655
Group B , 182857 , training , 3 , 5 , 3 4 5 , 3 , 4697 1071 1152 , 6921
Group B , 182857 , training , 3 , 5 , 3 4 5 , 3 , 5329 1088 1488 1239 0 2184 1 439 1 432 1168 1057 1192 , 15617
Group B , 182857 , training , 4 , 2 , 4 5 6 7 1 2 , 6 , 5150 1008 1345 1023 1049 1112 , 10688
Group B , 182857 , training , 1 , 7 , 1 7 , 2 , 4663 1144 , 5807
Group B , 182857 , training , 3 , 7 , 3 2 1 7 , 4 , 4681 1007 1032 1200 , 7921
Group B , 182857 , training , 2 , 6 , 2 3 4 5 6 , 5 , 4633 1368 1049 1046 1241 , 9336
Group B , 182857 , training , 5 , 4 , 5 4 , 2 , 5776 1175 , 6952
Group B , 182857 , training , 4 , 7 , 4 3 2 1 7 , 5 , 5713 1047 1312 1424 1312 , 10807
Group B , 182857 , training , 5 , 7 , 5 6 7 , 3 , 5057 1008 1135 , 7200
Group B , 182857 , training , 6 , 1 , 6 7 1 , 3 , 4617 1023 1146 , 6785
Group B , 182857 , training , 4 , 7 , 4 5 6 7 , 4 , 4704 1070 1072 1185 , 8031
Group B , 182857 , training , 5 , 4 , 5 6 7 6 5 4 , 6 , 6231 1189 1091 1040 1064 1185 , 11800
Group B , 182857 , training , 5 , 4 , 5 4 , 2 , 4711 1209 , 5922
Group B , 182857 , training , 4 , 7 , 4 5 6 7 , 4 , 5168 1071 1024 1120 , 8383
Group B , 182857 , training , 3 , 1 , 3 2 1 , 3 , 5002 1047 1119 , 7169
Group B , 182857 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4744 1489 1063 1033 1151 , 9478
Group B , 182857 , test , 4 , 7 , 4 5 6 7 , 4 , 4736 1160 1233 1112 , 8241
Group B , 182857 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4888 1391 1089 1024 1248 , 9639
Group B , 182857 , test , 7 , 4 , 7 6 5 4 , 4 , 5120 1064 1007 1153 , 8345
Group B , 182857 , test , 4 , 7 , 4 5 6 7 , 4 , 4768 1096 1096 1161 , 8121
Group B , 182857 , test , 2 , 6 , 2 1 7 6 , 4 , 4775 1047 1064 1161 , 8047
Group B , 182857 , test , 6 , 2 , 6 7 1 2 , 4 , 4888 1375 1121 1159 , 8544
Group B , 182857 , test , 7 , 4 , 7 6 5 4 , 4 , 4947 1341 1137 1208 , 8632
Group B , 182857 , test , 7 , 4 , 7 6 5 4 , 4 , 4736 1088 1128 1143 , 8095
Group B , 182857 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4810 1047 1096 1039 1185 , 9176
Group B , 182857 , test , 4 , 7 , 4 5 6 7 , 4 , 4458 1038 1057 1206 , 7760
Group B , 182857 , test , 6 , 2 , 6 7 1 2 , 4 , 6304 1121 1127 1194 , 9745
Group B , 182857 , test , 2 , 6 , 2 1 7 6 , 4 , 5055 1072 1096 1183 , 8406
Group B , 182857 , test , 6 , 2 , 6 7 1 2 , 4 , 4489 1079 1097 1168 , 7833
Group B , 182857 , test , 4 , 7 , 4 5 6 7 , 4 , 4585 1126 1098 1166 , 7976
Group B , 182857 , test , 7 , 4 , 7 6 5 4 , 4 , 4761 1015 1040 1177 , 7993
Group B , 182857 , test , 4 , 7 , 4 5 6 7 , 4 , 4336 1080 1088 1119 , 7624
Group B , 182857 , test , 6 , 2 , 6 7 1 2 , 4 , 5073 1448 1273 1198 , 8991
Group B , 182857 , test , 2 , 6 , 2 1 7 6 , 4 , 4552 1129 1143 1329 , 8153
Group B , 182857 , test , 7 , 4 , 7 6 5 4 , 4 , 4641 1095 1184 1263 , 8183

Group A , 182857 , training , 2 , 4 , 2 3 4 , 3 , 13648 1233 1303 , 16184
Group A , 182857 , training , 2 , 4 , 2 3 4 , 3 , 4753 1103 1216 , 7073
Group A , 182857 , training , 4 , 6 , 4 5 6 , 3 , 5401 1183 1257 , 7841
Group A , 182857 , training , 6 , 3 , 6 7 1 2 3 , 5 , 4759 1080 1096 1569 1239 , 9742
Group A , 182857 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4761 1319 1145 1176 1144 1280 , 10825
Group A , 182857 , training , 4 , 6 , 4 5 6 , 3 , 4736 1143 1209 , 7088
Group A , 182857 , training , 2 , 4 , 2 3 4 , 3 , 4631 1081 1215 , 6928
Group A , 182857 , training , 2 , 4 , 2 3 4 , 3 , 5513 1104 1127 , 7744
