Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 175918 , training , 6 , 3 , 6 5 4 3 , 4 , 108857 2701 1765 3184 , 117710
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 5162 1531 2343 , 9033
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 5722 1203 2258 , 9184
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4776 1229 1476 , 7482
Group A , 175918 , training , 4 , 6 , 4 3 2 3 4 5 6 , 7 , 4804 1443 15067 1398 2105 702 1772 1446 , 28737
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4721 1090 1723 , 7533
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4739 1612 1228 , 7579
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4442 1045 1123 , 6609
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4495 1178 1140 , 6813
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4432 1709 1149 , 7290
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 5107 1412 1292 , 7811
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4639 1046 1129 , 6814
Group A , 175918 , training , 3 , 1 , 3 4 5 6 7 1 , 6 , 5318 1604 1353 1354 1521 2607 , 13757
Group A , 175918 , training , 7 , 2 , 7 1 2 , 3 , 4626 1109 1716 , 7452
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4590 1463 1273 , 7326
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 5358 1070 1094 , 7521
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4334 1028 1859 , 7222
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4698 1631 1035 , 7364
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4322 1065 1033 , 6422
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4458 1056 1084 , 6595
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4687 1040 1223 , 6951
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4958 1075 1109 , 7141
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4741 1402 1215 , 7358
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 5181 1080 1421 , 7684
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4834 1081 1071 , 6984
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4531 1299 1096 , 6926
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4801 1071 1106 , 6978
Group A , 175918 , training , 1 , 3 , 1 2 3 , 3 , 5106 1015 1133 , 7255
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4737 1441 1105 , 7282
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4623 1388 1318 , 7330
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4502 1159 1253 , 6915
Group A , 175918 , training , 1 , 6 , 1 2 3 4 5 6 , 6 , 4485 1134 1115 1090 1191 1342 , 10356
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4651 1041 1074 , 6767
Group A , 175918 , training , 2 , 4 , 2 3 4 , 3 , 4464 1508 1225 , 7195
Group A , 175918 , training , 4 , 6 , 4 5 6 , 3 , 4809 1074 1073 , 6958
Group A , 175918 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4588 1260 1267 1127 1310 , 9552
Group A , 175918 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4421 1012 1552 1179 1279 , 9442
Group A , 175918 , test , 6 , 2 , 6 7 1 2 , 4 , 5075 1349 1065 1278 , 8767
Group A , 175918 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4328 1046 1516 1456 1255 , 9600
Group A , 175918 , test , 6 , 2 , 6 7 1 2 , 4 , 5128 1521 1037 1047 , 8734
Group A , 175918 , test , 4 , 7 , 4 5 4 5 6 7 , 6 , 5879 1432 1124 1150 1125 1158 , 11868
Group A , 175918 , test , 7 , 4 , 7 6 5 4 , 4 , 7041 1070 1045 1391 , 10546
Group A , 175918 , test , 2 , 6 , 2 1 7 6 , 4 , 7119 1081 1051 1159 , 10410
Group A , 175918 , test , 2 , 6 , 2 1 7 6 , 4 , 4705 1199 1067 1221 , 8194
Group A , 175918 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4745 1179 1101 1125 1133 , 9282
Group A , 175918 , test , 7 , 4 , 7 1 2 3 4 , 5 , 5204 1022 1372 1066 1153 , 9818
Group A , 175918 , test , 6 , 2 , 6 5 6 7 1 2 , 6 , 4405 1221 1387 1153 1061 1232 , 10458
Group A , 175918 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4388 1360 1130 1164 1337 , 9379
Group A , 175918 , test , 4 , 7 , 4 5 6 7 , 4 , 4354 1175 1237 1169 , 7936
