Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 181153 , training , 7 , 6 , 7 6 , 2 , 187783 4506 , 193489
Group B , 181153 , training , 5 , 4 , 5 6 5 4 , 4 , 6868 1823 0 2363 1 810 0 1016 1959 0 826 1 8360 709 1707 , 26444
Group B , 181153 , training , 3 , 1 , 3 2 1 , 3 , 4733 3729 1569 , 10032
Group B , 181153 , training , 7 , 6 , 7 6 , 2 , 5566 1 1822 2147 , 9533
Group B , 181153 , training , 1 , 5 , 1 7 6 5 , 4 , 5008 1511 1270 1519 , 9310
Group B , 181153 , training , 3 , 6 , 3 2 1 7 6 , 5 , 5004 1389 1810 1802 1638 , 11641
Group B , 181153 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4879 1390 1729 1505 1735 1378 , 12617
Group B , 181153 , training , 6 , 1 , 6 7 1 , 3 , 5287 1737 1684 , 8709
Group B , 181153 , training , 6 , 7 , 6 7 , 2 , 6534 1877 , 8415
Group B , 181153 , training , 7 , 6 , 7 1 2 3 4 5 6 , 7 , 5313 1436 1424 1190 1241 1122 1805 , 13526
Group B , 181153 , training , 5 , 2 , 5 6 7 1 2 , 5 , 5482 1289 1917 1326 1899 , 11913
Group B , 181153 , training , 1 , 4 , 1 2 3 4 , 4 , 5049 371 1384 1284 1281 , 9370
Group B , 181153 , training , 6 , 1 , 6 7 1 , 3 , 4614 1364 1951 , 7929
Group B , 181153 , training , 1 , 6 , 1 2 3 4 5 6 , 6 , 5662 1163 1592 1157 1602 2517 , 13694
Group B , 181153 , training , 3 , 5 , 3 4 5 , 3 , 5100 1419 1516 , 8034
Group B , 181153 , training , 5 , 1 , 5 4 3 2 1 , 5 , 5036 1443 1480 1220 1715 , 10895
Group B , 181153 , training , 7 , 1 , 7 1 , 2 , 6511 1551 , 8088
Group B , 181153 , training , 3 , 4 , 3 2 1 7 6 5 4 , 7 , 4492 1423 1205 1668 1541 1220 1208 , 12758
Group B , 181153 , training , 7 , 5 , 7 6 5 , 3 , 5500 1277 1475 , 8224
