Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 174087 , training , 2 , 4 , 2 3 2 1 7 6 5 4 , 8 , 84897 3856 1571 1588 1720 1477 1393 3937 , 101643
Group A , 174087 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 5704 1738 1433 1394 1400 2257 , 13924
Group A , 174087 , training , 5 , 6 , 5 4 5 6 , 4 , 4897 2775 2 1295 1561 1744 , 12273
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4802 1309 8647 , 14759
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 5230 1604 2667 , 9500
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 5144 1414 1644 , 8201
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 5480 1678 1712 , 8872
Group A , 174087 , training , 4 , 3 , 4 3 , 2 , 5919 1824 , 7741
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4801 1515 1599 , 7916
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4833 1402 1511 , 7745
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4826 1546 1579 , 7952
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 5224 1444 1466 , 8135
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4977 1624 1607 , 8207
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4591 1318 1527 , 7436
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4936 1567 1540 , 8043
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 5586 1546 1611 , 8743
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4679 1485 1612 , 7776
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4845 1495 1509 , 7849
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4756 1502 1444 , 7702
Group A , 174087 , training , 2 , 7 , 2 1 7 , 3 , 6658 1597 2108 , 10363
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4693 1452 1581 , 7726
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 5314 1391 1389 , 8093
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4613 1725 1401 , 7740
Group A , 174087 , training , 5 , 6 , 5 6 , 2 , 4581 1554 , 6134
Group A , 174087 , training , 3 , 7 , 3 2 1 7 , 4 , 4714 1579 1485 1584 , 9363
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4654 1680 1466 , 7800
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4726 1464 1470 , 7661
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4786 1453 1424 , 7663
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4837 1421 1757 , 8014
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4675 1504 1594 , 7773
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4618 1327 1199 , 7145
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4822 1349 1358 , 7528
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4625 1348 1678 , 7650
Group A , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4773 1273 1495 , 7542
Group A , 174087 , training , 4 , 6 , 4 5 6 , 3 , 4598 1393 1643 , 7634
Group A , 174087 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4777 1349 1281 1240 1335 , 9983
Group A , 174087 , test , 4 , 7 , 4 5 6 7 , 4 , 5653 1619 1316 1657 , 10244
Group A , 174087 , test , 6 , 2 , 6 5 4 3 2 , 5 , 5976 1391 1737 1267 1312 , 11683
Group A , 174087 , test , 7 , 4 , 7 6 5 4 , 4 , 5093 1298 1787 1385 , 9563
Group A , 174087 , test , 7 , 4 , 7 6 5 4 , 4 , 4938 1318 1299 1528 , 9083
Group A , 174087 , test , 6 , 2 , 6 7 1 2 , 4 , 4622 1378 1409 1581 , 8990
Group A , 174087 , test , 4 , 7 , 4 3 2 1 7 , 5 , 5078 1383 1240 1706 1566 , 10972
Group A , 174087 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4604 1275 1641 1745 1663 , 10930
Group A , 174087 , test , 2 , 6 , 2 3 4 5 6 , 5 , 5232 1786 1428 1318 1537 , 11300
Group A , 174087 , test , 4 , 7 , 4 5 6 7 , 4 , 4630 1213 1309 1604 , 8756
Group A , 174087 , test , 7 , 4 , 7 6 5 4 , 4 , 5251 1385 1824 1572 , 10032
Group A , 174087 , test , 6 , 2 , 6 7 1 2 , 4 , 5494 1311 1492 1357 , 9654
Group A , 174087 , test , 2 , 6 , 2 3 4 5 6 , 5 , 5358 1344 1171 1253 1650 , 10777
Group A , 174087 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4739 1500 1744 1465 1499 , 10946
Group A , 174087 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4773 1418 1251 1608 1529 , 10580
Group A , 174087 , test , 4 , 7 , 4 5 6 7 , 4 , 4543 1666 1339 1656 , 9203
Group A , 174087 , test , 4 , 7 , 4 5 6 7 , 4 , 4753 1387 1783 1747 , 9670
Group A , 174087 , test , 2 , 6 , 2 1 7 6 , 4 , 5387 1421 1520 3005 , 11333
Group A , 174087 , test , 6 , 2 , 6 7 1 2 , 4 , 4633 1434 1327 1677 , 9072
Group A , 174087 , test , 7 , 4 , 7 6 5 4 , 4 , 4647 1422 1503 2536 , 10106

Group B , 174087 , training , 6 , 7 , 6 7 , 2 , 15897 3096 , 18994
Group B , 174087 , training , 5 , 1 , 5 6 7 1 , 4 , 5280 1588 1600 1984 , 10452
Group B , 174087 , training , 2 , 3 , 2 3 , 2 , 4924 1755 , 6679
Group B , 174087 , training , 4 , 6 , 4 3 4 5 6 , 5 , 5047 1628 1405 1283 1728 , 11091
Group B , 174087 , training , 3 , 2 , 3 4 5 6 7 1 2 , 7 , 4971 1280 1402 1264 1321 1480 1602 1556 1403 , 16280
Group B , 174087 , training , 5 , 3 , 5 6 5 4 3 , 5 , 5115 1506 1354 1334 1880 , 11189
Group B , 174087 , training , 3 , 4 , 3 2 1 7 6 5 4 , 7 , 4766 1392 1313 1377 1287 1635 1984 , 13752
Group B , 174087 , training , 7 , 4 , 7 1 7 6 5 4 , 6 , 4897 1462 1280 1707 1373 1618 , 12338
Group B , 174087 , training , 4 , 2 , 4 3 2 , 3 , 4788 1336 1867 , 7990
Group B , 174087 , training , 5 , 1 , 5 6 7 1 , 4 , 4681 1510 1719 1927 , 9837
Group B , 174087 , training , 6 , 5 , 6 7 1 2 3 4 5 , 7 , 4867 3440 1833 1385 1363 1257 1631 , 15778
Group B , 174087 , training , 6 , 5 , 6 5 , 2 , 4704 1780 , 6484
Group B , 174087 , training , 2 , 3 , 2 3 , 2 , 4724 1671 , 6394
Group B , 174087 , training , 6 , 4 , 6 7 1 2 3 4 , 6 , 4606 1503 1563 1310 1457 1704 , 12144
Group B , 174087 , training , 3 , 7 , 3 4 5 6 7 , 5 , 4576 1425 1307 1250 1597 , 10154
Group B , 174087 , training , 5 , 6 , 5 4 5 6 , 4 , 4729 1448 1471 1599 , 9247
Group B , 174087 , training , 7 , 1 , 7 1 , 2 , 4834 1715 , 6549
Group B , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4798 1323 1766 , 7887
Group B , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4852 1296 1487 , 7636
Group B , 174087 , training , 3 , 1 , 3 2 1 , 3 , 4611 1738 1539 , 7888
Group B , 174087 , training , 2 , 1 , 2 1 , 2 , 4610 1542 , 6152
Group B , 174087 , training , 2 , 4 , 2 3 4 , 3 , 4681 1526 1789 , 7995
Group B , 174087 , training , 4 , 7 , 4 5 6 7 , 4 , 4913 1381 1321 1501 , 9117
Group B , 174087 , training , 6 , 7 , 6 7 , 2 , 4705 1610 , 6314
Group B , 174087 , training , 7 , 4 , 7 1 2 3 4 , 5 , 4683 1352 1784 1487 1462 , 10768
Group B , 174087 , training , 4 , 1 , 4 5 6 7 1 , 5 , 4670 1316 1222 1818 1888 , 10914
Group B , 174087 , training , 3 , 6 , 3 4 5 6 , 4 , 4714 1439 1688 1763 , 9604
Group B , 174087 , training , 1 , 3 , 1 7 6 5 4 3 , 6 , 4734 1635 1503 1293 1281 1520 , 11966
Group B , 174087 , training , 4 , 3 , 4 5 6 7 1 7 6 5 4 3 , 10 , 4730 1585 1379 1296 1643 1349 1457 1389 1441 1745 , 18015
Group B , 174087 , training , 5 , 6 , 5 4 3 2 1 7 6 , 7 , 4743 2200 1441 1554 1268 1425 1629 , 14259
Group B , 174087 , training , 3 , 7 , 3 4 5 6 7 , 5 , 4563 1355 1301 1220 1425 , 9863
Group B , 174087 , training , 5 , 7 , 5 6 7 , 3 , 4579 1295 1312 , 7187
Group B , 174087 , training , 5 , 4 , 5 6 7 1 2 3 4 , 7 , 4589 1382 1734 1779 1338 1457 1542 , 13821
Group B , 174087 , training , 6 , 4 , 6 5 4 , 3 , 4659 1421 1781 , 7861
Group B , 174087 , training , 4 , 7 , 4 3 2 1 7 , 5 , 4744 1649 1586 1322 1506 , 10807
Group B , 174087 , test , 6 , 2 , 6 7 6 5 4 3 2 , 7 , 5117 1352 1424 1414 1177 1291 1801 , 13576
Group B , 174087 , test , 2 , 6 , 2 1 2 3 4 5 6 , 7 , 4650 1499 1381 1272 1250 1587 1496 , 13135
Group B , 174087 , test , 7 , 4 , 7 1 7 6 5 4 , 6 , 4575 2257 1420 1475 1370 1715 , 12813
Group B , 174087 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4609 1365 1174 1407 1564 , 10118
Group B , 174087 , test , 7 , 4 , 7 6 7 1 2 3 4 , 7 , 4818 2411 1623 1597 1278 1606 1352 , 14686
Group B , 174087 , test , 4 , 7 , 4 5 4 3 2 3 4 5 6 7 , 10 , 4624 1504 1562 1425 1788 1423 1299 1683 1370 1345 , 18022
Group B , 174087 , test , 6 , 2 , 6 7 6 5 4 3 2 , 7 , 5293 2271 1421 1397 1269 1510 1472 , 14633
Group B , 174087 , test , 7 , 4 , 7 6 5 4 , 4 , 5203 1558 1457 1429 , 9647
Group B , 174087 , test , 6 , 2 , 6 5 6 7 1 2 , 6 , 4633 1770 1367 1408 1609 1595 , 12382
Group B , 174087 , test , 4 , 7 , 4 5 6 7 , 4 , 4728 1368 1232 1524 , 8851
Group B , 174087 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4674 1366 1241 1436 1569 , 10287
Group B , 174087 , test , 6 , 2 , 6 7 1 2 , 4 , 4784 1438 1384 1476 , 9082
Group B , 174087 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4758 1290 1617 1261 1878 , 10803
Group B , 174087 , test , 4 , 7 , 4 5 6 7 , 4 , 5297 1378 1170 1305 , 9150
Group B , 174087 , test , 7 , 4 , 7 1 2 3 4 , 5 , 5113 1386 1792 1295 1331 , 10919
Group B , 174087 , test , 7 , 4 , 7 1 7 6 5 4 , 6 , 5077 2111 1495 1454 1559 1262 , 12955
Group B , 174087 , test , 2 , 6 , 2 1 7 6 , 4 , 4645 1809 1464 1610 , 9531
Group B , 174087 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4652 1438 1420 1306 1636 , 10451
Group B , 174087 , test , 6 , 2 , 6 7 1 2 , 4 , 4572 1551 1357 1582 , 9062
Group B , 174087 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4671 1515 1445 1495 1559 , 10685
