Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 164472 , training , 3 , 7 , 3 4 3 2 1 7 , 6 , 121382 4382 9089 3847 2984 1801 5921 13205 3961 , 167774
Group B , 164472 , training , 5 , 3 , 5 6 7 1 2 3 , 6 , 6952 1951 1521 1600 1527 1992 , 15542
Group B , 164472 , training , 7 , 2 , 7 1 2 , 3 , 5281 1519 1768 , 8567
Group B , 164472 , training , 6 , 2 , 6 7 1 2 , 4 , 6624 1825 1415 2352 , 12219
Group B , 164472 , training , 3 , 1 , 3 4 5 6 7 1 , 6 , 4872 1737 1487 1144 1776 1632 , 12647
Group B , 164472 , training , 3 , 4 , 3 4 , 2 , 5425 2751 , 8176
Group B , 164472 , training , 3 , 4 , 3 4 , 2 , 4639 1864 , 6502
Group B , 164472 , training , 5 , 6 , 5 6 , 2 , 4841 2311 , 7152
Group B , 164472 , training , 3 , 2 , 3 4 5 6 7 1 2 , 7 , 5824 1424 1545 1360 1347 1485 1647 , 14633
Group B , 164472 , training , 4 , 3 , 4 5 6 7 1 2 3 , 7 , 5345 2167 2080 1600 1328 2241 1592 , 16353
Group B , 164472 , training , 1 , 3 , 1 2 3 , 3 , 4976 1454 1825 , 8254
Group B , 164472 , training , 4 , 5 , 4 5 , 2 , 5040 2080 , 7120
Group B , 164472 , training , 4 , 5 , 4 5 , 2 , 4680 1657 , 6338
Group B , 164472 , training , 7 , 3 , 7 1 2 3 , 4 , 4767 1368 1303 1585 , 9022
Group B , 164472 , training , 3 , 1 , 3 4 5 6 7 1 , 6 , 4865 1430 1577 1568 1639 1945 , 13026
Group B , 164472 , training , 2 , 1 , 2 3 4 5 6 7 1 , 7 , 5824 1412 1453 1454 1464 1520 1737 , 14863
Group B , 164472 , training , 3 , 4 , 3 4 , 2 , 4735 1537 , 6271
Group B , 164472 , training , 5 , 3 , 5 6 7 1 2 3 , 6 , 4855 1472 1560 2089 1543 1729 , 13248
Group B , 164472 , training , 4 , 1 , 4 5 6 7 1 , 5 , 4703 1632 1398 1547 1648 , 10927
Group B , 164472 , training , 4 , 1 , 4 5 6 7 1 , 5 , 5696 1569 1350 2161 1592 , 12369
Group B , 164472 , training , 1 , 7 , 1 2 3 4 5 6 7 , 7 , 4904 1511 1545 1423 1529 3016 1 830 1369 , 16128
