Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 156230 , training , 4 , 6 , 4 3 2 1 7 1 2 3 4 5 6 , 11 , 91927 4824 1552 1824 1423 1 2430 0 865 1184 0 464 1094 1 280 0 241 1287 0 288 1119 0 273 1 287 1184 0 455 1401 , 115605
Group A , 156230 , training , 4 , 6 , 4 5 6 , 3 , 6390 1312 1352 , 9053
Group A , 156230 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4654 1161 1184 1159 1112 1160 , 10432
Group A , 156230 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4687 1185 1103 1081 48150 1233 , 57439
Group A , 156230 , training , 4 , 6 , 4 5 6 , 3 , 4632 1240 1263 , 7135
Group A , 156230 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4447 1161 1135 1089 1111 1151 1104 1352 , 12549
Group A , 156230 , training , 5 , 6 , 5 4 3 2 1 7 6 , 7 , 4647 1239 1098 4286 1288 1080 1280 , 14918
Group A , 156230 , training , 3 , 4 , 3 4 , 2 , 4696 1158 1264 1384 , 8503
Group A , 156230 , training , 4 , 6 , 4 5 6 , 3 , 6839 1264 1369 , 9471
Group A , 156230 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4806 1575 1216 1370 1215 1335 , 11518
Group A , 156230 , training , 4 , 6 , 4 5 6 , 3 , 5064 1096 1232 , 7390
Group A , 156230 , training , 5 , 6 , 5 4 5 6 , 4 , 7502 4495 1207 1577 , 14783
Group A , 156230 , training , 2 , 4 , 2 3 4 , 3 , 6319 1080 1320 , 8719
Group A , 156230 , training , 5 , 4 , 5 4 , 2 , 5391 1303 , 6695
Group A , 156230 , training , 2 , 4 , 2 3 4 , 3 , 4720 1127 1321 , 7165
Group A , 156230 , training , 2 , 4 , 2 3 4 , 3 , 4743 1152 1502 , 7400
Group A , 156230 , training , 2 , 4 , 2 3 4 , 3 , 4625 1167 1048 , 6837
Group A , 156230 , training , 2 , 4 , 2 3 4 , 3 , 4431 1072 1161 , 6664
Group A , 156230 , training , 4 , 6 , 4 5 6 , 3 , 5167 1144 1319 , 7632
Group A , 156230 , training , 4 , 6 , 4 5 6 , 3 , 4695 1208 1255 , 7158
