Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 42149 3898 1622 1814 1486 6881 , 59052
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 6681 1010 1510 1423 1148 2212 , 13983
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4707 1416 1098 1183 1127 1798 , 11329
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5942 1434 1122 1081 1075 1759 , 12413
Group A , 105421 , training , 2 , 4 , 2 3 4 , 3 , 5208 1212 2159 , 8579
Group A , 105421 , training , 2 , 4 , 2 3 4 , 3 , 6139 1041 1873 , 9053
Group A , 105421 , training , 2 , 4 , 2 3 4 , 3 , 5498 1438 1391 , 8326
Group A , 105421 , training , 4 , 6 , 4 3 2 1 2 1 7 6 , 8 , 6277 1099 1065 15331 1162 1077 1095 1554 , 28661
Group A , 105421 , training , 2 , 4 , 2 3 4 , 3 , 4513 1032 1518 , 7063
Group A , 105421 , training , 4 , 6 , 4 5 6 , 3 , 5049 1472 1877 , 8398
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 6515 1125 1051 1034 1098 1452 , 12276
Group A , 105421 , training , 5 , 3 , 5 4 3 , 3 , 4565 1015 1370 , 6949
Group A , 105421 , training , 5 , 6 , 5 4 3 2 1 7 6 , 7 , 5344 1428 1074 1010 1021 1044 1432 , 12352
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5307 1009 1438 1026 1101 1577 , 11458
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4516 1109 1068 1015 1414 1652 , 10776
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4879 1035 1103 1077 1130 1095 , 10318
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 5021 1056 1013 1425 1397 1502 , 11413
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 13803 1054 1082 1456 1151 1273 , 19820
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 7621 1073 1383 1085 1413 1392 , 13968
Group A , 105421 , training , 7 , 4 , 7 6 5 4 , 4 , 5238 1106 1066 1490 , 8899
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 5296 1370 1197 1116 1145 1382 , 11507
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5237 1094 1075 1093 1071 1355 , 10924
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5157 1122 1147 1146 1097 1262 , 10930
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 6221 1102 1056 1110 1108 1412 , 12009
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4989 1119 1106 1159 1080 1390 , 10844
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5495 1083 1084 1040 1048 1346 , 11096
Group A , 105421 , training , 2 , 3 , 2 3 , 2 , 5289 1515 , 6803
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5143 1159 1067 1095 1083 1339 , 10887
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 5241 1065 1107 1061 1028 1184 , 10687
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 5120 1101 1077 1061 1073 1307 , 10738
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5004 1149 1104 1070 1414 1276 , 11016
Group A , 105421 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4960 1195 1180 1174 1144 1223 , 10877
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5193 1075 1101 1069 1071 1091 , 10600
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5043 1152 1091 1075 1407 1108 , 10876
Group A , 105421 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5161 1153 1071 1049 1022 1065 , 10521
Group A , 105421 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4589 1153 1136 1126 1203 , 9207
Group A , 105421 , test , 4 , 7 , 4 3 2 1 7 , 5 , 5076 1144 1214 1098 1292 , 9824
Group A , 105421 , test , 6 , 2 , 6 7 1 2 , 4 , 4460 1122 1173 1170 , 7925
