Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 187298 , training , 2 , 7 , 2 1 7 , 3 , 149537 7604 0 8254 6985 , 173585
Group B , 187298 , training , 7 , 6 , 7 6 , 2 , 6922 8735 , 15653
Group B , 187298 , training , 4 , 3 , 4 3 , 2 , 50266 6561 , 56831
Group B , 187298 , training , 6 , 7 , 6 5 4 3 4 5 6 5 4 3 2 1 7 , 13 , 8376 13217 0 1643 6130 1 4775 0 1843 5842 0 7423 5611 0 2513 5579 0 2734 6111 0 2295 0 4625 9720 0 1358 5626 15 35626 5703 0 4500 16 750 7868 12 4698 8047 0 2749 5818 , 171236
Group B , 187298 , training , 7 , 4 , 7 6 5 4 , 4 , 5838 11709 9138 7732 , 34404
Group B , 187298 , training , 5 , 7 , 5 4 3 2 1 7 , 6 , 7015 10391 8032 8530 8532 5924 , 48423
Group B , 187298 , training , 6 , 7 , 6 5 6 7 , 4 , 6873 6719 8843 5516 , 27952
Group B , 187298 , training , 6 , 4 , 6 7 1 2 3 4 , 6 , 5969 4657 7860 6251 6545 5750 , 37032
Group B , 187298 , training , 5 , 2 , 5 6 7 1 2 , 5 , 6201 7938 6641 5512 5410 , 31701
Group B , 187298 , training , 3 , 5 , 3 4 5 , 3 , 6655 6775 7867 , 21299
Group B , 187298 , training , 7 , 3 , 7 1 2 3 , 4 , 7436 8021 6984 7262 , 29703
Group B , 187298 , training , 4 , 6 , 4 5 6 , 3 , 5251 7424 7239 , 19921
Group B , 187298 , training , 4 , 3 , 4 5 6 7 1 2 3 , 7 , 5634 5820 6616 5676 5419 6780 6501 , 42434
Group B , 187298 , training , 6 , 2 , 6 7 1 2 , 4 , 4984 7421 6938 5333 , 24692
Group B , 187298 , training , 1 , 3 , 1 2 3 , 3 , 5327 6121 5702 , 17140
Group B , 187298 , training , 6 , 7 , 6 7 , 2 , 5704 6157 , 11860
Group B , 187298 , training , 3 , 7 , 3 2 1 7 , 4 , 6436 8078 7925 8156 , 30593
Group B , 187298 , training , 3 , 6 , 3 4 3 2 1 7 6 , 7 , 5765 6608 7625 6828 7033 7796 5499 , 47157
Group B , 187298 , training , 6 , 3 , 6 5 4 3 , 4 , 7062 6047 5784 5344 , 24241
Group B , 187298 , training , 6 , 2 , 6 5 4 3 2 , 5 , 4920 6469 6419 6374 7082 , 31260
Group B , 187298 , training , 3 , 7 , 3 2 1 7 , 4 , 5414 6586 7922 5663 , 25592
