Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 127735 3046 2433 , 134415
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4639 2601 2456 , 9695
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4344 3039 2473 , 9855
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4568 2447 2337 , 9354
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4496 2943 2312 , 9751
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4393 2471 2617 , 9481
Group A , 128658 , training , 6 , 7 , 6 5 4 3 2 1 7 , 7 , 5232 2695 2664 2962 2661 2714 2873 , 21802
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4639 2343 2921 2071 2209 2111 1049 2328 1927 2112 2312 , 26022
Group A , 128658 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 6849 3232 2664 2535 2544 2624 , 20446
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 4496 2347 2336 , 9180
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 5309 2505 2233 , 10046
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4470 2993 2631 , 10097
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 5720 2088 2305 , 10112
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 5487 2240 2472 , 10197
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 4584 3264 2768 , 10617
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 4488 2265 2351 , 9105
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 4512 2353 2295 , 9160
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 4609 2384 3136 , 10129
Group A , 128658 , training , 1 , 5 , 1 7 6 5 , 4 , 5592 2163 2692 2753 , 13199
Group A , 128658 , training , 6 , 4 , 6 5 4 , 3 , 4528 2824 2407 , 9758
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 5201 5456 3055 , 13713
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 4561 2455 2521 , 9536
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4472 2703 2720 , 9896
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4600 409 399 417 847 2368 2664 , 11704
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 4608 2224 2464 , 9297
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 4349 2476 2518 , 9341
Group A , 128658 , training , 7 , 4 , 7 6 5 4 , 4 , 5634 2607 2800 2636 , 13679
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4748 2272 2224 , 9243
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4752 2432 2561 , 9744
Group A , 128658 , training , 5 , 2 , 5 4 3 2 , 4 , 5295 2712 2320 2272 , 12599
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 4504 2080 2272 , 8857
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4520 2944 2594 , 10058
Group A , 128658 , training , 4 , 6 , 4 5 6 , 3 , 4615 2199 2032 , 8846
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4529 2239 2633 , 9399
Group A , 128658 , training , 2 , 4 , 2 3 4 , 3 , 4768 2584 2880 , 10234
Group A , 128658 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4623 2496 2376 752 2032 2200 , 14478
Group A , 128658 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4824 2632 2528 2360 2217 , 14560
Group A , 128658 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4831 3047 2329 2608 2552 , 15370
Group A , 128658 , test , 7 , 4 , 7 1 2 3 4 , 5 , 5017 2327 2464 2528 2644 , 14981
Group A , 128658 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4598 2998 2689 4191 3256 , 17731
Group A , 128658 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4569 2983 2529 2852 2803 , 15734
Group A , 128658 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4425 3183 2385 2679 2632 , 15305
Group A , 128658 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4792 2903 2761 2489 2207 , 15152
Group A , 128658 , test , 7 , 4 , 7 6 5 4 , 4 , 4536 2672 2010 2062 , 11279
Group A , 128658 , test , 6 , 2 , 6 7 1 2 , 4 , 4648 2320 2185 2447 , 11600
