Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 155909 , training , 7 , 4 , 7 1 2 3 4 , 5 , 24508 1487 1564 36 959 30 1230 2670 1765 1613 1714 3108 1127 1712 1456 1907 2101 1651 1662 1985 1584 1662 296 440 224 513 191 168 200 160 160 184 200 176 160 201 200 1858 1841 1560 1934 1926 1843 16550 1831 1857 1707 1606 1734 3329 2473 2374 3721 3015 696 , 114060
Group B , 155909 , training , 1 , 7 , 1 2 3 4 5 6 7 , 7 , 5066 1558 1451 2477 2 1726 897 1 1572 227 192 10922 222 184 184 192 176 184 287 1 287 2 207 0 183 2 999 200 184 3679 7450 518 345 241 199 560 1724 1509 1679 1679 1681 1542 2154 1007 0 400 0 192 0 177 0 153 0 161 0 119 0 2744 1886 1616 2048 648 , 65698
Group B , 155909 , training , 2 , 6 , 2 3 4 5 6 , 5 , 4416 1575 1570 39 834 1551 2864 255 , 13101
Group B , 155909 , training , 4 , 7 , 4 5 6 7 , 4 , 4328 1322 2126 2408 272 , 10456
Group B , 155909 , training , 7 , 2 , 7 1 2 , 3 , 4781 1628 2320 247 , 8976
Group B , 155909 , training , 7 , 3 , 7 1 2 3 , 4 , 4653 1706 1488 2425 288 , 10560
Group B , 155909 , training , 4 , 1 , 4 5 6 7 1 , 5 , 4334 1658 1664 1801 2559 256 , 12272
Group B , 155909 , training , 6 , 7 , 6 7 , 2 , 4315 2214 , 6529
Group B , 155909 , training , 3 , 6 , 3 4 5 6 , 4 , 4499 1722 2218 2376 , 10815
Group B , 155909 , training , 1 , 2 , 1 2 , 2 , 18713 2183 , 20897
Group B , 155909 , training , 7 , 4 , 7 1 2 3 4 , 5 , 4469 1751 1560 1779 2265 , 11824
Group B , 155909 , training , 1 , 5 , 1 2 3 4 5 , 5 , 4336 2083 1969 1597 44 802 2017 , 12855
Group B , 155909 , training , 2 , 6 , 2 3 4 5 6 , 5 , 4440 1544 1724 1579 2257 , 11536
Group B , 155909 , training , 6 , 7 , 6 7 , 2 , 9178 2326 , 11504
